% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.151378074e+01 +1.151378074e+01 +1.838378074e+01 +1.838378074e+01 -4.6219e+00 +2.8819e+00 -2.7325e+00 -2.6573e+00 +1.0759e+00 +4.9352e+00 -1.4046e+00 +2.9202e+00 +4.4896e+00 -1.6160e+00 +2.2043e+00 -4.4941e+00 +2.2371e+00 +2.7566e+00 +3.5266e+00 -8.7246e-01 -1.6037e+00 -3.5837e+00 -1.9280e+00 -1.2207e+00
90 +9.484607081e+00 +9.484607081e+00 +1.635460708e+01 +1.635460708e+01 -2.5015e+00 +2.3808e+00 -3.3936e+00 +3.9781e-01 +1.4123e+00 +4.5386e+00 -2.2554e+00 +6.1004e-01 +6.1622e+00 -2.7234e+00 +1.7807e+00 -5.5846e+00 +1.8650e+00 +3.3973e+00 +3.6170e+00 +2.1674e+00 -2.5047e+00 -4.3141e+00 -9.0129e-01 +1.0832e+00
347 +3.594617294e+00 +3.594617294e+00 +1.046461729e+01 +1.046461729e+01 -1.1767e+00 +2.1845e+00 +1.9530e-02 -3.1677e+00 -5.0499e-01 +2.1840e+00 -2.8211e+00 +1.7953e+00 +3.8489e+00 -3.8578e+00 +2.6283e+00 -3.4428e+00 +2.7924e+00 +3.6790e-01 +5.3460e+00 -1.1157e-01 -4.8674e+00 -2.6841e+00 +1.3928e-01 +5.1107e+00
872 +2.140848397e+00 +2.140848397e+00 +9.010848397e+00 +9.010848397e+00 -1.1874e+00 +2.1822e+00 -2.8196e-03 -3.1637e+00 -4.8991e-01 +2.1704e+00 -2.8335e+00 +1.7930e+00 +3.8492e+00 -3.8560e+00 +2.6458e+00 -3.4422e+00 +2.7872e+00 +3.3636e-01 +5.3250e+00 -1.0751e-01 -4.8864e+00 -2.6921e+00 +1.4615e-01 +5.1119e+00
1036 +1.578918938e+00 +1.578918938e+00 +8.448918938e+00 +8.448918938e+00 -1.1926e+00 +2.1800e+00 -2.6674e-03 -3.1632e+00 -4.9083e-01 +2.1689e+00 -2.8352e+00 +1.7918e+00 +3.8505e+00 -3.8509e+00 +2.6430e+00 -3.4402e+00 +2.7876e+00 +3.4138e-01 +5.3213e+00 -1.0746e-01 -4.8899e+00 -2.6911e+00 +1.4669e-01 +5.1103e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.610873312e+01 +2.610873312e+01 +2.611873312e+01 +2.611873312e+01 -1.3591e+00 +3.7064e+00 -3.7521e-01 -4.2707e+00 +8.9571e-01 -4.6814e-02 -4.2815e+00 +3.0323e+00 -1.3013e+00 +2.7128e+00 +4.7876e+00 -4.0972e+00 -1.4535e+00 +1.9236e+00 -1.9543e+00 +3.9171e+00 +4.2079e-01 +4.8008e+00 -3.6841e+00 +4.0712e+00
27 +2.283932154e+01 +2.283932154e+01 +2.284932154e+01 +2.284932154e+01 +4.7563e+00 +2.1650e+00 -2.6659e+00 -2.9288e+00 +2.2721e+00 -7.6126e+00 -2.1340e+00 -2.1829e+00 +4.6212e+00 +3.4971e+00 +6.1487e+00 +6.4994e-01 +2.3023e+00 +5.3739e+00 +4.3736e-01 +5.4100e+00 -2.6081e+00 +1.3288e+00 +8.9486e-01 +6.6791e+00
121 +8.296846270e+00 +8.296846270e+00 +8.306846270e+00 +8.306846270e+00 +4.1614e+00 -4.7880e+00 +3.6309e+00 -3.6336e+00 +2.5997e-03 -5.8837e+00 -3.4892e+00 -2.1345e+00 +6.3004e+00 +5.1669e+00 +3.8614e+00 +1.7520e+00 +5.1221e+00 +3.2718e+00 -4.2086e+00 +5.0293e+00 -1.3845e+00 +3.3108e-01 +1.8308e+00 +6.4480e+00
1077 +6.202833580e+00 +6.202833580e+00 +6.212833580e+00 +6.212833580e+00 +4.1523e+00 -4.7837e+00 +3.6330e+00 -3.6303e+00 -6.1521e-03 -5.8674e+00 -3.4907e+00 -2.1511e+00 +6.2898e+00 +5.1646e+00 +3.8711e+00 +1.7631e+00 +5.1332e+00 +3.2985e+00 -4.2117e+00 +5.0390e+00 -1.3788e+00 +3.3017e-01 +1.8393e+00 +6.4509e+00
