% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.817093392e+01 +1.817093392e+01 +2.504093392e+01 +2.504093392e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.283386113e+00 +9.283386113e+00 +1.615338611e+01 +1.615338611e+01 +9.3396e-01 +9.7900e-01 +5.8354e-01 +2.3252e-01 +4.7040e-01 +3.3491e-01 +5.8681e-01 +7.7620e-01 +1.6486e-01 +2.8303e-01 +5.5322e-01 +8.1062e-01 +7.1449e-01 +4.9538e-01 +9.2044e-02 +9.5043e-01 +4.4415e-01 +6.3620e-01 +2.6505e-02 +9.9981e-01
8 +8.466994086e+00 +8.466994086e+00 +1.533699409e+01 +1.533699409e+01 +6.4325e-01 +8.8411e-01 +2.0389e-01 +5.0142e-01 +1.0806e-01 +4.9626e-01 +7.0070e-01 +3.2841e-01 +9.5892e-01 +5.4243e-01 +2.8361e-01 +3.3962e-01 +6.7926e-01 +2.5668e-01 +5.8678e-01 +3.5692e-02 +1.3237e-01 +2.9491e-01 +9.7832e-01 +1.5637e-01
10 +7.104269501e+00 +7.104269501e+00 +1.397426950e+01 +1.397426950e+01 +7.4180e-01 +5.8989e-01 +2.9691e-01 +1.6087e-01 +6.7501e-03 +4.5482e-02 +8.1302e-01 +2.8773e-01 +3.8003e-02 +4.8703e-01 +3.2068e-01 +9.8041e-01 +5.0305e-01 +3.8989e-01 +8.0731e-02 +8.8705e-01 +1.3865e-01 +7.3857e-01 +6.1999e-01 +7.0218e-01
22 +4.664206881e+00 +4.664206881e+00 +1.153420688e+01 +1.153420688e+01 +5.3728e-01 +4.4684e-01 +8.9951e-01 +9.8862e-01 +4.3914e-01 +9.1259e-01 +8.8161e-01 +8.7083e-01 +7.6639e-01 +2.2607e-01 +7.4546e-01 +4.4667e-01 +7.9612e-01 +7.9664e-01 +4.9184e-01 +5.9367e-01 +7.9017e-01 +5.7872e-01 +2.1623e-01 +4.8994e-01
173 +4.560145317e+00 +4.560145317e+00 +1.143014532e+01 +1.143014532e+01 +3.4494e-01 +3.0595e-01 +7.8558e-01 +6.5738e-01 +1.0281e-01 +1.9455e-01 +5.2963e-01 +5.7993e-01 +6.8978e-01 +4.5089e-01 +7.4680e-01 +6.6745e-01 +7.6082e-01 +8.4367e-01 +7.8592e-01 +6.4933e-01 +3.4736e-01 +3.1647e-02 +4.3598e-01 +4.3914e-01
470 +4.092952948e+00 +4.092952948e+00 +1.096295295e+01 +1.096295295e+01 +7.1563e-01 +4.9495e-01 +4.0774e-01 +9.3468e-03 +5.4047e-01 +8.7924e-01 +2.1297e-01 +9.9308e-01 +8.9460e-02 +3.2516e-01 +6.7128e-01 +1.3217e-01 +4.8576e-01 +2.0734e-01 +9.2810e-01 +6.0749e-01 +1.6513e-01 +8.8482e-01 +8.8679e-01 +3.6786e-02
1534 +3.755393757e+00 +3.755393757e+00 +1.062539376e+01 +1.062539376e+01 +9.3331e-01 +7.0631e-01 +9.6141e-02 +6.8848e-02 +1.4255e-02 +2.5787e-02 +4.6777e-03 +5.3137e-01 +3.6047e-01 +5.3888e-01 +8.0567e-01 +7.3410e-01 +8.1092e-01 +8.7784e-01 +8.9301e-01 +2.5608e-01 +5.9972e-01 +8.9833e-01 +4.6783e-01 +2.0988e-01
4419 +3.246215822e+00 +3.246215822e+00 +1.011621582e+01 +1.011621582e+01 +9.5291e-01 +1.3239e-02 +3.3808e-01 +4.5532e-01 +5.3680e-01 +9.7396e-01 +6.6075e-01 +4.0585e-01 +5.4272e-01 +8.9301e-01 +7.2264e-01 +3.6917e-01 +6.0285e-01 +1.7237e-01 +3.0410e-01 +5.7300e-01 +1.5526e-01 +1.9061e-01 +6.1248e-01 +3.9606e-01
16061 +2.702635320e+00 +2.702635320e+00 +9.572635320e+00 +9.572635320e+00 +7.0107e-01 +5.8834e-01 +9.4752e-01 +3.4904e-01 +5.3680e-01 +5.5782e-01 +6.6075e-01 +5.8996e-01 +4.8860e-01 +6.5314e-01 +3.2817e-01 +6.9993e-01 +4.1994e-01 +9.8055e-01 +7.4387e-01 +6.6731e-01 +9.5295e-02 +4.8672e-03 +5.5773e-01 +6.7686e-01
22637 +2.463938591e+00 +2.463938591e+00 +9.333938591e+00 +9.333938591e+00 +5.5978e-01 +7.0445e-01 +1.6695e-01 +2.8044e-01 +2.5068e-02 +9.5334e-01 +2.8955e-01 +4.2379e-01 +2.5547e-01 +7.2388e-01 +4.5890e-01 +1.3687e-01 +9.0269e-01 +7.3071e-01 +4.9943e-01 +7.8921e-01 +8.4651e-03 +5.8180e-01 +4.5512e-01 +2.9517e-01
84999 +2.383913883e+00 +2.383913883e+00 +9.253913883e+00 +9.253913883e+00 +2.1311e-01 +7.0445e-01 +9.2636e-01 +7.8900e-01 +4.1082e-02 +4.7791e-01 +9.9471e-01 +1.6773e-01 +7.8480e-01 +4.0348e-01 +5.7357e-01 +6.2386e-01 +8.1092e-01 +6.6417e-01 +8.8057e-03 +4.0850e-03 +7.8481e-02 +2.9231e-01 +4.6005e-01 +9.8176e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +8.983038801e+00 +8.983038801e+00 +8.993038801e+00 +8.993038801e+00 +6.7853e-01 +7.8663e-01 +3.0712e-01 +5.9252e-01 +3.4178e-01 +2.9343e-01 +6.2492e-01 +1.0485e-01 +3.9524e-01 +6.5886e-01 +6.5643e-01 +9.6330e-02 +1.8039e-01 +5.9045e-01 +7.9459e-01 +7.1304e-01 +1.4512e-01 +4.8078e-01 +6.9291e-02 +3.1207e-01
32 +6.841695301e+00 +6.841695301e+00 +6.851695301e+00 +6.851695301e+00 +9.3843e-02 +1.1718e-03 +3.3764e-01 +4.8246e-01 +1.1530e-01 +4.4626e-02 +1.9773e-01 +5.9093e-01 +7.7884e-01 +8.6137e-01 +6.7061e-01 +6.7843e-01 +1.1639e-02 +2.3152e-01 +4.5874e-01 +4.8187e-01 +5.8547e-02 +3.4558e-01 +5.1923e-01 +2.6157e-01
70 +6.734455904e+00 +6.734455904e+00 +6.744455904e+00 +6.744455904e+00 +7.1970e-01 +9.4498e-01 +3.6087e-01 +2.9980e-01 +3.7812e-01 +6.0562e-01 +5.2488e-01 +3.6147e-01 +2.4335e-01 +4.1415e-01 +3.0786e-01 +1.1758e-01 +9.3046e-01 +1.3774e-02 +7.4228e-01 +1.3782e-01 +3.7605e-01 +4.2542e-01 +3.1292e-01 +6.9046e-01
92 +5.010078000e+00 +5.010078000e+00 +5.020078000e+00 +5.020078000e+00 +5.5207e-01 +8.5921e-01 +1.0700e-01 +1.4749e-01 +6.8099e-01 +5.6554e-01 +1.7926e-01 +7.1755e-02 +3.0811e-01 +4.8416e-01 +9.4859e-01 +2.1111e-01 +4.7170e-01 +7.4300e-01 +3.6819e-01 +1.3624e-01 +5.9086e-01 +2.8667e-01 +3.0334e-01 +6.6071e-01
287 +3.590571863e+00 +3.590571863e+00 +3.600571863e+00 +3.600571863e+00 +5.1653e-01 +2.9343e-01 +7.5589e-01 +8.5615e-01 +8.6471e-01 +7.8733e-01 +4.1378e-01 +5.0832e-01 +3.2031e-01 +6.3436e-01 +3.9681e-01 +7.2144e-03 +2.3194e-01 +3.5211e-02 +3.0868e-01 +8.1718e-02 +3.1084e-01 +8.9384e-01 +7.9611e-01 +6.7682e-01
3815 +3.172664153e+00 +3.172664153e+00 +3.182664153e+00 +3.182664153e+00 +4.6468e-01 +2.9035e-01 +8.2885e-01 +2.7457e-01 +3.3829e-01 +8.6029e-01 +2.9572e-01 +9.9138e-01 +4.7797e-01 +5.6111e-01 +8.3919e-01 +2.0308e-01 +2.7900e-01 +5.9295e-01 +9.9581e-01 +2.9340e-01 +6.4459e-01 +7.8444e-01 +3.6410e-01 +9.9136e-01
4374 +2.161441448e+00 +2.161441448e+00 +2.171441448e+00 +2.171441448e+00 +6.2227e-01 +1.8993e-01 +5.8066e-01 +7.1558e-02 +6.9603e-01 +4.6366e-01 +3.8382e-02 +4.8859e-01 +8.4746e-01 +3.7282e-02 +9.3630e-01 +4.0380e-01 +1.4904e-01 +9.9984e-01 +6.4968e-01 +7.9023e-01 +5.4779e-01 +9.1911e-01 +7.7020e-01 +2.5167e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.387114785e+00 +9.387114785e+00 -1.212228852e+02 -1.212228852e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
