% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.131124616e+02 +3.131124616e+02 +4.157224616e+02 +4.157224616e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +2.864342905e+02 +2.864342905e+02 +3.890442905e+02 +3.890442905e+02 +9.7327e-02 +4.6421e-01 +2.6934e-01 +9.2535e-01 +4.0111e-01 +9.6402e-02 +1.5992e-01 +1.1371e-01 +9.7019e-01 +1.8307e-01 +9.9321e-01 +8.8198e-01 +1.9223e-01 +8.0930e-01 +4.6311e-01 +3.8278e-01 +3.2069e-02 +2.9784e-01 +8.4808e-01 +3.4479e-02
24 +2.707120932e+02 +2.707120932e+02 +3.733220932e+02 +3.733220932e+02 +4.7990e-01 +3.7270e-01 +4.1831e-01 +4.2146e-01 +5.6763e-01 +6.1952e-01 +6.9656e-01 +8.2416e-01 +4.3359e-01 +3.6982e-01 +8.3611e-01 +3.3597e-01 +8.3698e-02 +5.8114e-01 +2.8600e-01 +6.1390e-02 +8.5211e-01 +9.5358e-01 +4.5600e-01 +9.9555e-01
37 +2.582050503e+02 +2.582050503e+02 +3.608150503e+02 +3.608150503e+02 +3.6666e-01 +3.6454e-01 +6.7895e-01 +4.0840e-01 +2.5723e-01 +3.7787e-01 +4.1021e-01 +4.3936e-01 +8.2999e-03 +8.5281e-01 +3.8501e-01 +9.2089e-01 +8.8384e-01 +2.3539e-01 +3.6831e-01 +7.7106e-01 +6.9185e-01 +9.8943e-01 +5.8637e-01 +3.9758e-01
38 +2.477644296e+02 +2.477644296e+02 +3.503744296e+02 +3.503744296e+02 +3.5863e-01 +2.5515e-01 +8.2610e-01 +3.1950e-01 +2.6797e-01 +3.0444e-01 +5.6526e-01 +3.4953e-01 +7.3631e-01 +9.7267e-01 +2.2005e-01 +1.5407e-01 +5.9474e-02 +4.9186e-01 +9.0856e-02 +5.0470e-01 +2.1334e-01 +6.1615e-01 +2.1217e-01 +1.9839e-01
211 +2.348071746e+02 +2.348071746e+02 +3.374171746e+02 +3.374171746e+02 +6.9269e-01 +7.6115e-02 +5.4275e-01 +6.1007e-01 +6.7377e-01 +3.4870e-01 +4.2337e-01 +8.8401e-01 +3.2065e-01 +8.8762e-01 +6.9364e-01 +5.0905e-01 +6.5219e-01 +5.3993e-01 +3.7206e-01 +4.2855e-01 +8.0168e-01 +6.7569e-01 +2.0577e-02 +5.7606e-01
228 +2.253449109e+02 +2.253449109e+02 +3.279549109e+02 +3.279549109e+02 +4.2687e-01 +1.2563e-01 +9.0409e-01 +1.8209e-01 +7.5608e-01 +8.8379e-01 +9.4723e-01 +5.6257e-01 +8.5058e-02 +1.4426e-01 +5.7534e-01 +7.5687e-01 +9.9245e-01 +3.0984e-01 +3.6478e-01 +8.7039e-01 +3.8568e-01 +7.7332e-01 +7.2829e-01 +1.7118e-02
1673 +2.070709966e+02 +2.070709966e+02 +3.096809966e+02 +3.096809966e+02 +2.6164e-01 +3.3274e-01 +6.7193e-02 +4.4441e-01 +9.4654e-01 +6.3381e-01 +6.1286e-01 +4.2811e-01 +4.3089e-01 +3.8170e-02 +1.0204e-01 +5.5717e-01 +6.2243e-01 +6.5801e-02 +8.9481e-01 +6.1933e-01 +7.0012e-01 +1.8318e-01 +4.8969e-01 +5.9719e-01
14246 +2.028151044e+02 +2.028151044e+02 +3.054251044e+02 +3.054251044e+02 +5.2729e-01 +1.4643e-01 +3.5130e-01 +4.3744e-01 +2.2658e-01 +4.0889e-01 +7.6315e-01 +5.9097e-01 +9.2025e-01 +3.3378e-01 +8.0240e-01 +3.7033e-01 +2.6607e-01 +6.8100e-01 +5.4376e-01 +9.1529e-01 +3.9826e-01 +1.2623e-01 +4.5817e-01 +6.8147e-01
22627 +1.946014979e+02 +1.946014979e+02 +2.972114979e+02 +2.972114979e+02 +6.9215e-01 +5.4861e-02 +3.6350e-01 +5.4332e-01 +7.7736e-01 +5.9720e-01 +1.0147e-01 +6.6751e-01 +4.9968e-01 +3.6456e-02 +8.0756e-01 +1.0356e-02 +4.8780e-01 +4.1152e-01 +6.8420e-01 +9.5906e-01 +7.7785e-01 +2.8739e-02 +1.0147e-01 +8.1046e-01
26553 +1.898229129e+02 +1.898229129e+02 +2.924329129e+02 +2.924329129e+02 +5.3349e-01 +4.0960e-01 +9.1267e-01 +1.3969e-01 +7.3182e-01 +7.9225e-01 +7.8377e-01 +8.1337e-01 +1.5622e-02 +1.1201e-01 +5.9206e-01 +3.3232e-01 +8.4251e-01 +4.3316e-01 +3.1833e-02 +5.6846e-01 +5.6784e-01 +1.1002e-01 +2.8830e-01 +1.4303e-01
46765 +1.830200251e+02 +1.830200251e+02 +2.856300251e+02 +2.856300251e+02 +5.7427e-02 +6.1101e-02 +7.1288e-01 +3.8788e-01 +8.8388e-01 +8.7814e-01 +5.7336e-01 +7.4471e-01 +9.7934e-01 +3.6325e-02 +1.4542e-01 +6.1942e-02 +3.1674e-01 +2.9017e-01 +3.5546e-02 +8.8474e-01 +1.9161e-01 +5.2529e-01 +5.3154e-01 +1.1678e-02
