% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.009967354e+01 +5.009967354e+01 -5.245032646e+01 -5.245032646e+01 -2.9002e+00 +4.2792e+00 +9.0493e-01 -2.1240e+00 -4.8470e+00 +3.2270e-01 +1.8130e+00 -1.5481e+00 -1.4457e+00 -2.1390e+00 -3.4324e+00 +3.4654e+00 +4.2452e+00 +2.9745e+00 +2.0555e+00 -4.3614e+00 +3.5450e+00 +6.7525e-01 -2.1782e+00 +7.0747e-01
74 +3.215396927e+01 +3.215396927e+01 -7.039603073e+01 -7.039603073e+01 +5.2904e-01 +1.8974e+00 -2.9153e+00 +1.7804e+00 -2.6473e+00 -3.5903e+00 +1.8600e+00 -1.7268e+00 +1.7826e+00 -4.7939e+00 +3.3845e-01 +1.5258e+00 -9.5917e-01 +3.6012e+00 +4.0817e+00 +3.2068e-01 +3.7862e+00 +3.3521e+00 -2.3014e+00 +2.5909e+00
151 +2.366829389e+01 +2.366829389e+01 -7.888170611e+01 -7.888170611e+01 +1.7927e+00 +1.3048e+00 -9.5677e-01 -9.5368e-01 -2.0874e+00 -3.2319e+00 +2.6046e-01 -1.0972e+00 +1.3904e-01 -3.4465e+00 +4.4690e-01 +1.5562e+00 -1.0981e+00 +2.8556e+00 +5.2884e+00 +3.1773e+00 +3.4132e+00 +1.7414e+00 -1.4876e+00 -1.8946e+00
253 +1.521928501e+01 +1.521928501e+01 -8.733071499e+01 -8.733071499e+01 +1.8961e+00 +1.3095e+00 -1.0288e+00 -4.0019e+00 -7.7674e-01 -1.3536e+00 +3.6237e-01 +1.0224e+00 +1.0356e+00 -7.0165e-01 -2.2350e+00 +4.2818e+00 -2.3878e+00 -9.7584e-01 +2.0350e+00 +9.8498e-01 +6.3527e-01 +1.7089e+00 -9.9637e-01 +9.5911e-01
501 +8.646079878e+00 +8.646079878e+00 -9.390392012e+01 -9.390392012e+01 -3.8146e-01 +2.4705e+00 +9.1100e-01 -1.5869e+00 +4.8248e-01 -1.2901e+00 +8.4583e-02 -2.7126e+00 +1.6991e+00 -1.4386e+00 -5.2235e-01 +2.3060e+00 -2.8570e+00 -2.3446e+00 -5.3747e-02 +4.7226e-01 +1.8637e+00 +8.9503e-01 -3.0497e-01 -1.0641e+00
1239 +6.293689331e+00 +6.293689331e+00 -9.625631067e+01 -9.625631067e+01 -3.8402e-01 +2.4818e+00 +9.0898e-01 -1.5863e+00 +4.8516e-01 -1.2858e+00 +8.8763e-02 -2.7252e+00 +1.6871e+00 -1.4383e+00 -5.2268e-01 +2.3195e+00 -2.8507e+00 -2.3577e+00 -5.4559e-02 +4.6702e-01 +1.8535e+00 +8.7653e-01 -2.9709e-01 -1.0705e+00
5208 +3.980746233e+00 +3.980746233e+00 -9.856925377e+01 -9.856925377e+01 -3.8184e-01 +2.4822e+00 +9.0930e-01 -1.5873e+00 +4.8439e-01 -1.2866e+00 +8.9572e-02 -2.7253e+00 +1.6874e+00 -1.4393e+00 -5.2383e-01 +2.3185e+00 -2.8499e+00 -2.3570e+00 -5.5308e-02 +4.6646e-01 +1.8545e+00 +8.7795e-01 -2.9811e-01 -1.0698e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.074506094e+02 +1.074506094e+02 +1.791406094e+02 +1.791406094e+02 +9.8879e-01 -4.9959e+00 -2.6049e+00 -3.4512e+00 +2.7805e-02 -2.5807e+00 +3.1977e+00 -1.9397e+00 +1.1610e+00 +2.3114e+00 -3.2242e+00 +4.8934e-01 +2.7318e+00 -4.9970e+00 +9.8623e-01 +1.9439e+00 +2.2043e+00 -2.3386e+00 -2.8738e+00 -1.1350e+00
71 +9.353489235e+01 +9.353489235e+01 +1.652248923e+02 +1.652248923e+02 +3.7166e-01 -9.2002e-01 +3.0647e+00 -1.2407e+00 -5.7649e+00 +9.3700e-02 +1.5945e+00 +1.8801e+00 +2.3788e+00 +9.6139e+00 -2.8891e+00 +2.4535e-01 -1.0654e+00 -6.0343e+00 -1.3676e+00 +4.9373e+00 -1.5205e-01 -2.6135e+00 +3.1392e+00 -7.8620e-01
