% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.094903629e+05 +2.094903629e+05 +2.089438629e+05 +2.089438629e+05 +5.3254e-01 -2.1284e+00 +2.1661e+00 +2.6726e+00 -3.9190e+00 -1.7220e+00 +3.0339e-02 -5.0439e-01 -7.9518e-01 +4.8974e+00 +2.0388e+00 -2.1543e-01 -3.1081e+00 +4.1053e+00 -3.0430e+00 -4.3267e+00 +4.4556e+00 -4.2051e+00 +2.4124e+00 +9.5618e-01
69 +1.182423899e+05 +1.182423899e+05 +1.176958899e+05 +1.176958899e+05 +2.2865e+00 +1.0252e+00 +4.8898e-02 -4.4468e+00 -9.4964e+00 -3.2412e-01 -1.5460e+00 +7.5989e+00 +4.9335e+00 +4.6328e+00 +2.0303e+00 -1.0767e+00 -8.1746e-01 +1.2272e+00 +1.4943e+00 -4.7874e+00 +8.1554e-01 +6.7949e-01 -6.7269e-01 -7.8484e-01
130 +9.789959106e+04 +9.789959106e+04 +9.735309106e+04 +9.735309106e+04 -1.1325e+00 +1.3721e+00 +2.3130e-01 -4.7297e+00 -7.8154e+00 -5.0876e+00 -1.4278e-01 +5.7679e+00 +1.9772e+00 +3.1453e+00 -9.5356e-01 +1.9651e+00 -1.6286e+00 +3.0635e+00 -1.1362e+00 -1.8245e+00 +3.8222e+00 -2.6473e+00 +7.5547e-01 +3.2759e-01
173 +6.209548365e+04 +6.209548365e+04 +6.154898365e+04 +6.154898365e+04 -3.6445e+00 +7.8663e+00 -1.9775e+00 -5.7879e+00 -7.5612e+00 -8.2044e+00 -1.1295e+00 +3.9859e+00 +2.8858e+00 +1.7778e+00 -1.0770e+00 +8.2550e-01 +3.8297e+00 -1.3739e+00 +1.1501e+00 -1.9933e+00 +1.0685e+00 -2.8253e+00 +4.8753e-01 -2.9504e-03
251 +2.311277272e+04 +2.311277272e+04 +2.256627272e+04 +2.256627272e+04 -3.2604e+00 +5.8275e+00 -2.4343e+00 -3.5396e+00 -5.1078e+00 -5.5892e+00 -6.9670e-01 +1.7239e+00 +1.4219e+00 +5.8046e+00 +6.9666e-01 +2.8859e-01 +1.5170e+00 -1.3296e+00 +1.3225e+00 -9.8106e-01 +2.3803e+00 -4.8656e-01 -8.7246e-01 +1.2915e+00
287 +1.434874429e+04 +1.434874429e+04 +1.380224429e+04 +1.380224429e+04 -6.8023e-01 +4.9637e+00 -3.9809e+00 -3.6966e+00 -4.5521e+00 -4.8598e+00 -9.8773e-01 +1.1439e+00 +2.1515e+00 +4.5533e+00 -1.5657e+00 +6.5102e-01 +3.6043e+00 +3.9432e-01 +1.7693e+00 -4.3383e-01 +2.6115e+00 -1.5458e+00 -6.9642e-01 +2.1438e+00
321 +9.176782491e+03 +9.176782491e+03 +8.630282491e+03 +8.630282491e+03 +1.2310e-01 +3.8698e+00 -2.8418e+00 -3.1024e+00 -3.0447e+00 -4.7251e+00 -1.6367e+00 +3.2830e+00 -5.1444e-02 +4.0394e+00 -6.0490e-01 -2.7051e-01 +2.8963e+00 +9.8863e-01 -2.3485e-02 -1.3099e+00 +2.9746e+00 -1.1955e+00 -1.1231e+00 +2.4346e+00
338 +5.892837911e+03 +5.892837911e+03 +5.346337911e+03 +5.346337911e+03 +6.5962e-01 +3.4850e+00 -3.2535e+00 -3.3309e+00 -2.0671e+00 -3.2969e+00 -4.6633e-01 +2.5194e+00 +1.1035e+00 +3.3265e+00 -1.8190e+00 +2.2382e-03 +3.5388e+00 +1.2539e+00 +6.6982e-01 -1.1041e+00 +2.6955e+00 -2.2128e+00 -8.1905e-01 +1.4772e+00
353 +3.579163092e+03 +3.579163092e+03 +3.032663092e+03 +3.032663092e+03 +3.6043e-01 +1.5359e+00 -2.9509e+00 -3.6475e+00 -2.2265e+00 -3.7763e+00 -2.1920e+00 +2.7572e+00 +1.1042e+00 +3.7211e-01 -5.4690e-01 +7.6524e-01 +2.2371e+00 -1.4351e+00 +2.3107e+00 +1.0413e-01 +2.3920e+00 -1.4823e+00 -4.3214e-01 +3.2808e+00
394 +2.338075174e+03 +2.338075174e+03 +1.791575174e+03 +1.791575174e+03 -2.3924e-01 +1.5497e+00 -2.6585e+00 -3.3144e+00 -2.0903e+00 -3.4284e+00 -2.5908e+00 +2.4587e+00 +6.0327e-01 -1.2467e-01 -4.3518e-01 +8.9521e-01 +3.0123e+00 -1.1402e+00 +2.7601e+00 -8.2877e-01 +1.8373e+00 -2.2934e+00 -5.5129e-01 +3.0363e+00
