% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.912598145e+02 +3.912598145e+02 +3.389098145e+02 +3.389098145e+02 -3.2573e+00 +1.0628e+00 +3.8085e+00 +3.7896e+00 +4.1267e-01 -1.7683e+00 -1.8210e+00 +4.0129e+00 -4.8595e+00 -2.7204e+00 +2.7816e+00 +2.7482e+00 +8.6182e-01 +3.8587e+00 -1.6308e+00 +3.4263e-01 -3.2931e+00 -3.2127e+00 -3.9537e+00 +2.2071e+00
33 +2.146663977e+02 +2.146663977e+02 +1.623163977e+02 +1.623163977e+02 +4.1279e-01 -2.4107e+00 -1.0557e+01 +1.3144e+01 +2.9015e+00 +9.3997e-01 -7.2457e+00 -6.3780e+00 +9.9048e-01 +1.3489e+00 +7.6447e+00 -4.7885e+00 +1.5996e+00 +1.9266e+00 -7.7265e-01 +5.2249e+00 -4.6875e+00 +7.1583e+00 -6.1458e-01 -1.1001e+00
107 +1.375597411e+02 +1.375597411e+02 +8.520974111e+01 +8.520974111e+01 -1.0910e+01 -4.7951e+00 -7.2064e+00 +3.4498e+00 -1.9286e+00 +4.1366e+00 -8.8137e+00 -5.8501e+00 +3.0614e+00 -9.1800e-02 +1.0088e+01 -4.0504e+00 +3.6774e+00 +2.7726e+00 -1.1110e-01 +6.2344e+00 -9.4256e+00 -3.2075e+00 +3.5018e+00 -1.0057e+00
118 +7.984693201e+01 +7.984693201e+01 +2.749693201e+01 +2.749693201e+01 -6.5560e+00 -3.4313e-01 -2.5565e+00 -2.1028e+00 +3.2502e+00 +3.8377e+00 -7.3457e+00 +1.8059e+00 +4.5799e+00 -1.9956e+00 +1.0900e+01 -5.7340e+00 +9.4767e-01 +1.5952e-01 -3.2539e+00 +8.5687e+00 -3.6706e+00 -4.8931e+00 +3.9325e-01 +7.4735e-01
172 +6.266377323e+01 +6.266377323e+01 +1.031377323e+01 +1.031377323e+01 -6.6440e+00 -1.6338e+00 +3.9374e+00 -1.4296e+00 -1.2241e+00 +6.0898e+00 -8.2078e+00 +1.6083e+00 +1.7585e+00 -1.0241e+00 +1.1537e+01 -5.8699e+00 -1.3507e+00 +4.4645e+00 +1.7822e+00 +6.4623e+00 -6.9231e-01 -3.0081e+00 -1.9118e+00 -2.6064e+00
215 +3.733383224e+01 +3.733383224e+01 -1.501616776e+01 -1.501616776e+01 -1.0979e+01 -4.4710e+00 +2.3892e+00 -2.8274e+00 -3.9221e+00 +5.5671e+00 -8.2498e+00 +9.1485e+00 +4.6492e+00 -2.8931e+00 +7.8774e+00 -9.4207e+00 -1.9270e+00 -2.7324e+00 -3.6353e+00 +6.6954e+00 -5.3171e-01 -1.6818e+00 +7.1323e-03 -4.3734e+00
309 +2.403453974e+01 +2.403453974e+01 -2.831546026e+01 -2.831546026e+01 -9.5011e+00 -4.9453e+00 +8.4704e-01 -1.7274e+00 -4.6562e+00 +5.3440e+00 -8.9765e+00 +7.2560e+00 +3.5166e+00 -5.6231e+00 +9.5377e+00 -6.8911e+00 -6.1683e-01 -1.5964e+00 +3.9340e-01 +4.0584e+00 +7.3576e-01 -8.2740e-01 -1.4908e+00 -3.6415e+00
399 +1.520897507e+01 +1.520897507e+01 -3.714102493e+01 -3.714102493e+01 -6.4664e+00 -4.7947e+00 +9.6585e-01 +1.6246e-01 -3.7533e+00 +4.5089e+00 -6.1703e+00 +2.0734e+00 +5.3004e+00 -5.4041e+00 +4.6984e+00 -3.6083e+00 -6.9760e-02 -3.2491e+00 +3.3240e+00 +2.3073e+00 -2.9588e-01 +1.3054e+00 +7.8925e-01 -1.6864e+00
460 +9.992335506e+00 +9.992335506e+00 -4.235766449e+01 -4.235766449e+01 -4.5770e+00 -3.1410e+00 +1.3776e+00 -1.0373e+00 -8.7680e-01 +3.2913e+00 -4.0482e+00 +7.6825e-01 +5.2607e+00 -3.8101e+00 +5.2775e+00 -5.3778e-01 +4.8996e-01 -2.3069e+00 -7.7152e-01 -1.0856e+00 -2.1086e-01 +2.2495e-02 +2.0342e+00 -2.6170e+00
549 +5.795098452e+00 +5.795098452e+00 -4.655490155e+01 -4.655490155e+01 -2.1826e+00 -4.0268e+00 +1.6155e+00 -1.0918e+00 -1.5377e+00 +4.2735e+00 -4.8618e+00 +1.3165e+00 +3.7869e+00 -2.7527e+00 +5.3310e+00 -5.7926e-01 +1.6938e+00 -1.2513e+00 -1.6120e+00 +1.9934e+00 +3.0017e-01 +8.6153e-01 +2.1323e+00 -4.0757e+00
