% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.817093392e+01 +1.817093392e+01 +2.504093392e+01 +2.504093392e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.657052956e+00 +8.657052956e+00 +1.552705296e+01 +1.552705296e+01 +9.0317e-01 +7.9119e-01 +3.4702e-01 +4.8909e-01 +1.7196e-01 +5.6187e-01 +4.5237e-02 +6.1115e-01 +1.4820e-01 +4.4793e-01 +4.1024e-02 +6.6514e-01 +8.8181e-02 +2.9724e-01 +7.5857e-01 +5.7647e-01 +9.2805e-01 +3.5992e-01 +3.7830e-01 +8.3280e-01
16 +8.139529060e+00 +8.139529060e+00 +1.500952906e+01 +1.500952906e+01 +8.4330e-01 +7.3685e-01 +3.7309e-01 +1.7954e-01 +9.7712e-01 +9.7705e-01 +7.8781e-01 +4.4628e-02 +5.1629e-02 +6.6621e-01 +2.5921e-01 +5.5387e-01 +8.4134e-01 +3.8287e-01 +4.7417e-01 +4.0452e-01 +2.2896e-01 +4.9477e-01 +5.9270e-01 +2.8239e-02
49 +7.327872139e+00 +7.327872139e+00 +1.419787214e+01 +1.419787214e+01 +2.6114e-01 +3.5503e-01 +6.8715e-01 +8.1782e-01 +7.7943e-01 +2.9012e-01 +4.8895e-01 +5.5402e-01 +7.4122e-01 +4.2374e-02 +9.7390e-01 +7.0456e-01 +1.2602e-01 +8.6876e-01 +8.2796e-01 +1.1275e-01 +8.6731e-01 +7.6913e-01 +3.4271e-01 +2.7104e-03
55 +7.017967955e+00 +7.017967955e+00 +1.388796795e+01 +1.388796795e+01 +9.7917e-02 +5.3061e-01 +6.5027e-01 +1.3836e-01 +4.6171e-01 +1.3122e-01 +5.3334e-01 +3.3572e-01 +8.5506e-01 +8.3262e-02 +8.4686e-01 +3.2649e-01 +9.9470e-01 +9.9581e-01 +2.5668e-01 +8.7256e-01 +6.4395e-01 +6.1952e-01 +9.2050e-02 +2.2091e-01
64 +6.511934730e+00 +6.511934730e+00 +1.338193473e+01 +1.338193473e+01 +7.5988e-01 +9.1015e-01 +4.9022e-01 +6.3622e-01 +9.6560e-01 +9.2079e-01 +5.6841e-01 +6.3947e-01 +1.7372e-02 +6.3091e-01 +1.5903e-02 +2.8233e-01 +3.0924e-01 +2.8070e-01 +7.6747e-01 +3.3326e-01 +4.1083e-01 +6.5199e-02 +1.1004e-01 +1.6300e-01
144 +6.208630212e+00 +6.208630212e+00 +1.307863021e+01 +1.307863021e+01 +6.3687e-04 +4.5651e-01 +4.8275e-01 +2.5358e-01 +6.8089e-01 +4.3635e-01 +4.5206e-01 +2.8769e-01 +7.1546e-01 +8.2370e-01 +9.1435e-01 +5.0264e-01 +7.7203e-01 +8.1532e-01 +2.0360e-01 +2.0734e-01 +4.0379e-01 +3.2622e-01 +8.1780e-01 +6.6070e-01
168 +6.040761489e+00 +6.040761489e+00 +1.291076149e+01 +1.291076149e+01 +7.8264e-01 +1.5260e-03 +5.0022e-01 +7.0497e-01 +7.8576e-01 +4.2683e-01 +8.3787e-01 +7.0974e-01 +8.0118e-01 +2.6255e-01 +5.8627e-01 +8.2367e-01 +9.3540e-02 +3.7132e-01 +1.9631e-01 +6.8867e-01 +8.3557e-01 +4.9180e-01 +5.0888e-01 +1.6583e-01
301 +5.765566230e+00 +5.765566230e+00 +1.263556623e+01 +1.263556623e+01 +5.4796e-01 +6.4965e-01 +1.1324e-01 +2.3560e-01 +1.1955e-01 +5.3834e-01 +5.3383e-01 +2.4043e-02 +3.3283e-01 +8.9165e-01 +3.8027e-01 +9.6619e-01 +6.2625e-01 +3.9292e-01 +8.8679e-01 +7.5749e-01 +3.6522e-01 +9.5826e-01 +3.9332e-01 +7.9838e-01
502 +4.357857173e+00 +4.357857173e+00 +1.122785717e+01 +1.122785717e+01 +9.0317e-01 +7.9119e-01 +3.4702e-01 +4.8909e-01 +1.7196e-01 +5.6187e-01 +1.6128e-01 +7.8860e-01 +8.9299e-01 +2.3218e-01 +2.6194e-01 +1.9959e-01 +3.5362e-01 +4.0250e-01 +3.7510e-01 +8.5396e-01 +1.1474e-01 +6.9119e-02 +5.3109e-01 +1.4211e-01
1542 +4.076390620e+00 +4.076390620e+00 +1.094639062e+01 +1.094639062e+01 +7.5022e-01 +3.1348e-02 +6.9772e-01 +8.8548e-01 +3.2515e-01 +7.6374e-01 +1.1270e-01 +8.7267e-01 +2.7084e-01 +1.4788e-01 +1.2954e-01 +5.1315e-01 +3.5660e-01 +2.3958e-01 +9.3969e-01 +9.7606e-01 +3.5523e-02 +5.3623e-01 +7.2136e-01 +7.5328e-01
2627 +3.822693737e+00 +3.822693737e+00 +1.069269374e+01 +1.069269374e+01 +8.4320e-01 +4.1949e-01 +5.2593e-01 +8.3656e-01 +9.5312e-01 +6.9167e-02 +9.9366e-01 +3.5543e-01 +4.1587e-01 +7.4251e-01 +7.5552e-01 +4.4633e-01 +4.8537e-01 +7.5511e-01 +2.2205e-01 +6.1798e-01 +8.7211e-01 +9.9466e-01 +4.0151e-01 +9.7280e-01
9266 +3.595553674e+00 +3.595553674e+00 +1.046555367e+01 +1.046555367e+01 +6.1930e-01 +3.2750e-01 +1.3368e-01 +9.3830e-02 +5.1978e-01 +1.6212e-01 +7.0155e-01 +5.3531e-02 +8.5657e-01 +6.7491e-01 +8.0181e-02 +7.9973e-01 +9.4537e-01 +4.3272e-02 +1.4491e-01 +5.0435e-02 +3.8640e-01 +1.2000e-01 +6.5556e-01 +6.4641e-01
12344 +3.311765097e+00 +3.311765097e+00 +1.018176510e+01 +1.018176510e+01 +2.2939e-01 +8.3094e-02 +9.5214e-01 +4.6684e-01 +1.1603e-01 +7.9247e-01 +5.1617e-01 +6.2996e-01 +5.4145e-01 +8.7201e-01 +6.2252e-01 +1.0534e-01 +3.2167e-01 +2.5305e-01 +9.6414e-01 +7.4602e-01 +2.8963e-01 +5.7960e-01 +4.0869e-01 +1.5061e-01
26440 +2.816316352e+00 +2.816316352e+00 +9.686316352e+00 +9.686316352e+00 +3.0254e-01 +2.9010e-01 +4.6207e-01 +4.9748e-02 +2.4222e-02 +4.0188e-01 +3.3139e-01 +1.6341e-01 +1.9567e-01 +3.8209e-01 +3.9947e-01 +3.3524e-01 +1.3154e-01 +1.4425e-01 +5.3562e-01 +4.2444e-01 +6.9635e-01 +5.2808e-01 +5.7555e-01 +2.2314e-01
64856 +2.455675979e+00 +2.455675979e+00 +9.325675979e+00 +9.325675979e+00 +7.8059e-02 +3.2022e-01 +1.1428e-01 +3.7015e-01 +4.8969e-01 +4.5784e-01 +2.3257e-01 +8.7609e-01 +2.8287e-01 +5.6629e-02 +6.6186e-01 +7.1375e-01 +1.3154e-01 +1.4425e-01 +5.3562e-01 +6.5178e-02 +2.3354e-01 +8.1236e-01 +7.6777e-01 +7.4687e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +8.495225071e+00 +8.495225071e+00 +8.505225071e+00 +8.505225071e+00 +2.6462e-01 +4.0040e-01 +2.3021e-01 +3.8839e-01 +8.7438e-01 +2.9079e-01 +6.8284e-01 +9.5551e-01 +6.8814e-01 +7.0888e-01 +3.2908e-01 +8.7745e-01 +8.2800e-02 +6.3908e-01 +6.3688e-01 +4.9201e-01 +9.1698e-01 +7.7588e-01 +7.5503e-01 +5.1981e-01
11 +7.255640499e+00 +7.255640499e+00 +7.265640499e+00 +7.265640499e+00 +1.2694e-01 +6.1589e-01 +3.8044e-01 +7.5710e-01 +5.5446e-01 +4.7228e-01 +9.1465e-01 +2.4306e-01 +7.9796e-01 +3.4678e-01 +7.5155e-01 +9.5884e-01 +1.6711e-01 +8.0467e-01 +9.9854e-01 +9.1927e-01 +3.8466e-01 +5.8523e-01 +7.1910e-01 +8.8296e-01
15 +6.730987081e+00 +6.730987081e+00 +6.740987081e+00 +6.740987081e+00 +4.7789e-01 +6.3887e-01 +3.5297e-01 +4.4905e-01 +5.3082e-01 +2.6601e-02 +7.6756e-01 +2.1989e-01 +4.9987e-01 +9.6027e-01 +4.4894e-01 +6.3167e-01 +6.8287e-01 +7.2833e-02 +2.9702e-01 +2.2884e-01 +9.6871e-01 +2.2299e-01 +4.0463e-01 +1.2671e-01
28 +5.314980162e+00 +5.314980162e+00 +5.324980162e+00 +5.324980162e+00 +5.6637e-01 +9.1313e-01 +4.8214e-01 +5.3911e-02 +9.4307e-01 +9.6767e-01 +6.9321e-01 +5.8264e-02 +5.5508e-01 +4.1657e-01 +4.5276e-01 +8.6377e-01 +7.5452e-01 +1.4433e-01 +2.0534e-01 +3.4211e-01 +1.1017e-01 +5.1966e-01 +1.8336e-01 +9.0528e-01
249 +4.958078756e+00 +4.958078756e+00 +4.968078756e+00 +4.968078756e+00 +9.8338e-01 +1.8433e-02 +2.4243e-01 +2.9195e-01 +7.9316e-01 +5.7885e-01 +9.7149e-01 +6.0911e-01 +7.8465e-01 +7.9116e-01 +8.4671e-01 +4.7313e-01 +4.1071e-01 +1.9756e-01 +4.8841e-01 +3.1193e-01 +7.3641e-01 +1.3958e-01 +3.1560e-01 +2.6216e-01
334 +4.860423683e+00 +4.860423683e+00 +4.870423683e+00 +4.870423683e+00 +2.0064e-01 +2.5170e-02 +2.3509e-01 +4.9788e-01 +9.1428e-01 +5.4101e-02 +3.2669e-02 +5.6411e-01 +5.4717e-01 +1.0720e-01 +5.8777e-01 +3.5808e-02 +7.8422e-01 +1.9001e-02 +8.7737e-01 +3.1581e-01 +1.0716e-01 +6.8806e-01 +5.4830e-01 +4.4106e-01
828 +4.104043796e+00 +4.104043796e+00 +4.114043796e+00 +4.114043796e+00 +1.5290e-02 +1.9614e-01 +7.8997e-01 +4.1043e-01 +2.2074e-01 +4.5016e-01 +9.0284e-01 +4.1270e-01 +6.3833e-01 +4.8082e-01 +5.4638e-01 +2.1705e-01 +2.7531e-01 +8.5621e-01 +9.1297e-01 +7.3139e-01 +2.2051e-01 +1.3183e-01 +9.1804e-01 +3.0918e-01
4400 +3.913065665e+00 +3.913065665e+00 +3.923065665e+00 +3.923065665e+00 +7.2118e-01 +8.3057e-01 +8.9209e-01 +5.8980e-01 +8.0963e-01 +5.2623e-01 +4.7063e-02 +7.9411e-01 +4.1686e-01 +4.5126e-01 +9.9030e-01 +5.3805e-01 +6.7440e-01 +6.3691e-01 +6.2154e-01 +6.6899e-01 +4.4240e-01 +3.3646e-01 +9.8756e-01 +5.2446e-01
6618 +2.827506521e+00 +2.827506521e+00 +2.837506521e+00 +2.837506521e+00 +9.0905e-01 +9.1705e-01 +7.7634e-01 +9.2976e-01 +2.3338e-01 +6.1826e-01 +2.4925e-01 +7.0736e-02 +2.9474e-01 +9.1603e-01 +3.2765e-02 +1.4528e-01 +6.2479e-01 +8.8128e-01 +2.5010e-01 +7.5839e-01 +7.6660e-01 +1.9052e-01 +6.4357e-01 +1.1285e-02
8406 +2.610265870e+00 +2.610265870e+00 +2.620265870e+00 +2.620265870e+00 +6.9859e-01 +2.8057e-01 +1.2121e-01 +1.1122e-01 +3.5760e-01 +6.5783e-01 +4.6768e-01 +3.9769e-01 +5.5815e-01 +8.8006e-01 +1.2155e-01 +9.8130e-01 +8.9884e-01 +5.4819e-02 +8.2749e-01 +7.3519e-01 +6.7264e-01 +1.9085e-02 +5.0740e-01 +9.5795e-02
30288 +2.545320952e+00 +2.545320952e+00 +2.555320952e+00 +2.555320952e+00 +1.4813e-01 +1.1158e-01 +9.8977e-01 +6.5606e-01 +9.3004e-01 +6.0757e-01 +2.6080e-01 +3.5173e-01 +9.7633e-01 +1.0720e-01 +4.2841e-01 +7.4522e-01 +4.1026e-01 +7.9793e-01 +7.4560e-01 +9.6306e-01 +5.4842e-01 +7.6629e-01 +4.5664e-01 +2.0030e-03
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.387114785e+00 +9.387114785e+00 -1.212228852e+02 -1.212228852e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +6.018281096e+00 +6.018281096e+00 -1.245917189e+02 -1.245917189e+02 +8.1163e-01 +5.1763e-02 +4.1859e-01 +4.8643e-01 +9.4935e-01 +9.0210e-01 +5.9599e-01 +8.7317e-03 +7.6056e-01 +2.9098e-01 +5.0657e-01 +8.1838e-01 +1.3216e-01 +2.7528e-01 +7.0336e-01 +4.1479e-01 +1.0025e-01 +9.4017e-01 +7.8671e-01 +4.7728e-02
89 +5.558006540e+00 +5.558006540e+00 -1.250519935e+02 -1.250519935e+02 +7.2434e-01 +8.6016e-01 +8.2590e-01 +6.8850e-01 +3.7006e-01 +1.1591e-01 +5.8638e-01 +5.9580e-01 +1.0350e-01 +4.3164e-01 +9.9887e-01 +3.4565e-01 +3.4397e-01 +3.3708e-01 +9.5051e-01 +2.4340e-01 +2.0556e-01 +9.4304e-01 +8.0229e-01 +8.6899e-01
257 +5.341848158e+00 +5.341848158e+00 -1.252681518e+02 -1.252681518e+02 +7.7257e-01 +3.2680e-01 +2.4886e-01 +6.8358e-01 +5.5536e-01 +4.3623e-01 +4.5393e-01 +5.5601e-01 +1.4401e-01 +5.6724e-01 +4.4380e-01 +5.0802e-01 +5.7443e-01 +3.4185e-01 +1.3053e-01 +7.8904e-02 +5.9155e-01 +4.9147e-01 +5.2332e-01 +1.0689e-02
581 +5.093782557e+00 +5.093782557e+00 -1.255162174e+02 -1.255162174e+02 +1.3267e-02 +7.9066e-01 +4.7251e-02 +3.5303e-01 +6.6207e-01 +8.7299e-01 +7.9480e-01 +2.6597e-01 +3.7987e-01 +2.1965e-01 +9.0656e-01 +1.3762e-01 +9.8988e-01 +3.4165e-01 +4.5472e-02 +6.3551e-01 +5.5030e-01 +6.1068e-01 +4.4145e-01 +5.8256e-01
625 +4.376896457e+00 +4.376896457e+00 -1.262331035e+02 -1.262331035e+02 +7.2515e-01 +1.2324e-01 +2.8996e-01 +3.1085e-02 +6.4925e-01 +7.0811e-01 +6.2499e-01 +6.8976e-01 +7.6352e-01 +4.5087e-01 +7.2885e-02 +9.8424e-01 +6.0246e-01 +2.6012e-01 +8.5552e-03 +9.9493e-01 +3.9151e-01 +9.1605e-01 +8.9126e-01 +4.4177e-01
772 +3.549999216e+00 +3.549999216e+00 -1.270600008e+02 -1.270600008e+02 +3.2491e-01 +8.3826e-01 +4.9500e-01 +9.6955e-01 +2.8834e-01 +8.6782e-01 +8.2500e-01 +7.0830e-01 +4.9569e-01 +6.5851e-01 +7.2505e-01 +2.5445e-01 +6.9572e-01 +8.1063e-01 +4.9945e-01 +8.4082e-01 +4.2921e-01 +8.4552e-01 +5.9240e-01 +7.6491e-01
1662 +2.895421293e+00 +2.895421293e+00 -1.277145787e+02 -1.277145787e+02 +1.2594e-01 +3.0420e-01 +2.3495e-01 +3.4651e-01 +2.7667e-02 +1.6261e-01 +9.6149e-01 +5.1299e-01 +8.8640e-01 +1.2451e-01 +7.6057e-01 +9.1706e-02 +7.4683e-01 +6.1546e-01 +9.0469e-01 +1.5989e-01 +4.8773e-01 +8.6427e-01 +6.7048e-01 +4.0292e-01
12257 +2.749736108e+00 +2.749736108e+00 -1.278602639e+02 -1.278602639e+02 +1.2594e-01 +3.0420e-01 +2.3495e-01 +3.4651e-01 +2.2749e-02 +1.6261e-01 +9.6149e-01 +5.1299e-01 +8.8640e-01 +1.2451e-01 +7.6057e-01 +9.1706e-02 +7.4683e-01 +6.1546e-01 +9.0469e-01 +1.5989e-01 +4.8773e-01 +8.6427e-01 +6.7048e-01 +4.0292e-01
24675 +2.178613748e+00 +2.178613748e+00 -1.284313863e+02 -1.284313863e+02 +4.6780e-01 +1.0787e-02 +3.5450e-01 +4.3956e-02 +7.7677e-01 +3.1763e-01 +9.5305e-02 +7.3813e-02 +3.2736e-01 +5.6989e-01 +4.7697e-01 +3.2815e-01 +8.8552e-01 +8.2633e-01 +9.6426e-01 +2.7611e-01 +4.1525e-01 +6.7614e-01 +7.2819e-01 +7.4236e-01
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.210043326e+01 +2.210043326e+01 -2.010195667e+02 -2.010195667e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.596092509e+01 +1.596092509e+01 -2.071590749e+02 -2.071590749e+02 +4.1138e-01 +9.3212e-01 +1.1668e-01 +9.0675e-01 +7.7509e-01 +6.2533e-01 +2.6869e-01 +8.9840e-01 +4.5254e-01 +9.5937e-01 +2.1692e-01 +5.3036e-01 +1.6536e-01 +6.7415e-01 +6.5062e-01 +7.5580e-01 +1.5343e-02 +7.2124e-01 +5.9995e-01 +5.9373e-01
7 +1.373093257e+01 +1.373093257e+01 -2.093890674e+02 -2.093890674e+02 +1.2985e-01 +6.6311e-01 +8.7674e-01 +6.7740e-01 +4.6873e-01 +9.7769e-01 +9.1551e-01 +9.7170e-01 +4.2199e-01 +3.3966e-01 +5.6748e-02 +1.3614e-01 +1.7340e-01 +2.1689e-01 +1.8192e-01 +7.5926e-01 +6.4838e-01 +5.1172e-01 +7.2284e-01 +7.5554e-01
9 +1.298408104e+01 +1.298408104e+01 -2.101359190e+02 -2.101359190e+02 +1.9072e-01 +8.5341e-01 +8.8238e-03 +1.8930e-01 +5.0254e-01 +5.7621e-01 +8.4780e-01 +2.4345e-01 +4.2764e-01 +5.0328e-02 +3.1792e-01 +5.3373e-01 +7.8013e-01 +4.2650e-01 +5.7150e-01 +3.2825e-02 +5.5829e-01 +7.0897e-01 +6.4101e-01 +9.0293e-01
