% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.344533388e+02 +1.344533388e+02 +1.175133388e+02 +1.175133388e+02 +1.0801e+00 +3.6585e+00 +1.9850e+00 +9.1494e-03 +4.2437e+00 -3.4193e+00 +6.5366e-01 -2.2759e+00 +2.1901e+00 -2.0659e+00 +3.4348e+00 -3.9772e+00 +1.9446e+00 +3.4925e+00 +3.4014e+00 +1.5095e+00 +3.2633e+00 +1.8360e+00 -4.5801e+00 -4.8821e+00
57 +8.627413176e+01 +8.627413176e+01 +6.933413176e+01 +6.933413176e+01 -2.0110e-01 +3.0827e+00 -2.7231e+00 -5.6161e-01 +3.7177e+00 -3.4445e+00 +5.5196e+00 -3.9533e+00 +1.5154e+00 -4.0526e+00 +6.7737e-01 -9.0678e-01 -3.8302e+00 +7.6708e-02 +5.1117e+00 +2.6864e+00 -1.4266e+00 +3.1180e+00 -3.7605e+00 -2.6941e+00
146 +6.269734211e+01 +6.269734211e+01 +4.575734211e+01 +4.575734211e+01 +1.6633e+00 +4.6290e+00 -3.8198e+00 +5.3269e+00 +4.3726e+00 -3.4836e+00 +4.4041e+00 -2.6703e+00 -1.1564e+00 -1.0606e+00 +1.9998e+00 -4.1787e+00 -3.7782e+00 -8.8929e-01 +2.2792e+00 +3.5007e+00 -8.6738e-01 +7.9055e-02 -1.7720e+00 -4.6206e+00
245 +3.443208988e+01 +3.443208988e+01 +1.749208988e+01 +1.749208988e+01 +3.7864e+00 +3.6970e+00 -5.4933e+00 +4.1064e-01 +4.2701e+00 -4.9303e+00 +1.3632e+00 -2.5929e-01 -4.8728e+00 -1.3381e+00 +2.1000e+00 -5.5974e-01 -2.6635e+00 -1.7886e+00 +4.8977e+00 +1.1300e+00 +2.0358e-01 -1.6065e+00 -3.2942e+00 +1.5864e+00
279 +2.422242472e+01 +2.422242472e+01 +7.282424718e+00 +7.282424718e+00 +4.8006e+00 +2.6272e+00 -4.7040e+00 -5.8735e-01 +4.7200e+00 -3.6348e+00 +1.0487e+00 -5.5922e-01 -4.4854e+00 -1.3673e+00 +1.2315e+00 +4.8633e-01 -2.5692e+00 -1.2947e+00 +4.8163e+00 +1.5433e+00 +4.6453e-01 -2.1905e+00 -3.6441e+00 +2.1971e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.781549760e+02 +1.781549760e+02 +1.969649760e+02 +1.969649760e+02 +1.6193e+00 +4.6583e+00 +2.7111e+00 +4.5614e+00 -4.5302e+00 +3.5998e+00 -8.9763e-01 +2.6487e+00 +4.3222e+00 -4.1566e+00 +9.6911e-01 -4.9079e+00 -2.7285e+00 +3.9713e+00 -3.3695e-01 +4.3829e+00 -3.0973e-01 -1.7295e+00 -3.2380e+00 -4.0444e+00
129 +1.513716388e+02 +1.513716388e+02 +1.701816388e+02 +1.701816388e+02 -5.3976e+00 +5.3458e-01 +3.3144e+00 -3.7988e-01 -3.9290e+00 +4.2170e+00 +4.5758e+00 +2.9386e+00 +4.7247e+00 -6.5144e+00 -4.9943e+00 -2.5439e+00 +3.5331e-01 +5.3845e+00 -8.6498e-01 -3.0767e-01 +5.2362e+00 -8.6330e-01 -1.1512e+00 -3.8865e+00
170 +9.033718131e+01 +9.033718131e+01 +1.091471813e+02 +1.091471813e+02 -4.7342e-01 -1.7108e+00 +1.7468e+00 +4.6157e-01 -3.4097e+00 -1.7884e-01 +5.0403e+00 +5.6081e-01 +9.6371e-01 -6.0280e+00 -3.1309e+00 -3.8789e+00 +1.6908e+00 +5.4049e+00 +2.1756e+00 +5.2244e-01 +1.1422e+00 +3.3178e+00 +2.3302e+00 -3.0659e+00
221 +6.088886432e+01 +6.088886432e+01 +7.969886432e+01 +7.969886432e+01 +3.0418e+00 -3.2885e+00 +1.2858e+00 -9.2314e-01 -2.5330e+00 +1.8258e-01 +4.7502e+00 +2.6034e+00 +1.2870e+00 -2.1608e+00 -9.2544e-01 -3.8409e+00 +3.7932e+00 +5.0600e+00 +1.8822e+00 +1.6928e+00 -2.4364e+00 +3.8019e+00 +2.1890e+00 -1.3410e+00
265 +3.496065053e+01 +3.496065053e+01 +5.377065053e+01 +5.377065053e+01 +2.0690e+00 -5.1432e+00 +5.6384e-01 -2.9724e+00 -6.9435e-01 -2.3869e-01 +4.1281e+00 +1.7595e+00 -1.5148e+00 +2.4119e+00 -1.6385e-01 +1.7998e+00 +2.4905e+00 +2.9595e+00 -6.9839e-01 -7.7883e-01 -4.4373e+00 +2.8530e+00 +2.1408e+00 +1.7896e+00
516 +2.298992588e+01 +2.298992588e+01 +4.179992588e+01 +4.179992588e+01 +1.5860e-01 -3.5086e+00 +4.8207e-01 -2.0242e+00 -8.9007e-01 -1.3580e-01 +2.9132e+00 +1.5769e+00 -2.2662e+00 +2.0784e+00 -7.2094e-01 +7.4289e-01 +2.3681e+00 +3.7804e+00 -2.2632e+00 -1.3040e+00 -4.9500e+00 +2.0963e+00 +2.7905e+00 +6.6421e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.848900628e+02 +1.848900628e+02 +4.580400628e+02 +4.580400628e+02 -1.0561e+00 -2.3340e+00 -2.1683e+00 -2.6703e+00 -2.9949e+00 -3.5114e+00 -1.0061e+00 +4.9751e+00 -3.7770e+00 -2.2802e+00 -2.7375e+00 +4.5263e+00 -4.4380e+00 -2.8360e+00 -3.0173e+00 -2.3019e+00 +3.5073e+00 +6.3816e-01 -4.3757e+00 -3.5717e+00
68 +1.305060701e+02 +1.305060701e+02 +4.036560701e+02 +4.036560701e+02 -3.4564e+00 -2.5442e+00 +3.1352e+00 +5.2588e+00 -4.9073e+00 -2.5036e+00 +3.2553e+00 +3.6262e+00 -4.4495e+00 +3.5027e+00 -1.0194e+00 +3.1595e+00 -6.0896e+00 -3.3471e+00 -3.7405e+00 +2.4083e+00 +4.0910e+00 +5.1708e+00 +3.5823e-01 -4.3607e+00
157 +8.626103385e+01 +8.626103385e+01 +3.594110338e+02 +3.594110338e+02 -5.3602e+00 -9.3411e-01 -1.3666e+00 +5.0366e+00 -2.9623e+00 -2.0518e+00 +2.6987e+00 +5.6926e-01 -3.7523e+00 +2.6489e+00 +3.2885e+00 +4.2144e+00 -4.8485e+00 -6.9933e-01 -5.1901e+00 +3.7985e+00 +3.0536e-01 +5.2817e+00 -3.0098e+00 -4.8015e+00
262 +5.867798764e+01 +5.867798764e+01 +3.318279876e+02 +3.318279876e+02 -3.8545e+00 +2.0680e+00 -1.5977e+00 +3.5339e+00 -2.6428e+00 -3.7383e+00 +4.4797e+00 -1.7200e+00 -3.2155e+00 +1.7738e+00 +1.1446e+00 +3.0665e+00 -3.8247e+00 -6.3474e-01 -3.5398e+00 -5.7022e-02 -1.6286e+00 +4.8140e+00 -8.1764e-01 -4.8182e+00
636 +3.973378788e+01 +3.973378788e+01 +3.128837879e+02 +3.128837879e+02 -4.8162e+00 +1.9279e+00 -1.0802e+00 +3.1405e+00 -2.7046e+00 -3.7744e+00 +4.6663e+00 -2.5623e+00 -2.3877e+00 -3.7948e-01 +3.0553e+00 +3.7554e+00 -5.0699e+00 +3.4569e-01 -5.0211e+00 +1.3895e+00 +2.1445e-01 +4.6646e+00 -2.3559e-01 -3.7853e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.338493101e+01 +5.338493101e+01 +9.056493101e+01 +9.056493101e+01 +2.1108e-01 -5.0685e-02 +4.9048e+00 +4.7644e+00 -4.8650e+00 +3.9137e+00 +2.4091e+00 +2.8016e-01 -1.1417e+00 +4.8744e+00 -7.5014e-01 -3.0212e+00 +1.8574e+00 +5.1419e-01 +2.5185e+00 +3.6074e+00 +3.6554e+00 -2.7011e+00 -1.1689e+00 -4.4430e+00
223 +3.892946514e+01 +3.892946514e+01 +7.610946514e+01 +7.610946514e+01 -9.8205e-01 +1.7925e+00 +5.3304e+00 +3.2660e+00 -3.9945e+00 +3.7923e+00 +1.8088e+00 -7.7330e-01 -1.3455e+00 +3.6612e+00 -3.5164e+00 -3.6501e+00 +1.8749e+00 +1.5493e+00 +2.6421e+00 +1.3999e+00 +2.8147e+00 +3.1875e+00 -3.6255e+00 -3.0425e+00
