% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.021155843e+01 +8.021155843e+01 +1.209915584e+02 +1.209915584e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.935194736e+01 +7.935194736e+01 +1.201319474e+02 +1.201319474e+02 +9.0885e-01 +2.0769e-02 +3.5642e-01 +5.8291e-01 +9.0130e-01 +2.9566e-01 +9.2961e-01 +3.8372e-01 +1.8128e-01 +6.2387e-01 +8.0326e-01 +7.2193e-01 +9.7714e-01 +1.1975e-01 +8.4283e-01 +4.8503e-01 +7.4538e-01 +6.0185e-01 +5.7412e-01 +9.1821e-01
3 +7.731209835e+01 +7.731209835e+01 +1.180920984e+02 +1.180920984e+02 +9.9988e-01 +3.2838e-01 +6.6744e-01 +3.5020e-01 +7.5909e-01 +2.4637e-01 +4.4505e-01 +7.4648e-01 +6.0263e-01 +4.1123e-01 +1.4935e-01 +2.1178e-01 +8.0278e-01 +6.5697e-01 +6.8391e-01 +4.8405e-01 +5.1702e-01 +4.4923e-01 +1.2294e-01 +2.9175e-01
13 +7.581064934e+01 +7.581064934e+01 +1.165906493e+02 +1.165906493e+02 +8.0140e-01 +3.9633e-01 +6.2619e-01 +7.6948e-01 +7.3453e-01 +1.2370e-02 +4.0026e-01 +9.4127e-01 +8.5804e-01 +3.3097e-01 +6.7739e-01 +3.6216e-01 +4.3206e-01 +8.8423e-01 +2.3757e-02 +5.9505e-01 +6.3544e-01 +4.6011e-01 +9.0116e-01 +3.1029e-01
392 +7.256234309e+01 +7.256234309e+01 +1.133423431e+02 +1.133423431e+02 +1.7156e-01 +5.4360e-01 +8.0056e-01 +1.0690e-01 +8.2507e-01 +6.8185e-01 +1.8232e-01 +7.9295e-01 +6.0094e-01 +3.2891e-01 +4.4240e-01 +4.9819e-01 +1.3080e-01 +5.2981e-01 +8.4794e-01 +2.0394e-01 +7.1401e-01 +9.3704e-01 +8.1244e-01 +2.9364e-01
9157 +7.240056940e+01 +7.240056940e+01 +1.131805694e+02 +1.131805694e+02 +8.6820e-02 +5.4360e-01 +8.0056e-01 +1.0690e-01 +8.2507e-01 +6.8185e-01 +1.8232e-01 +7.9295e-01 +6.0094e-01 +3.2891e-01 +4.4240e-01 +4.9819e-01 +1.3080e-01 +5.2981e-01 +8.4794e-01 +2.0394e-01 +7.1401e-01 +9.3704e-01 +8.1244e-01 +4.0993e-02
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.948683589e+01 +7.948683589e+01 +7.788683589e+01 +7.788683589e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
317 +7.914155075e+01 +7.914155075e+01 +7.754155075e+01 +7.754155075e+01 +9.1997e-01 +8.9860e-01 +4.3268e-01 +7.7597e-02 +3.8790e-01 +9.6140e-01 +5.1337e-01 +1.9602e-01 +1.5294e-01 +6.1851e-01 +5.5798e-01 +4.8209e-01 +1.5722e-01 +5.0137e-01 +3.7316e-01 +7.0396e-02 +3.1915e-01 +9.1308e-01 +9.7220e-01 +2.1874e-01
19850 +7.738794023e+01 +7.738794023e+01 +7.578794023e+01 +7.578794023e+01 +9.6897e-01 +8.2976e-01 +3.5415e-01 +2.2809e-01 +9.7891e-01 +3.2188e-01 +2.8784e-01 +2.8764e-01 +1.4165e-01 +3.2142e-01 +1.6575e-02 +8.1892e-02 +5.6715e-02 +9.9044e-01 +8.1947e-02 +5.9267e-03 +7.9072e-01 +4.8336e-01 +3.5000e-01 +1.3717e-01
