% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.311306451e+03 +3.311306451e+03 +3.341276451e+03 +3.341276451e+03 -3.9558e+00 -3.3060e+00 +3.6318e+00 +4.7695e+00 -4.3183e-01 -1.5578e+00 -3.7809e+00 -2.1800e+00 +2.4007e+00 +4.6421e+00 +1.2639e+00 +3.5309e+00 +1.2125e+00 +2.5499e+00 +4.2897e+00 +3.7757e+00 +3.8229e+00 +2.3914e+00 +4.5111e+00 -3.1596e+00
149 +2.155061148e+03 +2.155061148e+03 +2.185031148e+03 +2.185031148e+03 +7.9636e-01 -3.6848e+00 -3.1519e+00 -8.1807e-01 -3.0267e+00 +2.5673e+00 -2.6571e+00 -7.3446e+00 +2.5551e+00 +3.7904e-01 +2.8430e+00 +6.0887e+00 +5.8225e+00 -1.0764e+00 +3.8456e+00 -1.2040e+00 -3.9672e+00 -2.4799e+00 +2.3407e+00 +2.0191e-01
235 +1.582320297e+03 +1.582320297e+03 +1.612290297e+03 +1.612290297e+03 -1.6155e+00 -5.0042e+00 -6.5542e+00 -2.7466e+00 +2.9944e+00 +2.8390e+00 -4.8738e+00 -6.0240e+00 +9.2626e-01 -1.3640e+00 -9.5120e-01 +6.2342e-01 +5.2207e+00 +4.5358e-01 +1.5845e+00 +2.8133e+00 -2.3591e+00 +6.6992e-01 -8.7046e-01 -1.5411e+00
369 +9.652527639e+02 +9.652527639e+02 +9.952227639e+02 +9.952227639e+02 -9.1621e-02 -1.6759e+00 -2.8072e+00 -2.3103e+00 +1.9293e+00 +3.3440e+00 -7.3756e+00 -6.7280e+00 -1.1864e+00 -1.5457e+00 +1.2515e+00 -1.0317e+00 +6.2724e+00 +2.2438e+00 -3.0609e-01 +2.5900e+00 -2.6505e+00 +1.2986e+00 +8.8072e-01 -4.6199e+00
441 +6.116989893e+02 +6.116989893e+02 +6.416689893e+02 +6.416689893e+02 +7.6418e-01 -1.3186e+00 -2.7329e+00 -2.5756e+00 +1.9662e+00 +2.4036e+00 -5.4923e+00 -5.4826e+00 +2.1241e+00 -3.3713e-01 +1.5832e+00 -2.9598e-01 +6.2649e+00 +1.2981e+00 -1.4956e+00 +2.5874e+00 -2.7588e+00 +1.0040e+00 +7.5725e-01 -4.3723e+00
543 +3.734836597e+02 +3.734836597e+02 +4.034536597e+02 +4.034536597e+02 +1.1806e+00 -1.5047e+00 -2.9292e+00 -1.9364e+00 +2.3707e+00 +2.4069e+00 -4.7147e+00 -3.8844e+00 +6.9246e-01 -1.0363e+00 +2.0962e+00 -9.8944e-01 +5.0969e+00 +2.7794e+00 -1.3834e+00 +2.9480e+00 -3.5425e+00 +4.1314e-01 +1.1299e+00 -4.1747e+00
556 +2.425797680e+02 +2.425797680e+02 +2.725497680e+02 +2.725497680e+02 +1.0454e+00 -1.4971e+00 -3.0413e+00 -1.8252e+00 +2.6998e+00 +2.7106e+00 -4.9038e+00 -3.7312e+00 +5.8731e-01 -1.4975e+00 +1.7008e+00 -1.1598e+00 +4.4640e+00 +2.5086e+00 -1.6146e+00 +2.9543e+00 -3.2045e+00 +2.1971e-01 +1.3478e+00 -4.0011e+00
767 +1.547155412e+02 +1.547155412e+02 +1.846855412e+02 +1.846855412e+02 +1.3003e+00 -1.4992e+00 -3.5870e+00 -2.0516e+00 +2.9859e+00 +3.0807e+00 -4.3361e+00 -3.6500e+00 +5.1221e-01 -1.8168e+00 +1.0886e+00 -1.2110e+00 +3.9920e+00 +2.2103e+00 -1.4230e+00 +2.4992e+00 -2.3928e+00 +1.7290e-01 +1.3496e+00 -3.5486e+00
809 +9.523071329e+01 +9.523071329e+01 +1.252007133e+02 +1.252007133e+02 +1.2830e+00 -1.4932e+00 -3.7064e+00 -2.0377e+00 +2.9553e+00 +2.9646e+00 -4.1583e+00 -3.4849e+00 +5.5742e-01 -1.9009e+00 +1.0863e+00 -1.2763e+00 +3.8078e+00 +2.1205e+00 -1.4690e+00 +2.4833e+00 -2.7548e+00 -1.5538e-02 +1.4844e+00 -3.5672e+00
870 +6.170358729e+01 +6.170358729e+01 +9.167358729e+01 +9.167358729e+01 +1.0752e+00 -1.5362e+00 -3.6987e+00 -1.9644e+00 +3.0547e+00 +2.9790e+00 -4.0500e+00 -3.2986e+00 +3.7099e-01 -1.8891e+00 +9.7834e-01 -1.3423e+00 +3.8983e+00 +2.2181e+00 -1.5663e+00 +2.6667e+00 -2.8376e+00 -1.8433e-01 +1.5572e+00 -3.5605e+00
