% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.531844900e+05 +2.531844900e+05 +2.533083200e+05 +2.533083200e+05 -4.8493e+00 +2.7998e-01 +2.7032e+00 -2.6317e+00 -4.5628e+00 -1.1525e+00 +2.9790e-01 +3.5475e+00 -3.1205e+00 +1.1123e+00 -1.3358e+00 -4.0120e+00 +3.2952e-01 +2.3844e+00 +7.7781e-01 +1.1525e+00 -2.7225e+00 +3.0108e+00 +3.6909e+00 -2.8287e+00
56 +2.420473295e+05 +2.420473295e+05 +2.421711595e+05 +2.421711595e+05 -4.9440e+00 +3.3112e+00 -1.5974e+00 -5.0909e+00 -3.6946e+00 -2.0407e+00 +5.7970e-01 +7.7625e-01 -4.9123e+00 +2.4494e+00 -3.0828e+00 -7.9270e+00 -5.0467e+00 +1.9136e+00 -1.7218e+00 -5.7345e+00 -3.0977e+00 +3.2280e+00 +5.4597e-01 -6.3298e+00
149 +1.034515830e+05 +1.034515830e+05 +1.035754130e+05 +1.035754130e+05 -1.2849e+00 +2.5794e+00 -1.1907e+00 -4.3296e+00 +3.5123e+00 +4.9512e+00 +2.3279e+00 -1.4182e+00 -1.4945e+00 +4.0612e+00 -1.7347e+00 -1.6772e+00 -2.0354e+00 +2.6153e+00 -1.4204e+00 -4.0797e+00 +2.5123e+00 -1.0788e+00 +9.3918e-01 -2.5336e+00
188 +8.600903653e+04 +8.600903653e+04 +8.613286653e+04 +8.613286653e+04 -2.2886e+00 +3.4141e+00 +3.9316e-01 -4.8375e+00 +3.4800e+00 +5.0634e+00 +1.0386e+00 -2.2095e-01 -5.2343e-01 +4.2420e+00 -8.3374e-01 -1.9138e+00 -2.8862e+00 +3.8768e-01 +6.5199e-01 -3.0643e+00 -1.0235e+00 -2.1183e+00 -7.5426e-01 -4.7146e-01
205 +5.127462384e+04 +5.127462384e+04 +5.139845384e+04 +5.139845384e+04 -3.0147e+00 +3.2304e+00 -6.7569e-01 -2.6370e+00 +2.0130e+00 +4.5375e+00 -7.6278e-02 -9.4642e-01 -6.2716e-01 +4.2005e+00 -4.1020e-02 -2.7938e+00 -2.2141e+00 +9.7527e-01 -4.1969e-01 -3.5529e+00 -2.2668e+00 -1.2099e+00 -9.3997e-01 -1.6212e+00
242 +2.547711942e+04 +2.547711942e+04 +2.560094942e+04 +2.560094942e+04 -2.3342e+00 +2.9068e+00 -7.4877e-01 -1.6448e+00 +1.4513e+00 +5.3033e+00 -1.2786e+00 -4.1757e-02 +3.3056e-01 +2.9930e+00 -4.1291e-03 -3.1069e+00 -2.9546e+00 +8.2666e-01 +1.3080e+00 -2.8738e+00 +3.1438e-01 -1.5662e+00 +3.0939e-01 -2.5964e+00
243 +2.374777179e+04 +2.374777179e+04 +2.387160179e+04 +2.387160179e+04 -2.4266e+00 +2.1243e+00 -9.6387e-01 -1.4136e+00 +9.7413e-01 +5.2889e+00 +1.0536e-01 +8.3684e-01 +2.2192e-01 +2.4398e+00 -6.2320e-03 -3.3987e+00 -2.9498e+00 +4.4388e-01 +1.3555e-01 -3.7362e+00 -3.3606e-01 -4.3568e-01 -1.3429e+00 -2.5743e+00
295 +1.556434020e+04 +1.556434020e+04 +1.568817020e+04 +1.568817020e+04 -2.5510e+00 +2.2636e+00 -9.0811e-01 +7.9071e-02 +6.1750e-02 +4.9130e+00 +3.8005e-01 +1.3257e+00 -2.3231e-02 +2.6257e+00 -9.1076e-01 -3.8070e+00 -3.4152e+00 +1.0081e+00 +1.6756e+00 -3.1090e+00 +2.9609e-01 +6.5830e-01 -1.1531e+00 -2.6848e+00
324 +8.915199201e+03 +8.915199201e+03 +9.039029201e+03 +9.039029201e+03 -1.8318e+00 +1.8453e+00 +4.1839e-01 -2.9146e-01 +5.2485e-01 +4.0840e+00 +1.2264e+00 +9.3308e-01 -7.2706e-01 +2.2694e+00 -1.4889e+00 -3.5965e+00 -1.7971e+00 +1.9284e-02 +1.2134e+00 -3.6088e+00 -1.1345e+00 +8.5717e-01 -8.7978e-01 -2.8613e+00
338 +5.414646050e+03 +5.414646050e+03 +5.538476050e+03 +5.538476050e+03 -1.1703e+00 +2.5313e+00 -1.0855e-01 +2.0880e-01 +1.7556e+00 +3.5042e+00 +1.4011e+00 -1.0732e+00 -1.5607e+00 +2.2633e+00 -2.2474e+00 -4.1147e+00 -1.0741e+00 +5.7980e-01 +1.6138e+00 -2.9507e+00 -1.6377e-01 +1.5809e+00 +9.0366e-01 -1.8323e+00
