% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.357246449e+01 +7.357246449e+01 +1.449224645e+02 +1.449224645e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +4.019136211e+01 +4.019136211e+01 +1.115413621e+02 +1.115413621e+02 +8.1696e-01 +9.2512e-02 +4.8885e-02 +4.6397e-02 +7.1903e-01 +3.3594e-01 +3.2658e-01 +7.4909e-02 +8.7563e-01 +1.1119e-01 +1.3614e-01 +8.2454e-01 +4.4579e-01 +2.8593e-01 +5.9476e-01 +5.6640e-01 +2.9776e-01 +8.1612e-01 +2.6976e-01 +4.8131e-01
35 +3.613796714e+01 +3.613796714e+01 +1.074879671e+02 +1.074879671e+02 +6.8958e-02 +9.4206e-01 +3.6485e-01 +1.1713e-02 +6.6327e-01 +3.9787e-01 +5.4613e-01 +7.1798e-01 +8.8964e-01 +6.9269e-02 +2.4598e-01 +4.6030e-01 +8.2074e-01 +3.9025e-01 +4.1122e-01 +7.7527e-01 +1.6100e-02 +4.1570e-01 +3.6320e-01 +9.9472e-01
398 +3.379548954e+01 +3.379548954e+01 +1.051454895e+02 +1.051454895e+02 +7.6748e-02 +7.9551e-02 +4.1525e-01 +5.9943e-01 +1.9416e-01 +6.4246e-01 +7.0165e-02 +9.7581e-01 +1.6421e-01 +7.5863e-02 +6.0781e-01 +3.1077e-01 +4.2472e-01 +8.9603e-01 +6.2005e-01 +1.2413e-01 +3.8430e-02 +8.2810e-01 +8.4006e-01 +7.6108e-01
4730 +2.561649497e+01 +2.561649497e+01 +9.696649497e+01 +9.696649497e+01 +1.4288e-01 +2.0403e-01 +1.6511e-02 +4.2928e-01 +8.9019e-01 +3.5278e-01 +9.6878e-01 +9.8804e-01 +4.2093e-01 +1.3783e-02 +3.7042e-01 +4.5266e-01 +9.1932e-01 +1.1995e-01 +8.4612e-01 +7.4192e-01 +3.9777e-01 +1.3385e-01 +9.6466e-01 +4.7775e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.508868155e+01 +6.508868155e+01 -2.901313185e+02 -2.901313185e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +5.090551239e+01 +5.090551239e+01 -3.043144876e+02 -3.043144876e+02 +5.0775e-01 +4.8593e-02 +1.4692e-02 +2.2882e-01 +3.1782e-01 +3.7000e-01 +7.4225e-01 +3.7436e-01 +4.3667e-01 +8.3611e-01 +7.0344e-01 +4.5616e-01 +9.9054e-01 +8.6059e-01 +5.8492e-01 +4.1066e-01 +9.5576e-01 +3.1868e-01 +8.0948e-01 +8.0413e-01
39 +3.606415159e+01 +3.606415159e+01 -3.191558484e+02 -3.191558484e+02 +9.5329e-01 +4.4865e-01 +1.5121e-01 +2.7105e-02 +2.7731e-02 +2.7128e-01 +3.9803e-01 +8.8349e-01 +2.8765e-01 +3.9068e-01 +8.1363e-01 +6.4543e-01 +8.5712e-01 +6.5722e-01 +9.1159e-01 +2.2286e-01 +8.7033e-01 +9.3795e-01 +2.9770e-01 +3.3954e-01
570 +3.496753370e+01 +3.496753370e+01 -3.202524663e+02 -3.202524663e+02 +6.5604e-01 +7.5459e-01 +8.7289e-01 +9.8921e-02 +3.5446e-01 +2.2955e-01 +8.9913e-01 +8.8306e-01 +5.4312e-01 +5.3960e-01 +4.2158e-01 +8.1658e-01 +5.5182e-01 +3.3969e-01 +4.6919e-01 +7.1778e-01 +5.8828e-01 +4.8294e-01 +8.0430e-02 +1.1893e-01
