% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.756574751e+03 +1.756574751e+03 +1.849514751e+03 +1.849514751e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.504801635e+03 +1.504801635e+03 +1.597741635e+03 +1.597741635e+03 +4.4503e-01 +9.7288e-03 +9.3307e-01 +1.0146e-01 +6.6757e-01 +4.6978e-01 +8.7342e-01 +7.5971e-02 +6.2913e-03 +5.1285e-01 +3.6669e-02 +3.7046e-01 +4.9146e-01 +2.4095e-01 +6.2436e-01 +5.8824e-01 +8.5537e-01 +3.6604e-01 +8.3408e-01 +5.4064e-01
3 +1.457551332e+03 +1.457551332e+03 +1.550491332e+03 +1.550491332e+03 +1.6258e-01 +1.7306e-01 +6.4567e-01 +9.2789e-01 +3.2308e-01 +6.9052e-01 +6.4064e-01 +6.6066e-01 +8.7553e-01 +1.8179e-02 +2.3673e-01 +1.1455e-01 +6.4693e-01 +2.2966e-01 +9.2860e-01 +1.8111e-01 +2.1623e-01 +2.5702e-01 +7.4792e-01 +6.6413e-01
25 +1.260953785e+03 +1.260953785e+03 +1.353893785e+03 +1.353893785e+03 +8.5305e-01 +7.8081e-01 +8.9047e-01 +3.7349e-01 +6.9566e-01 +3.0706e-01 +9.8459e-01 +1.5334e-02 +7.4875e-01 +4.5994e-01 +4.5192e-01 +5.1794e-02 +5.8105e-01 +3.6132e-01 +6.2606e-02 +7.0080e-01 +6.4587e-01 +4.2601e-01 +6.9935e-01 +4.5831e-02
185 +1.253576320e+03 +1.253576320e+03 +1.346516320e+03 +1.346516320e+03 +2.5050e-01 +2.4464e-03 +5.3657e-02 +8.9645e-01 +8.0470e-01 +8.2637e-01 +9.4351e-01 +8.0829e-01 +6.0227e-01 +4.3618e-01 +3.7232e-01 +1.1410e-01 +7.9850e-01 +5.9299e-01 +6.6072e-01 +3.7008e-01 +9.1687e-01 +3.3785e-01 +3.1677e-01 +7.1501e-01
4489 +1.191050573e+03 +1.191050573e+03 +1.283990573e+03 +1.283990573e+03 +9.5686e-01 +2.4692e-01 +3.7244e-01 +5.4729e-01 +7.5114e-01 +7.3544e-01 +8.0703e-01 +2.1960e-01 +9.6322e-01 +6.5092e-01 +4.2553e-02 +6.9643e-02 +3.5718e-01 +7.8037e-01 +2.6182e-01 +5.2766e-01 +9.7726e-01 +4.0587e-01 +7.9363e-01 +4.8156e-02
8249 +1.140750476e+03 +1.140750476e+03 +1.233690476e+03 +1.233690476e+03 +9.1225e-01 +5.7808e-02 +5.9585e-01 +8.2096e-01 +7.5114e-01 +7.3544e-01 +8.0703e-01 +2.1960e-01 +9.6322e-01 +6.5092e-01 +4.2553e-02 +6.9643e-02 +3.5718e-01 +7.8037e-01 +2.6182e-01 +5.2766e-01 +9.7726e-01 +4.0587e-01 +7.9363e-01 +4.8156e-02
53259 +1.121823161e+03 +1.121823161e+03 +1.214763161e+03 +1.214763161e+03 +4.8638e-01 +1.2627e-01 +2.4168e-01 +9.9623e-01 +6.4687e-01 +9.3306e-01 +9.0774e-01 +5.4554e-03 +8.4823e-01 +7.5052e-01 +3.1554e-01 +2.7967e-02 +5.8093e-01 +6.8087e-01 +6.2171e-01 +2.2980e-01 +8.8571e-01 +9.7606e-01 +4.1098e-02 +2.7541e-01
87803 +1.055923850e+03 +1.055923850e+03 +1.148863850e+03 +1.148863850e+03 +6.1515e-01 +5.7808e-02 +6.8886e-01 +9.7970e-01 +7.6085e-01 +9.5152e-01 +9.0774e-01 +3.0257e-01 +7.3536e-01 +8.0743e-01 +4.9918e-01 +1.0103e-02 +1.8232e-01 +8.6582e-01 +9.1985e-02 +2.1046e-01 +9.4844e-01 +8.8555e-01 +1.3966e-01 +4.8156e-02
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
