% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.960016909e+06 +4.960016909e+06 +4.959961969e+06 +4.959961969e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.310036092e+06 +2.310036092e+06 +2.310095222e+06 +2.310095222e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.984097753e+06 +1.984097753e+06 +1.983606223e+06 +1.983606223e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.108156324e+07 +1.108156324e+07 +1.108139304e+07 +1.108139304e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +8.767739348e+06 +8.767739348e+06 +8.767569148e+06 +8.767569148e+06 +8.3350e-01 -4.7155e+00 +4.8261e+00 +7.4070e-01 +2.7948e+00 +4.5995e+00 +2.4427e+00 -2.8953e+00 +2.2904e+00 +1.3038e+00 -3.1226e+00 +1.9443e+00 -2.4098e+00 +4.0555e+00 +4.7663e+00 -2.2423e+00 -4.6019e+00 -3.8636e+00 +1.9705e+00 +4.1407e-01
16 +5.606104999e+06 +5.606104999e+06 +5.605934799e+06 +5.605934799e+06 -9.0360e-01 +6.7639e-01 -2.3059e+00 +4.0582e+00 +2.7282e-01 -8.8309e-01 +4.3131e+00 -1.2068e+00 -2.3081e-01 +4.1137e+00 -2.3546e+00 +2.8737e+00 -5.8100e-01 +9.2125e-01 -1.7734e+00 -2.8503e-01 -1.8737e+00 -1.3033e+00 +1.8390e+00 -3.7519e+00
24 +2.728511553e+06 +2.728511553e+06 +2.728341353e+06 +2.728341353e+06 +7.0067e-01 -4.4994e+00 +4.0858e+00 -5.1606e-01 +3.2203e+00 +3.8082e+00 -4.9049e+00 -3.6003e+00 -2.2255e+00 +1.3580e+00 -2.9090e+00 +4.3846e+00 -9.7052e-01 -1.7524e+00 -3.9471e+00 -4.0476e+00 -2.3025e+00 -3.8447e+00 -4.0616e+00 -1.1175e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.326307935e+06 +9.326307935e+06 +9.325838185e+06 +9.325838185e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 +3.918685510e+06 +3.918685510e+06 +3.918215760e+06 +3.918215760e+06 -4.9994e+00 +6.9825e-01 +4.6170e+00 -3.9737e+00 -6.8364e-01 +4.4088e+00 -2.1352e+00 -1.9414e+00 -3.8340e-01 +1.7997e+00 -4.3833e-01 +1.0395e+00 +4.8867e+00 -6.3873e-01 +4.7323e+00 +3.2759e+00 +1.0528e+00 +5.4325e-01 +4.9752e-01 +3.3448e+00
% function evaluation | noise-free fitness - Fopt (-4.577000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.904755704e+06 +7.904755704e+06 +7.904709934e+06 +7.904709934e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 +4.145381347e+06 +4.145381347e+06 +4.145335577e+06 +4.145335577e+06 -3.7192e+00 +3.6655e+00 -4.2870e+00 +8.1774e-01 +2.7921e+00 +9.7556e-01 +5.1098e-01 +2.1453e+00 +1.9400e+00 +2.0566e+00 -3.9516e+00 -3.5963e+00 -3.0788e+00 +3.6648e+00 +1.0444e+00 -1.6944e-01 +1.9770e+00 -8.2217e-01 +4.4798e+00 -1.4367e+00
% function evaluation | noise-free fitness - Fopt (-3.426300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.399852821e+07 +2.399852821e+07 +2.399818558e+07 +2.399818558e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.840193669e+07 +1.840193669e+07 +1.840159406e+07 +1.840159406e+07 +1.7881e+00 -4.6557e+00 +3.5164e+00 +4.0758e+00 +2.0881e+00 -4.7527e+00 -2.2180e+00 +4.9573e+00 +1.3792e+00 -8.9854e-01 +3.3812e+00 +4.0804e+00 +4.1888e+00 +4.0064e+00 +1.1835e+00 +7.5238e-02 -2.2225e+00 -3.3515e+00 +4.5530e+00 -1.7323e+00
5 +4.260628300e+06 +4.260628300e+06 +4.260285670e+06 +4.260285670e+06 +3.7534e+00 +4.8215e+00 -8.2806e-02 +4.9243e+00 -1.1361e+00 -2.0196e+00 +2.9922e+00 +3.8106e+00 -1.8951e+00 -1.9684e+00 -4.8737e+00 +4.7356e+00 +4.4274e-01 +4.4136e+00 +1.1248e+00 +6.3185e-01 +3.7817e+00 +3.6404e+00 +4.4430e+00 +1.9942e+00
% function evaluation | noise-free fitness - Fopt (3.055400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.260208745e+06 +4.260208745e+06 +4.260514285e+06 +4.260514285e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +3.644865623e+06 +3.644865623e+06 +3.645171163e+06 +3.645171163e+06 -3.7216e+00 +1.1753e+00 -9.4666e-01 +6.9153e-02 -1.9661e+00 +1.4698e+00 -4.4274e+00 -2.9681e+00 +3.7037e+00 +3.4806e+00 +1.4053e+00 +1.6320e+00 -4.8350e+00 -4.0445e-01 +4.9153e+00 -2.9988e-01 -1.2144e+00 -1.2457e+00 -3.8843e+00 +1.5947e-01
35 +2.589775477e+06 +2.589775477e+06 +2.590081017e+06 +2.590081017e+06 +1.3835e+00 +1.2153e+00 +4.7388e+00 +4.1762e+00 +8.6672e-01 -3.2988e+00 -3.9349e+00 -3.3623e+00 +3.4758e+00 -1.8808e+00 +1.2030e+00 +2.4375e+00 -1.9114e+00 -4.4166e+00 +4.1875e+00 -2.5808e+00 +3.4630e+00 +2.9155e+00 +1.4404e+00 -3.2815e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
