% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.743465359e+05 +7.743465359e+05 +7.743824359e+05 +7.743824359e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.198380557e+05 +7.198380557e+05 +7.198739557e+05 +7.198739557e+05 +5.0434e-01 +7.3465e-01 +3.2078e-01 +1.2449e-01 +5.8179e-01 +3.5632e-01 +4.4638e-01 +9.1613e-02 +4.7559e-01 +1.3203e-01 +4.3469e-01 +5.6624e-01 +8.8014e-01 +9.6559e-01 +6.4922e-01 +2.0593e-01 +7.8678e-01 +6.0537e-01 +2.7467e-01 +6.0307e-01
58 +6.222953376e+05 +6.222953376e+05 +6.223312376e+05 +6.223312376e+05 +6.4374e-01 +9.9398e-01 +6.3571e-01 +4.9545e-01 +1.8501e-01 +8.4663e-02 +6.2876e-01 +6.5980e-02 +8.8482e-01 +5.0470e-01 +2.1298e-01 +8.4867e-01 +4.7880e-01 +6.9749e-01 +5.6150e-01 +2.9992e-01 +4.2059e-01 +9.4383e-01 +4.2327e-03 +8.9717e-02
8177 +6.131045758e+05 +6.131045758e+05 +6.131404758e+05 +6.131404758e+05 +5.7011e-01 +5.3641e-01 +6.2827e-01 +5.2436e-01 +2.1303e-01 +2.6425e-01 +7.2702e-01 +1.8364e-02 +1.8505e-02 +9.7859e-01 +5.6350e-02 +9.3465e-01 +5.7524e-01 +4.0042e-01 +5.7269e-01 +2.0902e-01 +3.9058e-01 +8.5199e-01 +7.4994e-02 +1.6607e-01
19752 +5.995938747e+05 +5.995938747e+05 +5.996297747e+05 +5.996297747e+05 +5.9800e-01 +6.1158e-01 +9.9734e-01 +2.8366e-02 +1.3883e-01 +1.2287e-01 +7.2702e-01 +1.8364e-02 +1.8505e-02 +9.7859e-01 +5.6350e-02 +9.3465e-01 +5.7524e-01 +4.0042e-01 +5.7269e-01 +2.0902e-01 +3.9058e-01 +8.5199e-01 +7.4994e-02 +1.6607e-01
64651 +5.868142279e+05 +5.868142279e+05 +5.868501279e+05 +5.868501279e+05 +2.9629e-01 +9.8457e-01 +9.4691e-01 +5.9590e-01 +4.5036e-02 +1.2287e-01 +7.2702e-01 +1.8364e-02 +1.8505e-02 +1.6037e-01 +3.6107e-01 +1.7984e-01 +3.5289e-01 +9.6545e-01 +8.8973e-01 +4.6056e-02 +3.9058e-01 +8.5199e-01 +7.4994e-02 +1.3748e-02
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.777288378e+05 +3.777288378e+05 +3.777602078e+05 +3.777602078e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
34 +3.420971357e+05 +3.420971357e+05 +3.421285057e+05 +3.421285057e+05 +8.0290e-01 +6.9203e-01 +4.3725e-01 +9.1194e-01 +1.9820e-01 +1.1845e-01 +4.5556e-01 +9.2549e-01 +3.8734e-01 +4.0710e-01 +1.5551e-02 +4.0403e-01 +3.3510e-01 +9.0582e-01 +2.6437e-02 +5.3626e-01 +9.0217e-01 +5.8406e-01 +5.6279e-01 +1.0631e-01
453 +3.341224284e+05 +3.341224284e+05 +3.341537984e+05 +3.341537984e+05 +9.6084e-01 +8.6372e-01 +3.1221e-01 +9.0682e-01 +1.7272e-01 +7.0445e-02 +4.3015e-01 +7.5333e-01 +6.3500e-02 +1.9331e-01 +4.7127e-01 +8.4633e-01 +3.6261e-02 +7.3179e-01 +8.9365e-01 +1.3935e-01 +8.6186e-01 +5.5928e-01 +2.7158e-01 +1.5669e-01
