% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.743465359e+05 +7.743465359e+05 +7.743824359e+05 +7.743824359e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +6.542347559e+05 +6.542347559e+05 +6.542706559e+05 +6.542706559e+05 +3.9047e-01 +7.3608e-01 +4.2274e-01 +6.9639e-01 +1.7410e-02 +9.0833e-02 +1.0717e-01 +5.1993e-02 +5.5653e-02 +8.4569e-01 +7.6022e-02 +9.4150e-01 +7.9749e-01 +9.6463e-01 +1.8199e-01 +4.1595e-01 +3.4918e-01 +8.9016e-01 +2.3215e-01 +3.9459e-01
73 +6.317298373e+05 +6.317298373e+05 +6.317657373e+05 +6.317657373e+05 +5.2401e-01 +6.6510e-01 +5.2311e-01 +3.7582e-01 +9.0325e-01 +6.0692e-02 +2.6916e-01 +4.7236e-01 +7.8562e-02 +9.1042e-02 +7.2359e-01 +7.3849e-01 +1.4607e-03 +4.7382e-01 +7.0613e-01 +2.1952e-02 +9.1675e-01 +9.8314e-01 +1.1267e-01 +6.9488e-02
3820 +6.143335701e+05 +6.143335701e+05 +6.143694701e+05 +6.143694701e+05 +2.9965e-01 +3.0816e-01 +6.3944e-01 +9.2055e-01 +1.6530e-01 +5.9487e-01 +3.8951e-01 +1.2563e-01 +3.0842e-01 +4.9512e-01 +1.1967e-01 +8.8721e-01 +5.3444e-01 +9.9693e-01 +6.5368e-01 +1.0526e-01 +9.1675e-01 +9.8314e-01 +1.1267e-01 +6.9488e-02
16944 +6.007952092e+05 +6.007952092e+05 +6.008311092e+05 +6.008311092e+05 +7.3174e-01 +8.5985e-02 +9.4361e-01 +4.0578e-01 +4.5712e-01 +1.5028e-04 +3.8951e-01 +1.2563e-01 +3.0842e-01 +4.9512e-01 +1.1967e-01 +8.8721e-01 +5.3444e-01 +9.9693e-01 +6.5368e-01 +1.0526e-01 +9.1675e-01 +9.8314e-01 +1.1267e-01 +6.9488e-02
67579 +5.883265686e+05 +5.883265686e+05 +5.883624686e+05 +5.883624686e+05 +7.4472e-01 +8.8404e-01 +9.4361e-01 +4.0578e-01 +4.5712e-01 +1.5028e-04 +3.8951e-01 +1.2563e-01 +3.0842e-01 +4.9512e-01 +1.1967e-01 +8.1756e-01 +6.2120e-01 +9.9693e-01 +8.6418e-01 +1.0526e-01 +6.6283e-01 +9.5206e-01 +4.8160e-02 +5.4716e-02
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.777288378e+05 +3.777288378e+05 +3.777602078e+05 +3.777602078e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +3.654745349e+05 +3.654745349e+05 +3.655059049e+05 +3.655059049e+05 +8.8128e-01 +1.2622e-01 +2.4290e-01 +5.4168e-01 +1.8061e-01 +1.6846e-01 +2.3798e-01 +5.6899e-01 +9.7344e-01 +8.0961e-01 +6.3068e-01 +4.3424e-01 +4.8008e-01 +5.1031e-01 +5.1903e-01 +4.6087e-01 +6.8912e-01 +5.0036e-02 +7.2966e-01 +4.3925e-01
17 +3.543586214e+05 +3.543586214e+05 +3.543899914e+05 +3.543899914e+05 +7.4174e-01 +9.3857e-01 +1.0932e-01 +8.9207e-01 +4.3410e-01 +5.2420e-01 +2.1256e-02 +5.8832e-01 +2.0040e-01 +4.5834e-01 +4.0153e-01 +1.8977e-01 +8.7125e-01 +7.0621e-01 +4.1704e-03 +6.9731e-01 +6.7440e-01 +9.5212e-01 +2.7289e-01 +6.9923e-02
164 +3.301344840e+05 +3.301344840e+05 +3.301658540e+05 +3.301658540e+05 +9.7859e-01 +2.9333e-01 +2.1198e-02 +7.5379e-01 +3.2972e-01 +1.2958e-01 +1.0571e-02 +9.1091e-01 +8.6212e-01 +2.1735e-02 +2.9682e-01 +9.0158e-01 +5.7706e-01 +2.3682e-01 +2.5937e-03 +1.9570e-02 +9.6598e-01 +8.5972e-01 +1.1042e-01 +9.4881e-01
185 +3.115863097e+05 +3.115863097e+05 +3.116176797e+05 +3.116176797e+05 +8.0786e-01 +2.9517e-01 +5.3799e-03 +9.8100e-01 +5.0100e-01 +8.2717e-02 +1.1963e-02 +6.3328e-01 +4.0385e-02 +4.6061e-02 +5.6700e-01 +8.0695e-01 +5.0571e-01 +8.5812e-01 +1.8635e-01 +7.1001e-01 +4.4740e-01 +2.4923e-01 +2.7841e-01 +1.5235e-01
20854 +3.057418009e+05 +3.057418009e+05 +3.057731709e+05 +3.057731709e+05 +9.1928e-01 +2.9517e-01 +5.3799e-03 +9.8100e-01 +5.0100e-01 +8.2717e-02 +1.1963e-02 +6.3328e-01 +4.0385e-02 +4.6061e-02 +5.6700e-01 +8.0695e-01 +5.0571e-01 +4.1148e-01 +1.7774e-01 +2.8327e-01 +9.5483e-01 +8.0388e-02 +1.1671e-03 +4.1602e-02
65715 +2.995852998e+05 +2.995852998e+05 +2.996166698e+05 +2.996166698e+05 +8.0786e-01 +2.4425e-03 +8.3719e-02 +9.8100e-01 +1.1675e-03 +5.1451e-02 +3.2579e-02 +9.4977e-01 +4.0385e-02 +4.6061e-02 +3.8970e-01 +8.0695e-01 +5.0571e-01 +4.1148e-01 +1.7774e-01 +2.8327e-01 +9.5483e-01 +8.0388e-02 +1.1671e-03 +3.1377e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.286849989e+05 +3.286849989e+05 +3.276849989e+05 +3.276849989e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.053938524e+05 +3.053938524e+05 +3.043938524e+05 +3.043938524e+05 +1.5163e-01 +1.2507e-01 +1.4151e-01 +9.2680e-01 +8.0068e-01 +9.8471e-01 +8.7733e-01 +6.7285e-01 +4.0362e-01 +8.8629e-01 +3.6199e-01 +1.3825e-01 +6.2564e-01 +5.3902e-02 +2.2287e-01 +9.7416e-01 +9.2293e-01 +8.8455e-01 +8.0535e-01 +2.4792e-01
