% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.107950289e+06 +5.107950289e+06 +5.107740409e+06 +5.107740409e+06 +1.0378e+00 +1.7562e+00 +4.4104e+00 +1.0489e+00 -5.0986e-01
11 +7.393972998e+04 +7.393972998e+04 +7.372984998e+04 +7.372984998e+04 +2.0507e+00 +2.0182e+00 +3.4680e+00 +2.5574e+00 +2.0524e+00
54 +2.136314961e+04 +2.136314961e+04 +2.115326961e+04 +2.115326961e+04 +1.4104e+00 +4.0540e-01 +3.0901e+00 +1.8525e+00 +1.6733e+00
76 +6.978134106e+03 +6.978134106e+03 +6.768254106e+03 +6.768254106e+03 +2.0878e+00 -1.2286e+00 +3.4147e+00 +2.0918e+00 +1.7161e+00
94 +5.080733750e+03 +5.080733750e+03 +4.870853750e+03 +4.870853750e+03 +2.3596e+00 -1.2027e+00 +3.7067e+00 +2.0034e+00 +1.7841e+00
132 +1.822383491e+03 +1.822383491e+03 +1.612503491e+03 +1.612503491e+03 +2.4840e+00 -1.0468e+00 +3.2320e+00 +2.2357e+00 +1.8124e+00
134 +2.649578071e+02 +2.649578071e+02 +5.507780715e+01 +5.507780715e+01 +2.2710e+00 -1.1290e+00 +3.3788e+00 +2.4203e+00 +1.7748e+00
165 +1.605513313e+02 +1.605513313e+02 -4.932866871e+01 -4.932866871e+01 +2.2991e+00 -1.1297e+00 +3.4770e+00 +2.4277e+00 +1.7891e+00
179 +1.083831227e+02 +1.083831227e+02 -1.014968773e+02 -1.014968773e+02 +2.3561e+00 -1.1769e+00 +3.5543e+00 +2.4048e+00 +1.7847e+00
248 +9.993957657e+01 +9.993957657e+01 -1.099404234e+02 -1.099404234e+02 +2.3504e+00 -1.1941e+00 +3.5623e+00 +2.3876e+00 +1.7849e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.011058751e+06 +8.011058751e+06 +8.010966661e+06 +8.010966661e+06 +1.1967e-01 +2.4848e+00 +4.7139e+00 +2.0883e+00 +2.5334e+00
3 +6.104410317e+06 +6.104410317e+06 +6.104318227e+06 +6.104318227e+06 +5.8044e+00 +3.4704e+00 +5.1203e+00 +1.1043e+01 +1.6715e-01
27 +7.114664229e+05 +7.114664229e+05 +7.113743329e+05 +7.113743329e+05 +1.0280e+01 +9.1475e+00 +1.1388e+00 +2.3045e+00 -5.1608e-01
38 +8.385052503e+04 +8.385052503e+04 +8.375843503e+04 +8.375843503e+04 +1.3024e+01 +1.0550e+01 -5.2616e-02 -1.5628e-01 -3.4792e-02
91 +3.183457191e+04 +3.183457191e+04 +3.174248191e+04 +3.174248191e+04 +1.3630e+01 +1.2118e+01 +1.8698e+00 -1.4945e+00 -2.6159e-01
103 +1.828240165e+04 +1.828240165e+04 +1.819031165e+04 +1.819031165e+04 +1.3854e+01 +1.1185e+01 +3.2777e+00 -2.1228e+00 -1.8086e-01
137 +1.511812553e+04 +1.511812553e+04 +1.502603553e+04 +1.502603553e+04 +1.3741e+01 +1.1540e+01 +3.4179e+00 -1.8383e+00 -1.6289e-01
396 +9.998547149e+03 +9.998547149e+03 +9.906457149e+03 +9.906457149e+03 +1.2846e+01 +1.1295e+01 +2.7644e+00 -1.8467e+00 -1.1702e-01
737 +6.197429685e+03 +6.197429685e+03 +6.105339685e+03 +6.105339685e+03 +1.2864e+01 +1.1306e+01 +2.0324e+00 -1.7561e+00 -1.2872e-01
1916 +3.972567964e+03 +3.972567964e+03 +3.880477964e+03 +3.880477964e+03 +1.2921e+01 +1.1207e+01 +1.2381e+00 -1.8417e+00 -1.1770e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.351910469e+06 +2.351910469e+06 +2.351822579e+06 +2.351822579e+06 -1.6107e+00 -3.0470e+00 +1.1317e+00 -3.8070e+00 -4.4540e+00
24 +2.952972600e+05 +2.952972600e+05 +2.952093700e+05 +2.952093700e+05 -4.0366e+00 -1.2957e+01 -3.4126e+00 -3.4198e+00 -2.6181e+00
34 +1.706356345e+05 +1.706356345e+05 +1.705477445e+05 +1.705477445e+05 -3.9792e+00 -1.0842e+01 -3.5524e+00 -4.0683e+00 -2.9607e+00
56 +1.327131548e+05 +1.327131548e+05 +1.326252648e+05 +1.326252648e+05 -3.3411e+00 -1.1743e+01 -2.8649e+00 -2.6264e+00 -2.7768e+00
58 +6.363821971e+04 +6.363821971e+04 +6.355032971e+04 +6.355032971e+04 -5.6387e+00 -1.1630e+01 -8.3223e-01 -2.4777e+00 -3.2951e+00
64 +1.198260176e+04 +1.198260176e+04 +1.189471176e+04 +1.189471176e+04 -4.9083e+00 -1.0743e+01 +1.4038e+00 -1.7872e+00 -3.1087e+00
119 +8.561196786e+03 +8.561196786e+03 +8.473306786e+03 +8.473306786e+03 -6.7978e+00 -9.9512e+00 +5.2777e-01 -1.9720e+00 -3.1039e+00
1423 +6.308147483e+03 +6.308147483e+03 +6.220257483e+03 +6.220257483e+03 -6.8706e+00 -9.0924e+00 +1.0944e+00 -2.1075e+00 -3.0830e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.486054160e+07 +2.486054160e+07 +2.486086179e+07 +2.486086179e+07 -2.9152e+00 -2.6663e+00 -6.8429e-01 +2.1165e+00 +1.5457e+00
4 +8.877192533e+05 +8.877192533e+05 +8.880394433e+05 +8.880394433e+05 +2.4669e+01 -7.9549e+00 -1.5332e+00 -2.1750e+00 -4.3989e+00
11 +9.393537033e+04 +9.393537033e+04 +9.425556033e+04 +9.425556033e+04 +3.1883e+01 -9.4202e-01 +7.1826e+00 +3.6915e-01 -3.5127e+00
70 +3.842285791e+04 +3.842285791e+04 +3.874304791e+04 +3.874304791e+04 +3.1978e+01 +4.7145e-01 +6.6865e+00 -3.4333e-01 -3.4339e+00
96 +2.473901635e+04 +2.473901635e+04 +2.505920635e+04 +2.505920635e+04 +3.2510e+01 -6.5616e-01 +5.0223e+00 -5.7555e-01 -3.5659e+00
137 +1.100512484e+04 +1.100512484e+04 +1.132531484e+04 +1.132531484e+04 +3.2473e+01 -9.6644e-01 +3.8809e+00 -5.6058e-01 -3.4639e+00
139 +6.785832069e+03 +6.785832069e+03 +7.106022069e+03 +7.106022069e+03 +3.2053e+01 -1.2613e+00 +3.2026e+00 -1.0684e+00 -3.5045e+00
165 +3.773056954e+03 +3.773056954e+03 +4.093246954e+03 +4.093246954e+03 +3.1734e+01 -1.0662e+00 +2.9990e+00 -8.0032e-01 -3.4512e+00
938 +2.478258060e+03 +2.478258060e+03 +2.798448060e+03 +2.798448060e+03 +3.1855e+01 -1.0273e+00 +2.4592e+00 -9.0624e-01 -3.4731e+00
1956 +1.576229016e+03 +1.576229016e+03 +1.896419016e+03 +1.896419016e+03 +3.1886e+01 -1.0454e+00 +1.9937e+00 -8.5245e-01 -3.4685e+00
