% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.696236566e+07 +1.696236566e+07 +1.696215578e+07 +1.696215578e+07 -1.1036e+00 -4.6767e-01 -1.6719e+00 +9.0755e-01 +1.3342e+00 -2.8161e+00 +1.2864e+00 -3.7631e+00 +4.7021e+00 -2.8829e+00 -1.4009e+00 +1.7752e+00 +1.4625e+00 -4.8633e+00 +9.1105e-01 +1.9039e+00 +2.4299e+00 +1.9225e+00 -4.4713e+00 +4.9919e+00
30 +1.315011803e+07 +1.315011803e+07 +1.314990815e+07 +1.314990815e+07 -3.1434e+00 -5.0959e+00 +7.4338e-02 +3.2545e+00 -9.3611e-01 -3.4702e+00 -9.7956e-01 -4.1395e+00 +3.2856e+00 +2.1882e+00 +3.5978e+00 +9.4752e-01 +2.2715e+00 -2.2653e+00 +3.5296e+00 -4.3113e-01 +3.0534e-01 +4.8590e+00 -3.8799e+00 +4.9173e+00
50 +6.279482585e+06 +6.279482585e+06 +6.279272705e+06 +6.279272705e+06 -8.6171e-01 +3.4227e+00 -1.4248e+00 +9.0646e+00 -4.3394e+00 -5.0671e+00 +7.2858e+00 -7.4957e+00 +8.3090e+00 +3.6035e+00 +7.8943e+00 -5.8708e+00 +3.5979e-01 +1.7575e+00 +4.1013e+00 -3.6711e+00 -4.1624e+00 +3.6520e+00 -9.3791e-02 +3.2012e+00
80 +3.798206211e+06 +3.798206211e+06 +3.797996331e+06 +3.797996331e+06 -3.4809e+00 +5.6010e+00 +2.0418e+00 +3.4852e+00 -5.1610e+00 -2.9285e+00 +7.3519e+00 -7.4858e+00 +7.6609e+00 -3.7630e+00 +1.2883e+01 -5.6162e+00 -4.4216e+00 +1.8088e+00 +3.6999e+00 -7.3349e+00 -4.9797e+00 +3.8034e+00 -3.6371e+00 +1.8597e+00
159 +1.678385034e+06 +1.678385034e+06 +1.678175154e+06 +1.678175154e+06 +4.4885e+00 +6.2593e+00 -4.8369e-01 -1.8498e+00 -1.0899e+01 -1.7033e+00 +9.0297e+00 -8.9984e+00 +1.8702e+00 -6.4899e+00 +1.1498e+01 -5.3627e-01 +1.7188e+00 -6.2061e+00 -9.4626e-01 -1.9651e-01 -2.5620e+00 +3.1876e+00 -3.3242e+00 +1.8680e+00
195 +1.311813558e+06 +1.311813558e+06 +1.311603678e+06 +1.311603678e+06 +4.8576e+00 +5.7612e+00 -9.1254e-01 -2.1557e+00 -1.1141e+01 -2.1506e+00 +8.9099e+00 -9.0737e+00 +2.8769e+00 -6.7348e+00 +1.0487e+01 -2.2278e+00 +3.5172e+00 -6.5525e+00 -1.2183e+00 -5.0010e-01 -2.2952e+00 +2.5231e+00 -2.0870e+00 +2.0816e+00
268 +7.824084389e+05 +7.824084389e+05 +7.821985589e+05 +7.821985589e+05 +3.5763e+00 +8.4456e+00 -1.1373e+00 -3.4119e+00 -9.1770e+00 +1.9114e-01 +1.2795e+01 -9.0698e+00 +4.3934e+00 -5.5457e+00 +1.1372e+01 -2.2464e+00 +5.3162e+00 -5.3685e+00 -3.2276e-02 -2.1768e+00 -3.3543e+00 +2.5478e+00 -2.1133e+00 +2.0969e+00
297 +6.260973628e+05 +6.260973628e+05 +6.258874828e+05 +6.258874828e+05 +2.1393e+00 +7.2506e+00 -3.1998e-01 -4.4222e+00 -8.9449e+00 -6.9455e-01 +1.3119e+01 -8.9178e+00 +2.4910e+00 -5.9006e+00 +1.0370e+01 -2.6195e+00 +6.3350e+00 -5.5993e+00 -5.7168e-01 -3.8179e+00 -2.6624e+00 +3.2347e+00 -2.5869e+00 +1.6865e+00
380 +3.936695508e+05 +3.936695508e+05 +3.934596708e+05 +3.934596708e+05 +1.2013e+00 +5.9226e+00 -3.4018e-02 -5.0940e+00 -7.2897e+00 -2.3934e+00 +1.3682e+01 -9.0433e+00 +3.5291e+00 -3.7238e+00 +9.8704e+00 -9.8905e-01 +5.2986e+00 -4.0631e+00 -1.3045e+00 -3.6062e+00 -3.1992e+00 +3.5643e+00 -2.5765e+00 +1.7483e+00
631 +2.508972474e+05 +2.508972474e+05 +2.506873674e+05 +2.506873674e+05 +5.7997e-01 +6.8520e+00 -1.2206e+00 -4.4191e+00 -7.2763e+00 -1.9794e+00 +1.3569e+01 -8.4530e+00 +3.7108e+00 -3.6664e+00 +1.0547e+01 +1.1836e-01 +5.9414e+00 -3.0455e+00 -1.3648e+00 -3.9004e+00 -3.1933e+00 +2.9138e+00 -2.3934e+00 +1.9261e+00
1065 +1.582470558e+05 +1.582470558e+05 +1.580371758e+05 +1.580371758e+05 +3.4336e-01 +7.5214e+00 -1.2170e+00 -5.0451e+00 -6.5903e+00 -1.9146e+00 +1.3710e+01 -8.1605e+00 +2.9830e+00 -3.1097e+00 +9.6651e+00 +8.1423e-01 +4.8582e+00 -1.4336e+00 -1.5593e+00 -3.7208e+00 -3.0966e+00 +3.0971e+00 -2.3931e+00 +1.9363e+00
2290 +9.979366084e+04 +9.979366084e+04 +9.958378084e+04 +9.958378084e+04 +3.0603e-01 +7.4351e+00 -1.3828e+00 -4.3171e+00 -6.7799e+00 -2.1318e+00 +1.3252e+01 -7.7616e+00 +2.7994e+00 -2.1054e+00 +7.0836e+00 +9.0902e-01 +4.1460e+00 -1.4039e+00 -1.4851e+00 -3.6896e+00 -3.0272e+00 +3.0618e+00 -2.3544e+00 +1.9184e+00
2888 +6.304206930e+04 +6.304206930e+04 +6.283218930e+04 +6.283218930e+04 +6.2869e-01 +7.4461e+00 -1.3887e+00 -4.4379e+00 -6.7904e+00 -2.5315e+00 +1.2719e+01 -7.3918e+00 +2.6161e+00 -1.6100e+00 +5.2176e+00 +1.1184e+00 +4.1189e+00 -1.4080e+00 -1.5159e+00 -3.7955e+00 -3.0347e+00 +3.0775e+00 -2.3827e+00 +1.9139e+00
3893 +3.980587763e+04 +3.980587763e+04 +3.959599763e+04 +3.959599763e+04 +8.6155e-01 +7.2244e+00 -1.3431e+00 -4.6328e+00 -6.8037e+00 -2.3009e+00 +1.2367e+01 -7.0003e+00 +2.2533e+00 -8.1127e-01 +3.6377e+00 +1.5844e+00 +3.9453e+00 -1.3193e+00 -1.5728e+00 -3.7636e+00 -3.0579e+00 +3.0600e+00 -2.3921e+00 +1.9311e+00
5491 +2.510282258e+04 +2.510282258e+04 +2.489294258e+04 +2.489294258e+04 +7.2175e-01 +7.2232e+00 -1.4453e+00 -4.6033e+00 -6.4798e+00 -2.2201e+00 +1.2089e+01 -6.5794e+00 +1.9220e+00 +1.9567e-01 +2.4104e+00 +1.5806e+00 +3.9748e+00 -1.4215e+00 -1.5201e+00 -3.7705e+00 -3.0764e+00 +3.0704e+00 -2.3711e+00 +1.9167e+00
9929 +1.584374267e+04 +1.584374267e+04 +1.563386267e+04 +1.563386267e+04 +6.6283e-01 +7.1918e+00 -1.3797e+00 -4.4916e+00 -6.4379e+00 -2.1182e+00 +1.1391e+01 -5.6785e+00 +9.8445e-01 +1.6408e+00 +1.4610e+00 +1.5779e+00 +3.9819e+00 -1.4051e+00 -1.5399e+00 -3.7570e+00 -3.0595e+00 +3.0613e+00 -2.3821e+00 +1.9229e+00
19199 +9.998291203e+03 +9.998291203e+03 +9.788411203e+03 +9.788411203e+03 +6.4895e-01 +7.1102e+00 -1.2701e+00 -4.3352e+00 -5.8958e+00 -1.6127e+00 +1.0485e+01 -3.6775e+00 -7.2582e-02 +2.4454e+00 +8.8674e-01 +1.5685e+00 +3.9924e+00 -1.4299e+00 -1.5260e+00 -3.7684e+00 -3.0590e+00 +3.0621e+00 -2.3766e+00 +1.9197e+00
29876 +6.309328359e+03 +6.309328359e+03 +6.099448359e+03 +6.099448359e+03 +5.7617e-01 +7.0622e+00 -1.2839e+00 -4.0911e+00 -5.3641e+00 -1.1181e+00 +8.8920e+00 -2.1850e+00 -7.0580e-01 +2.6352e+00 +8.7346e-01 +1.5503e+00 +3.9810e+00 -1.4124e+00 -1.5360e+00 -3.7694e+00 -3.0573e+00 +3.0634e+00 -2.3807e+00 +1.9198e+00
