% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.564089329e+02 +5.564089329e+02 +5.394689329e+02 +5.394689329e+02 -4.8103e+00 +8.6137e-01 +2.2533e+00 -1.2285e+00 +1.9446e+00 +3.2007e+00 -1.6444e+00 -2.5186e+00 -3.0792e+00 +1.6365e+00 +2.0895e+00 +1.2350e+00 -3.6089e+00 +1.6775e+00 -2.5909e+00 -1.0389e+00 -7.5005e-01 +4.0378e+00 +2.0260e+00 -3.3428e+00
17 +3.529590211e+02 +3.529590211e+02 +3.360190211e+02 +3.360190211e+02 -7.3241e+00 -1.9081e+00 +4.3016e+00 -1.1685e+00 +5.8280e+00 +2.1775e+00 +5.4175e+00 -7.2046e+00 -4.7983e+00 -4.2647e+00 +6.6640e+00 -1.0227e-02 -4.1968e+00 +1.8734e+00 +4.7879e+00 +2.3510e-01 +1.4406e+00 +9.9476e-01 +8.2246e+00 -2.4342e+00
88 +2.309782365e+02 +2.309782365e+02 +2.140382365e+02 +2.140382365e+02 -4.6218e+00 +2.9315e+00 -1.1308e+00 -6.2756e-01 -3.3901e+00 +1.0469e+00 +4.8617e+00 -6.5183e+00 -3.6353e+00 -3.2401e+00 +4.8547e+00 +2.5870e+00 -8.1502e+00 -1.3018e+00 +1.7236e+00 +1.0513e+00 +2.6516e+00 +1.0080e+00 +6.3715e+00 +5.4023e-01
95 +1.562071152e+02 +1.562071152e+02 +1.392671152e+02 +1.392671152e+02 -3.2226e+00 +2.5560e+00 -3.2607e+00 -2.7817e+00 -4.0581e+00 +1.9263e+00 +2.7301e+00 -4.6762e+00 -2.8240e+00 -6.7567e-01 +3.1208e+00 -1.8038e+00 -7.6506e+00 -3.4364e+00 +4.3505e-01 +1.8803e+00 +4.9077e+00 +5.6286e-01 +2.8308e+00 +1.8580e+00
142 +8.283914993e+01 +8.283914993e+01 +6.589914993e+01 +6.589914993e+01 -5.5098e-01 +5.8621e+00 +2.2963e+00 -2.9818e+00 -4.3931e+00 +8.9196e-01 +5.6737e+00 -3.6848e+00 +9.3315e-01 -8.1028e-01 +5.2449e+00 -2.1094e+00 -5.1713e+00 -4.3068e+00 -1.2298e+00 -1.3460e+00 +3.8152e+00 +2.5268e+00 +2.1115e+00 +1.1913e+00
234 +5.636017460e+01 +5.636017460e+01 +3.942017460e+01 +3.942017460e+01 +1.6351e+00 +4.9829e-01 -2.1575e+00 -3.8456e+00 -4.3030e+00 -1.4844e+00 +4.1237e+00 -2.9980e-01 +1.2463e+00 -6.3017e-01 +4.2198e+00 -2.3930e+00 -3.3989e+00 -3.5863e+00 -3.3780e-01 +1.1370e-01 +1.5662e+00 +4.2886e+00 +3.6253e+00 -2.5789e+00
374 +3.971365703e+01 +3.971365703e+01 +2.277365703e+01 +2.277365703e+01 -1.1241e-03 -8.7635e-01 -2.6077e+00 -1.1034e+00 -3.9926e+00 -1.8701e+00 +5.0885e+00 -3.6248e+00 +1.8080e+00 -1.1275e+00 +5.4086e+00 -3.8202e+00 -2.9959e+00 -2.4406e+00 +3.9516e-01 +2.0821e+00 +1.5018e+00 +1.5666e+00 +4.0605e+00 -2.4091e+00
969 +2.503942344e+01 +2.503942344e+01 +8.099423437e+00 +8.099423437e+00 +1.4414e-01 -1.0359e+00 -3.1892e+00 -1.1500e+00 -4.4537e+00 -2.1365e+00 +5.0584e+00 -3.1103e+00 +2.1509e+00 -1.0541e+00 +4.8843e+00 -3.0412e+00 -3.0897e+00 -2.3821e+00 -6.8981e-01 +1.6968e+00 +1.2723e+00 +2.2931e+00 +4.5311e+00 -2.4868e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.160421815e+01 +8.160421815e+01 +1.004142182e+02 +1.004142182e+02 +3.3636e+00 -3.5575e+00 -1.4580e+00 -8.2081e-01 +1.4192e+00 +1.7613e+00 +3.6976e+00 -1.2141e+00 +1.8280e+00 +4.7207e+00 +3.3160e+00 +1.9700e+00 -3.7868e-01 +1.8978e+00 +4.5225e-01 +3.3417e+00 -4.8760e+00 +3.0680e-01 +3.1728e+00 +1.4775e+00
93 +5.512549001e+01 +5.512549001e+01 +7.393549001e+01 +7.393549001e+01 +2.6350e+00 -5.1971e+00 -2.7379e+00 -2.8580e-01 +8.0576e-01 -5.4896e+00 -4.7677e+00 +2.2573e+00 +4.1646e+00 +4.8016e+00 -6.7908e-01 -2.3561e+00 +9.1228e-01 +1.1840e+00 -3.2209e+00 +1.9404e+00 +7.7356e-01 -6.5126e-01 +2.2047e-01 +5.8062e+00
627 +3.805354944e+01 +3.805354944e+01 +5.686354944e+01 +5.686354944e+01 +2.5196e+00 -5.0329e+00 -2.6272e+00 -3.3035e-01 +9.3280e-01 -5.1954e+00 -4.5164e+00 +2.5477e+00 +4.5523e+00 +5.0760e+00 -6.5200e-01 -2.5305e+00 +1.3149e+00 +1.1695e+00 -3.4432e+00 +1.7105e+00 +8.0603e-01 -3.4257e-01 +1.1459e-01 +5.5032e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.571820288e+02 +5.571820288e+02 +8.303320288e+02 +8.303320288e+02 -2.5603e-01 +1.6893e+00 -2.6988e-01 +1.8497e+00 -4.3139e+00 -3.9260e+00 +1.7168e+00 +2.5223e+00 -2.7938e+00 -4.3836e+00 -1.3266e+00 +4.2206e+00 +2.8826e+00 +7.0554e-01 +2.6266e+00 +4.1794e+00 -4.6825e+00 +3.8011e+00 -2.4056e+00 +7.2515e-04
28 +3.937716151e+02 +3.937716151e+02 +6.669216151e+02 +6.669216151e+02 -2.4492e-02 +5.0891e+00 +4.7583e-01 +2.3488e+00 -3.1267e+00 -9.4484e+00 +2.0690e+00 -1.5484e-01 -3.9133e+00 -3.0503e+00 -4.5452e+00 +3.5881e+00 -2.3068e+00 +2.8702e+00 +5.6089e+00 +8.7673e-01 -2.3638e-01 -1.8921e+00 -2.6738e+00 -1.5829e+00
131 +2.109462589e+02 +2.109462589e+02 +4.840962589e+02 +4.840962589e+02 -4.8158e-02 +3.8586e+00 -9.4621e-01 +7.6058e+00 -5.6559e+00 -1.2925e+00 +1.8800e-01 +3.4859e+00 -4.4907e+00 +1.5486e+00 -2.2747e+00 +4.2094e+00 -4.0419e+00 +2.3843e+00 +3.2138e+00 -5.7687e-01 -3.3197e+00 -1.8387e+00 -3.7752e+00 -5.6150e+00
