1: crossover='0.9', mutation='0.1', n_generations='100'
37: crossover='0.09546444525408204', mutation='0.26082663096834113', n_generations='249'
38: crossover='0.4187673176763755', mutation='0.08006032181819589', n_generations='229'
39: crossover='0.5182514175088357', mutation='0.42345799338828993', n_generations='116'
40: crossover='0.9299478213162125', mutation='0.07995976563281848', n_generations='193'
41: crossover='0.5659623892681132', mutation='0.711017019370852', n_generations='140'
42: crossover='0.22698480961898626', mutation='0.07993142921344576', n_generations='116'
43: crossover='0.8652435829394831', mutation='0.4020859086141415', n_generations='183'
44: crossover='0.19607467274763257', mutation='0.24169040245149065', n_generations='234'
45: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='212'
46: crossover='0.38909084909841385', mutation='0.5364949846059204', n_generations='104'
47: crossover='0.13946179224880362', mutation='0.8159094978237473', n_generations='158'
48: crossover='0.33778540662390266', mutation='0.07987229385076', n_generations='237'
49: crossover='0.8715902510553001', mutation='0.7696804480443138', n_generations='116'
50: crossover='0.88450570845022', mutation='0.07983964702469237', n_generations='164'
51: crossover='0.33862282901884644', mutation='0.7970915125742384', n_generations='105'
52: crossover='0.9759995018931075', mutation='0.32373165228601586', n_generations='163'
53: crossover='0.2560974078935351', mutation='0.44302438223998564', n_generations='86'
54: crossover='0.4447973016472567', mutation='0.08117693989289976', n_generations='86'
55: crossover='0.19202416408730105', mutation='0.7813244265257077', n_generations='60'
56: crossover='0.2621456306167377', mutation='0.022406441807655497', n_generations='157'
57: crossover='0.3214357238628641', mutation='0.07982435915287778', n_generations='54'
58: crossover='0.09145006399137023', mutation='0.7676914219094866', n_generations='154'
59: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='156'
60: crossover='0.020277699542987637', mutation='0.05993146069233002', n_generations='52'
61: crossover='0.800909020674127', mutation='0.0811301390872502', n_generations='150'
62: crossover='0.6710907240427945', mutation='0.3279377827298985', n_generations='156'
63: crossover='0.4704937733412349', mutation='0.08099188296527482', n_generations='190'
64: crossover='0.5716993779202865', mutation='0.26294655816916745', n_generations='58'
65: crossover='0.1358758819818987', mutation='0.8976078243771475', n_generations='80'
66: crossover='0.9923513083355628', mutation='0.27731153528381147', n_generations='189'
67: crossover='0.42250447584217576', mutation='0.08072096175143784', n_generations='86'
68: crossover='0.4905509223039116', mutation='0.39438349238975834', n_generations='178'
69: crossover='0.3957742180960513', mutation='0.2067615769136011', n_generations='179'
70: crossover='0.365683172172225', mutation='0.09821287592367478', n_generations='222'
71: crossover='0.24564970442303946', mutation='0.0807705218216499', n_generations='96'
72: crossover='0.3667540474334655', mutation='0.8706192703429215', n_generations='218'
73: crossover='0.9858420209909974', mutation='0.08077965382643282', n_generations='68'
74: crossover='0.7026112948970458', mutation='0.9666932755657612', n_generations='72'
75: crossover='0.4462992145318979', mutation='0.7732094799984687', n_generations='155'
76: crossover='0.7045008159805497', mutation='0.9382543334003269', n_generations='81'
77: crossover='0.4097539514168229', mutation='0.6248130906082767', n_generations='85'
78: crossover='0.2679105246633705', mutation='0.38857837762718095', n_generations='152'
79: crossover='0.29634547315451787', mutation='0.08086924791546612', n_generations='51'
80: crossover='0.30909286556504756', mutation='0.26973867435698473', n_generations='236'
81: crossover='0.34256796219939056', mutation='0.08077874825902054', n_generations='219'
82: crossover='0.19941532177915944', mutation='0.9055136547385275', n_generations='210'
83: crossover='0.5235841754823817', mutation='0.08080270997144234', n_generations='131'
84: crossover='0.5024691797475872', mutation='0.647830579182445', n_generations='52'
85: crossover='0.3117670074291623', mutation='0.7594159551345192', n_generations='50'
86: crossover='0.34925033055184695', mutation='0.7202156242537184', n_generations='171'
87: crossover='0.1411556191318688', mutation='0.9103049902969029', n_generations='51'
88: crossover='0.16890809807782003', mutation='0.8160637414411852', n_generations='83'
89: crossover='0.03304226041980751', mutation='0.08103445073743265', n_generations='133'
90: crossover='0.21327017722374997', mutation='0.9321858037311793', n_generations='55'
91: crossover='0.27240477010049385', mutation='0.08080270997144234', n_generations='131'
92: crossover='0.6275091135683709', mutation='0.3036888901413456', n_generations='71'
93: crossover='0.611859645745752', mutation='0.07977996772398754', n_generations='129'
94: crossover='0.510816730040614', mutation='0.43563132694485474', n_generations='235'
95: crossover='0.11131193807178796', mutation='0.07980873016412904', n_generations='167'
96: crossover='0.7747768443651536', mutation='0.7230366430038092', n_generations='156'
97: crossover='0.4629496902111502', mutation='0.5642377907795387', n_generations='103'
98: crossover='0.9720748561314414', mutation='0.32066344725816587', n_generations='100'
99: crossover='0.399340979234908', mutation='0.08052740915319223', n_generations='182'
100: crossover='0.97890450375369', mutation='0.35918821548807145', n_generations='208'
101: crossover='0.9199108897220987', mutation='0.23257756016764142', n_generations='50'
102: crossover='0.47132014579241144', mutation='0.9429614332376356', n_generations='219'
103: crossover='0.7601560861131563', mutation='0.08083315290647464', n_generations='199'
104: crossover='0.860723423636309', mutation='0.44667643400491563', n_generations='111'
105: crossover='0.8342471375950515', mutation='0.08094297288015317', n_generations='211'
106: crossover='0.9284947323191244', mutation='0.6802957228034991', n_generations='246'
107: crossover='0.46149521053700515', mutation='0.11771060931784538', n_generations='172'
108: crossover='0.8670522497442711', mutation='0.6588535816418067', n_generations='80'
109: crossover='0.3963929027745873', mutation='0.6497086900309774', n_generations='235'
110: crossover='0.9017460035586226', mutation='0.4955472072665389', n_generations='53'
111: crossover='0.4695479634970926', mutation='0.08088645958871454', n_generations='184'
112: crossover='0.17242164086285927', mutation='0.5537860413624285', n_generations='65'
113: crossover='0.3214357238628641', mutation='0.07982435915287778', n_generations='52'
114: crossover='0.7713247057746933', mutation='0.1324717531566153', n_generations='241'
115: crossover='0.7423712577686283', mutation='0.08092929157583129', n_generations='65'
116: crossover='0.2502003544287166', mutation='0.08453407308892769', n_generations='52'
117: crossover='0.36154613459652596', mutation='0.08082887960774598', n_generations='229'
118: crossover='0.5898036576629233', mutation='0.16419660601491215', n_generations='191'
119: crossover='0.3935063729635369', mutation='0.08052740915319223', n_generations='182'
120: crossover='0.8638299432834138', mutation='0.3653597306710942', n_generations='60'
121: crossover='0.23820519731854306', mutation='0.08486915077406809', n_generations='165'
122: crossover='0.9873379573362989', mutation='0.3099361721988205', n_generations='222'
123: crossover='0.3962513008611681', mutation='0.2925379603691859', n_generations='234'
124: crossover='0.10558992122679844', mutation='0.37800581868880145', n_generations='171'
125: crossover='0.7511061082243113', mutation='0.08090337014172322', n_generations='153'
126: crossover='0.625696929031249', mutation='0.258129054027453', n_generations='250'
127: crossover='0.45846385029420167', mutation='0.08323564211789536', n_generations='195'
128: crossover='0.2001816549427986', mutation='0.9524512864710314', n_generations='176'
129: crossover='0.6909545846284647', mutation='0.08092387179427274', n_generations='168'
130: crossover='0.5936924692573818', mutation='0.41235427658853474', n_generations='228'
131: crossover='0.396331297227972', mutation='0.758577002226157', n_generations='65'
132: crossover='0.9990323109967753', mutation='0.3546383037981371', n_generations='72'
133: crossover='0.45584892815458233', mutation='0.4616454462127374', n_generations='157'
134: crossover='0.43198614886636855', mutation='0.2258889383152013', n_generations='206'
135: crossover='0.803674076014851', mutation='0.07976534919161804', n_generations='151'
136: crossover='0.8419769927904707', mutation='0.3718884462938905', n_generations='209'
137: crossover='0.39636625613240406', mutation='0.3491440103527018', n_generations='200'
138: crossover='0.9445962014253079', mutation='0.5016498197785784', n_generations='83'
139: crossover='0.24418464277081797', mutation='0.08005742872287902', n_generations='53'
140: crossover='0.5978208320226389', mutation='0.39279079708549014', n_generations='100'
141: crossover='0.23693339747847375', mutation='0.07978156756620469', n_generations='223'
142: crossover='0.6367713414009195', mutation='0.4013279678226741', n_generations='71'
143: crossover='0.45717730003955337', mutation='0.2546790238107812', n_generations='195'
144: crossover='0.6960614412397698', mutation='0.9035415882678633', n_generations='207'
145: crossover='0.06729572465434464', mutation='0.08090454002539837', n_generations='122'
146: crossover='0.9639763504373728', mutation='0.28594161626036385', n_generations='246'
147: crossover='0.42079539977652725', mutation='0.07975648933223822', n_generations='196'
148: crossover='0.511060034074255', mutation='0.4813819182286675', n_generations='54'
149: crossover='0.4579084405645305', mutation='0.3011045489005001', n_generations='139'
150: crossover='0.2569048240580575', mutation='0.5533229757377097', n_generations='232'
151: crossover='0.3941060194850149', mutation='0.08171802417919949', n_generations='72'
152: crossover='0.26267887057294237', mutation='0.33498076209397376', n_generations='244'
153: crossover='0.3069794589957059', mutation='0.08403150872128018', n_generations='249'
154: crossover='0.8493591986487734', mutation='0.8015673641214853', n_generations='196'
155: crossover='0.7362084346249724', mutation='0.08455623743311247', n_generations='234'
156: crossover='0.6836050130646926', mutation='0.7891715293112508', n_generations='165'
157: crossover='0.3964294475432547', mutation='0.08248329040807711', n_generations='95'
