1: crossover='0.9', mutation='0.1', n_generations='100'
37: crossover='0.09546444525408204', mutation='0.26082663096834113', n_generations='249'
38: crossover='0.4187673176763755', mutation='0.08006032181819589', n_generations='229'
39: crossover='0.5182514175088357', mutation='0.42345799338828993', n_generations='116'
40: crossover='0.9299478213162125', mutation='0.07995976563281848', n_generations='193'
41: crossover='0.5659623892681132', mutation='0.711017019370852', n_generations='140'
42: crossover='0.22698480961898626', mutation='0.07993142921344576', n_generations='116'
43: crossover='0.8652435829394831', mutation='0.4020859086141415', n_generations='183'
44: crossover='0.19607467274763257', mutation='0.24169040245149065', n_generations='234'
45: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='212'
46: crossover='0.38909084909841385', mutation='0.5364949846059204', n_generations='104'
47: crossover='0.13946179224880362', mutation='0.8159094978237473', n_generations='158'
48: crossover='0.33778540662390266', mutation='0.07987229385076', n_generations='237'
49: crossover='0.8715902510553001', mutation='0.7696804480443138', n_generations='116'
50: crossover='0.88450570845022', mutation='0.07983964702469237', n_generations='164'
51: crossover='0.33862282901884644', mutation='0.7970915125742384', n_generations='105'
52: crossover='0.9759995018931075', mutation='0.32373165228601586', n_generations='163'
53: crossover='0.2560974078935351', mutation='0.44302438223998564', n_generations='86'
54: crossover='0.4447973016472567', mutation='0.08117693989289976', n_generations='86'
55: crossover='0.19202416408730105', mutation='0.7813244265257077', n_generations='60'
56: crossover='0.2621456306167377', mutation='0.022406441807655497', n_generations='157'
57: crossover='0.3214357238628641', mutation='0.07982435915287778', n_generations='54'
58: crossover='0.09145006399137023', mutation='0.7676914219094866', n_generations='154'
59: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='156'
60: crossover='0.020277699542987637', mutation='0.05993146069233002', n_generations='52'
61: crossover='0.800909020674127', mutation='0.0811301390872502', n_generations='150'
62: crossover='0.6710907240427945', mutation='0.3279377827298985', n_generations='156'
63: crossover='0.4704937733412349', mutation='0.08099188296527482', n_generations='190'
64: crossover='0.5716993779202865', mutation='0.26294655816916745', n_generations='58'
=======
14: crossover='0.09898328870219542', mutation='0.09811297098307104', n_generations='214'
15: crossover='0.5704204772131738', mutation='0.3569901145039619', n_generations='147'
16: crossover='0.11602646734537392', mutation='0.8825264536076288', n_generations='67'
17: crossover='0.7815053772148964', mutation='0.6064659400581144', n_generations='190'
18: crossover='0.6702090665398371', mutation='0.09967551296086352', n_generations='147'
19: crossover='0.588234113918894', mutation='0.863535602730505', n_generations='50'
20: crossover='0.02473247522449018', mutation='0.15291741607787424', n_generations='114'
21: crossover='0.8592108165350109', mutation='0.18891407031199314', n_generations='89'
22: crossover='0.9455949127662855', mutation='0.09916876237079353', n_generations='102'
23: crossover='0.11247628854806002', mutation='0.5735264058028544', n_generations='140'
24: crossover='0.1024639787676721', mutation='0.13870290588298673', n_generations='132'
25: crossover='0.33838344526173203', mutation='0.9831731443968531', n_generations='190'
26: crossover='0.11000112602815781', mutation='0.2685454554328571', n_generations='231'
27: crossover='0.531169152544542', mutation='0.5654490146133884', n_generations='195'
28: crossover='0.17391788683644382', mutation='0.09959885910894084', n_generations='110'
29: crossover='0.061863378253936396', mutation='0.7322949876745211', n_generations='113'
30: crossover='0.25901571543286517', mutation='0.09962549081240979', n_generations='220'
31: crossover='0.6185094167234021', mutation='0.5490848467823859', n_generations='186'
32: crossover='0.10767146754788393', mutation='0.15544995707033016', n_generations='157'
33: crossover='0.726516085282425', mutation='8.125441561558366E-4', n_generations='134'
34: crossover='0.02473247522449018', mutation='0.017907732321970654', n_generations='114'
35: crossover='0.3472972660792829', mutation='0.3886710456384258', n_generations='158'
36: crossover='0.4929889646880615', mutation='0.024460751289082427', n_generations='214'
37: crossover='0.09546444525408204', mutation='0.26082663096834113', n_generations='249'
38: crossover='0.08950390730468816', mutation='0.021200825320543903', n_generations='149'
39: crossover='0.5182514175088357', mutation='0.42345799338828993', n_generations='116'
40: crossover='0.39387075308222075', mutation='0.019449608056988033', n_generations='114'
41: crossover='0.5659623892681132', mutation='0.711017019370852', n_generations='140'
42: crossover='0.22136821659410788', mutation='0.018857019134218667', n_generations='73'
43: crossover='0.8652435829394831', mutation='0.4020859086141415', n_generations='183'
44: crossover='0.707684894835854', mutation='0.019212479978075958', n_generations='96'
45: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='212'
46: crossover='0.922981378835172', mutation='0.01905447974012675', n_generations='163'
47: crossover='0.13946179224880362', mutation='0.8159094978237473', n_generations='158'
48: crossover='0.06704286560483219', mutation='0.018984602026752673', n_generations='129'
49: crossover='0.8715902510553001', mutation='0.7696804480443138', n_generations='116'
50: crossover='0.7250510892955815', mutation='0.4512989054721479', n_generations='164'
51: crossover='0.33862282901884644', mutation='0.7970915125742384', n_generations='105'
52: crossover='0.05085852290734849', mutation='0.7497200766637603', n_generations='132'
53: crossover='0.2560974078935351', mutation='0.44302438223998564', n_generations='86'
54: crossover='0.1042876473605776', mutation='0.3663304557840371', n_generations='110'
55: crossover='0.19202416408730105', mutation='0.7813244265257077', n_generations='60'
56: crossover='0.9991134900554108', mutation='0.5826782807312648', n_generations='95'
57: crossover='0.2621456306167377', mutation='0.022406441807655497', n_generations='157'
58: crossover='0.984376978637268', mutation='0.5703708479002373', n_generations='132'
59: crossover='0.09145006399137023', mutation='0.7676914219094866', n_generations='154'
60: crossover='0.036040831865213674', mutation='0.5820162952837509', n_generations='233'
61: crossover='0.020277699542987637', mutation='0.05993146069233002', n_generations='52'
62: crossover='0.7265586136702836', mutation='0.5350089871440837', n_generations='214'
63: crossover='0.6710907240427945', mutation='0.3279377827298985', n_generations='156'
64: crossover='0.032676292732675805', mutation='0.7248839768917197', n_generations='108'
65: crossover='0.5716993779202865', mutation='0.26294655816916745', n_generations='58'
>>>>>>> 624235e000e2bd040875708a9ab7828e6d9632d6
