1: crossover='0.9', mutation='0.1', n_generations='100'
38: crossover='0.46238401654257344', mutation='0.7693139506482332', n_generations='63'
39: crossover='0.210513009160884', mutation='0.419944679646188', n_generations='58'
40: crossover='0.46430105811609346', mutation='0.7973782379697064', n_generations='196'
41: crossover='0.6748395693388771', mutation='0.17464543274781286', n_generations='138'
42: crossover='0.48931050604430326', mutation='0.702712578042501', n_generations='83'
43: crossover='0.9417574478135818', mutation='0.15445484336812243', n_generations='93'
44: crossover='0.9647074424556555', mutation='0.03799280948127026', n_generations='80'
45: crossover='0.41383301175887666', mutation='0.00816195588149049', n_generations='229'
46: crossover='0.9261582526552972', mutation='0.7904732601633802', n_generations='83'
47: crossover='0.2886345015175167', mutation='0.8769630801283063', n_generations='233'
48: crossover='0.5491174778580652', mutation='0.7674715485245782', n_generations='68'
49: crossover='0.6092670472212578', mutation='0.19638442293805847', n_generations='155'
50: crossover='0.541740657988688', mutation='0.858545882147582', n_generations='184'
51: crossover='0.9936884184373609', mutation='0.5284252251954108', n_generations='121'
52: crossover='0.5159024780337406', mutation='0.8722866069088828', n_generations='103'
53: crossover='0.916479445852145', mutation='0.050575825447457534', n_generations='91'
54: crossover='0.4653382927875893', mutation='0.8122902856774201', n_generations='101'
55: crossover='0.41445115250965936', mutation='0.8168866830537911', n_generations='68'
56: crossover='0.5542463519545886', mutation='0.858545882147582', n_generations='92'
57: crossover='0.39192153042217515', mutation='0.34634255680801107', n_generations='213'
58: crossover='0.5502800349017648', mutation='0.09334859146930319', n_generations='91'
59: crossover='0.12276747803923727', mutation='0.6121097751710899', n_generations='195'
60: crossover='0.5459674166796255', mutation='0.6268902052366421', n_generations='99'
61: crossover='0.5144056626758068', mutation='0.43270049078736583', n_generations='81'
62: crossover='0.49447099105819725', mutation='0.33600355759792866', n_generations='71'
63: crossover='0.7229337933828431', mutation='0.5527570822241152', n_generations='99'
64: crossover='0.4697650786230999', mutation='0.4528078590396035', n_generations='66'
65: crossover='0.6802239524242568', mutation='0.9420288707474422', n_generations='191'
66: crossover='0.924779692666426', mutation='0.3878771284805672', n_generations='66'
67: crossover='0.050814065632808436', mutation='0.5302317227692178', n_generations='214'
68: crossover='0.9244157533199919', mutation='0.20364427583691058', n_generations='237'
69: crossover='0.7537357469636367', mutation='0.828418956598732', n_generations='172'
70: crossover='0.5354277393602963', mutation='0.8616092120526204', n_generations='67'
71: crossover='0.6735128689276245', mutation='0.2708685254940426', n_generations='149'
72: crossover='0.28609718489471725', mutation='0.7674375832618521', n_generations='231'
73: crossover='0.5423795184279673', mutation='0.12290426962649548', n_generations='167'
74: crossover='0.1369043351564586', mutation='0.7677580307012905', n_generations='167'
75: crossover='0.6355256785666064', mutation='0.08736105484079693', n_generations='204'
76: crossover='0.48703589615647425', mutation='0.8093399972689772', n_generations='121'
77: crossover='0.5725325673761018', mutation='0.8924669481104431', n_generations='246'
78: crossover='0.4697922550898215', mutation='0.7674715485245782', n_generations='110'
79: crossover='0.0723414998638513', mutation='0.026010268646229573', n_generations='177'
80: crossover='0.11548678269409363', mutation='0.7794583224148087', n_generations='139'
81: crossover='0.2916638897850401', mutation='0.8695021557576943', n_generations='61'
82: crossover='0.9414296906699604', mutation='0.7519895812603495', n_generations='96'
83: crossover='0.6559995993905715', mutation='0.21946774884717846', n_generations='219'
84: crossover='0.9767966032315081', mutation='0.034161629920889225', n_generations='142'
85: crossover='0.8202756461823327', mutation='0.43681767896733414', n_generations='139'
86: crossover='0.7919407733434312', mutation='0.7450280223166101', n_generations='237'
87: crossover='0.6078188518677983', mutation='0.33049823978670234', n_generations='71'
88: crossover='0.9298812644699', mutation='0.6596927537867499', n_generations='90'
89: crossover='0.901904621649393', mutation='0.8432410032705577', n_generations='178'
90: crossover='0.6556578719606199', mutation='0.7133369301173048', n_generations='150'
91: crossover='0.48581730869557826', mutation='0.49604214343092834', n_generations='74'
92: crossover='0.5060008319376521', mutation='0.7965631351584095', n_generations='122'
93: crossover='0.9673138995728228', mutation='0.6463491548747546', n_generations='123'
94: crossover='0.6118170754544042', mutation='0.7091722924894686', n_generations='84'
95: crossover='0.45683091770747986', mutation='0.2945608609208581', n_generations='142'
96: crossover='0.7325207589528211', mutation='0.7463681843233448', n_generations='228'
97: crossover='0.7388526807108466', mutation='0.8614198463527266', n_generations='50'
98: crossover='0.3742171012730148', mutation='0.7969980038239854', n_generations='127'
99: crossover='0.8754968129061432', mutation='0.10107617505028044', n_generations='242'
100: crossover='0.5242900633910866', mutation='0.7976325094417251', n_generations='88'
101: crossover='0.6640908658682784', mutation='0.24845246083412453', n_generations='79'
102: crossover='0.5134214575058774', mutation='0.7815222961053473', n_generations='60'
103: crossover='0.2112669300563076', mutation='0.8359936784285312', n_generations='81'
104: crossover='0.5327523160617971', mutation='0.7962636479220884', n_generations='223'
105: crossover='0.9050082914727147', mutation='0.0579837226580906', n_generations='184'
106: crossover='0.15217311870456818', mutation='0.8587732986062703', n_generations='116'
107: crossover='0.755904432634135', mutation='0.6469805459479001', n_generations='88'
108: crossover='0.5478157242646104', mutation='0.6761655465022244', n_generations='67'
109: crossover='0.8678326377940097', mutation='0.36961383850108187', n_generations='184'
110: crossover='0.526447341375061', mutation='0.7813985657557402', n_generations='153'
111: crossover='0.21361532194664878', mutation='0.9033305765374477', n_generations='133'
112: crossover='0.4660121593039007', mutation='0.2986378426902948', n_generations='80'
113: crossover='0.14324771575598738', mutation='0.7504018059585306', n_generations='93'
114: crossover='0.6113784407018573', mutation='0.7504115959135361', n_generations='78'
115: crossover='0.5790968515558119', mutation='0.4308122643453449', n_generations='52'
116: crossover='0.5305244648213987', mutation='0.7836113016330664', n_generations='186'
117: crossover='0.19725732208102498', mutation='0.22639158231417467', n_generations='150'
118: crossover='0.5352426913234161', mutation='0.7913429205043446', n_generations='60'
119: crossover='0.5885854259554546', mutation='0.1575825566442809', n_generations='52'
120: crossover='0.5166597867168959', mutation='0.8387495692763938', n_generations='225'
121: crossover='0.07289023864810862', mutation='0.8361960692789646', n_generations='167'
122: crossover='0.5330032767498564', mutation='0.7686747796875658', n_generations='157'
123: crossover='0.051479629310482', mutation='0.3614925076515296', n_generations='84'
124: crossover='0.47972284676793575', mutation='0.897338988232368', n_generations='100'
125: crossover='0.7532189486069155', mutation='0.4911552068682965', n_generations='125'
126: crossover='0.5480464881144469', mutation='0.7141392786990924', n_generations='68'
127: crossover='0.2889850418291061', mutation='0.6682927982885482', n_generations='155'
128: crossover='0.8979953790899925', mutation='0.7511388477653776', n_generations='80'
129: crossover='0.21445540920193107', mutation='0.2275097687726133', n_generations='100'
130: crossover='0.47647847490341466', mutation='0.7974522675549552', n_generations='157'
131: crossover='0.6423223841167478', mutation='0.5255410907089769', n_generations='154'
132: crossover='0.4720865055295068', mutation='0.8203110419609537', n_generations='105'
133: crossover='0.2173658553358362', mutation='0.1444296847883585', n_generations='183'
134: crossover='0.5477527421711348', mutation='0.8789008044565858', n_generations='190'
135: crossover='0.10079076945350385', mutation='0.024419367578362494', n_generations='231'
136: crossover='0.04973659517182982', mutation='0.3591824059698733', n_generations='102'
137: crossover='0.06493751842267037', mutation='0.6656188510153231', n_generations='58'
138: crossover='0.5264730928824782', mutation='0.8524449027528368', n_generations='156'
139: crossover='0.0983564877819566', mutation='0.91149469151952', n_generations='71'
140: crossover='0.02269227277064989', mutation='0.780902320906577', n_generations='141'
141: crossover='0.05788829405955931', mutation='0.05050776934236223', n_generations='84'
142: crossover='0.9295045803023018', mutation='0.05352796900172441', n_generations='83'
143: crossover='0.6396429575623714', mutation='0.16288415116051624', n_generations='105'
144: crossover='0.5357975643497325', mutation='0.1864539043120481', n_generations='238'
145: crossover='0.2717647872433977', mutation='0.1454700603379655', n_generations='155'
146: crossover='0.47066767353749794', mutation='0.9097142125440854', n_generations='129'
147: crossover='0.24985426282041867', mutation='0.3342462356782555', n_generations='86'
148: crossover='0.5330032767498564', mutation='0.9037265173317024', n_generations='77'
149: crossover='0.8669279004100475', mutation='0.7860998673543957', n_generations='66'
150: crossover='0.5317813879485321', mutation='0.751409070891532', n_generations='235'
151: crossover='0.3017396804292589', mutation='0.8273934640820703', n_generations='176'
152: crossover='0.5263291001354212', mutation='0.851516193112546', n_generations='71'
153: crossover='0.11091190329460798', mutation='0.7467206671241798', n_generations='240'
154: crossover='0.5292928321295063', mutation='0.7613463730788724', n_generations='143'
155: crossover='0.7637990340496252', mutation='0.14567396338456773', n_generations='223'
156: crossover='0.13768682732887572', mutation='0.7908225057912265', n_generations='125'
157: crossover='0.8429990781170228', mutation='0.1350008568520903', n_generations='169'
158: crossover='0.549727580736634', mutation='0.6253892863902231', n_generations='144'
159: crossover='0.4164770529128903', mutation='0.9970288332404774', n_generations='101'
160: crossover='0.09505236340044054', mutation='0.7811002116199883', n_generations='102'
161: crossover='0.6148491483868486', mutation='0.9810416467444519', n_generations='117'
162: crossover='0.5485509134721024', mutation='0.9585571087036389', n_generations='133'
163: crossover='0.24883631332582945', mutation='0.7107364811744077', n_generations='190'
164: crossover='0.5487676166525051', mutation='0.875388577290855', n_generations='169'
165: crossover='0.9077489391092408', mutation='0.7075820877176845', n_generations='182'
166: crossover='0.5531283044272186', mutation='0.9457430922211728', n_generations='68'
167: crossover='0.31100376233894467', mutation='0.03421019377718104', n_generations='56'
168: crossover='0.5506994914341172', mutation='0.8931575507215337', n_generations='126'
169: crossover='0.09682534382498242', mutation='0.7161591250448799', n_generations='239'
170: crossover='0.5501213523593823', mutation='0.8823714342548149', n_generations='103'
171: crossover='0.08834611845092954', mutation='0.8720034964527884', n_generations='209'
172: crossover='0.5159024780337406', mutation='0.7966618474253595', n_generations='163'
173: crossover='0.3396947698359384', mutation='0.6619499874886611', n_generations='177'
174: crossover='0.5487938978144278', mutation='0.8875711489953901', n_generations='191'
175: crossover='0.6253849724327974', mutation='0.3631392271468551', n_generations='56'
176: crossover='0.54907165186118', mutation='0.6526333339920861', n_generations='125'
177: crossover='0.1902955294589066', mutation='0.22668887668579052', n_generations='108'
178: crossover='0.5494445344567646', mutation='0.3024470765896209', n_generations='85'
179: crossover='0.6103047525017649', mutation='0.9882136655527243', n_generations='186'
180: crossover='0.5497695427450858', mutation='0.9450194973306352', n_generations='181'
181: crossover='0.6848099965555967', mutation='0.2557737017724837', n_generations='111'
182: crossover='0.5490513174323316', mutation='0.833634363477266', n_generations='143'
183: crossover='0.21929823049164443', mutation='0.06610235355027161', n_generations='179'
184: crossover='0.5493532549318298', mutation='0.8587613880301125', n_generations='70'
185: crossover='0.8232829443479407', mutation='0.8671600086210484', n_generations='212'
186: crossover='0.5492781901249667', mutation='0.18194815021879462', n_generations='199'
187: crossover='0.6676676931379771', mutation='0.1228250091813975', n_generations='175'
188: crossover='0.5491674873804155', mutation='0.09151169033666862', n_generations='132'
189: crossover='0.8052538959134089', mutation='0.8067429302037843', n_generations='167'
190: crossover='0.13051944293847462', mutation='0.9125484018400278', n_generations='250'
191: crossover='0.9839727965441353', mutation='0.5720547643749774', n_generations='205'
192: crossover='0.5060654885260424', mutation='0.810806075489644', n_generations='188'
193: crossover='0.4045724527730983', mutation='0.5388449450318076', n_generations='119'
194: crossover='0.5491079625026419', mutation='0.4767206451493404', n_generations='64'
195: crossover='0.5753690850789568', mutation='0.18507721663783383', n_generations='153'
196: crossover='0.5159024780337406', mutation='0.8722866069088828', n_generations='118'
197: crossover='0.6337130700259933', mutation='0.7723978487477747', n_generations='122'
198: crossover='0.4834727448258809', mutation='0.6116560834315643', n_generations='237'
199: crossover='0.45097430636974356', mutation='0.9763731032088263', n_generations='147'
200: crossover='0.5493137934694192', mutation='0.96239966173865', n_generations='68'
201: crossover='0.7526680253475408', mutation='0.09613228828446863', n_generations='88'
202: crossover='0.9546699663159339', mutation='0.09664007337252278', n_generations='144'
203: crossover='0.14421132428261363', mutation='0.35553395140239064', n_generations='123'
204: crossover='0.5921610934167514', mutation='0.7974522675549552', n_generations='107'
205: crossover='0.11712818435915695', mutation='0.6387415776290318', n_generations='234'
206: crossover='0.2669516652355661', mutation='0.8112912455079521', n_generations='239'
207: crossover='0.45054255079850003', mutation='0.029154228851281383', n_generations='78'
208: crossover='0.023808443771922372', mutation='0.061405839374473414', n_generations='87'
209: crossover='0.24476012987544948', mutation='0.9310983793915595', n_generations='170'
210: crossover='0.0388965127221359', mutation='0.06479999638613843', n_generations='89'
211: crossover='0.9287736420292159', mutation='0.40958314599377565', n_generations='240'
212: crossover='0.030077353860999523', mutation='0.010831038552794214', n_generations='59'
213: crossover='0.5041075549001073', mutation='0.9388131879190353', n_generations='213'
214: crossover='0.027388572318719828', mutation='0.058153834680405025', n_generations='84'
215: crossover='0.8271543637681018', mutation='0.9157644590194203', n_generations='167'
216: crossover='0.02524561742348541', mutation='0.020987359495064584', n_generations='109'
217: crossover='0.9521964955771343', mutation='0.18618197082696542', n_generations='70'
218: crossover='0.02465746792444501', mutation='0.094433464651553', n_generations='59'
219: crossover='0.625315576800461', mutation='0.3372417837610887', n_generations='71'
220: crossover='0.024610861404354756', mutation='0.005024083229786647', n_generations='134'
221: crossover='0.23854322454493848', mutation='0.48228479867582374', n_generations='146'
222: crossover='0.024307562682406303', mutation='0.9155073995590135', n_generations='165'
223: crossover='0.4124938209471205', mutation='0.21289623997760698', n_generations='70'
224: crossover='0.11897036399039783', mutation='0.061405839374473414', n_generations='75'
225: crossover='0.45597206704133353', mutation='0.9834270894458761', n_generations='71'
226: crossover='0.10796262441859072', mutation='0.8973338143023424', n_generations='172'
227: crossover='0.14060447673150556', mutation='0.8037036191273873', n_generations='200'
228: crossover='0.010307175764309728', mutation='0.0557289059748407', n_generations='235'
229: crossover='0.7565475522509911', mutation='0.7685013225946551', n_generations='59'
230: crossover='0.024108621134733554', mutation='0.025020509922992096', n_generations='144'
231: crossover='0.565027450060426', mutation='0.5157492597809119', n_generations='104'
232: crossover='0.541740657988688', mutation='0.8257692119025115', n_generations='172'
233: crossover='0.17721591083017885', mutation='0.41354459993687165', n_generations='82'
234: crossover='0.5797867336395947', mutation='0.7674375832618521', n_generations='120'
235: crossover='0.005172207980741916', mutation='0.17280275954384394', n_generations='126'
236: crossover='0.4708124920507254', mutation='0.03263435484387811', n_generations='246'
237: crossover='0.12448509396146579', mutation='0.9970701831644716', n_generations='179'
238: crossover='0.024001010312658222', mutation='0.16907430031208748', n_generations='91'
239: crossover='0.6386474073386055', mutation='0.6563359939855408', n_generations='222'
240: crossover='0.5491211550001128', mutation='0.15797326875950524', n_generations='205'
241: crossover='0.4685440191248824', mutation='0.8053818010384279', n_generations='192'
242: crossover='0.6065808471843931', mutation='0.7920858323689455', n_generations='103'
243: crossover='0.7576993894559184', mutation='0.9586233176093425', n_generations='113'
244: crossover='0.6393356083593268', mutation='0.7675374674247254', n_generations='215'
245: crossover='0.23505087551538473', mutation='0.6782625574020931', n_generations='203'
246: crossover='0.4766373786061674', mutation='0.33302187866991917', n_generations='242'
247: crossover='0.4385780326890687', mutation='0.038483386897911975', n_generations='82'
248: crossover='0.1450301099918866', mutation='0.09625829734070024', n_generations='61'
249: crossover='0.20105685644354054', mutation='0.1581435261136851', n_generations='51'
250: crossover='0.02396136732736498', mutation='0.7454526317006904', n_generations='98'
251: crossover='0.04321033742115188', mutation='0.3556008597930639', n_generations='241'
252: crossover='0.328694677197237', mutation='0.03903748331564494', n_generations='88'
253: crossover='0.9558882430341142', mutation='0.1543305839927317', n_generations='53'
254: crossover='0.023950950608064292', mutation='0.5951382650647375', n_generations='126'
