% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.611143608e+02 +8.611143608e+02 +9.540543608e+02 +9.540543608e+02 -3.5242e+00 -4.1306e+00 -1.2986e+00 +3.1236e+00 +1.9068e+00 +4.2183e+00 +4.9737e-01 +4.9381e-01 +3.7658e+00 +2.5095e+00 +2.7023e+00 -2.3966e+00 -1.8624e+00 +3.1283e+00 -2.0212e-01 -2.7165e+00 +3.6653e+00 +3.1113e+00 -4.1202e+00 -9.6835e-01
32 +5.527620137e+02 +5.527620137e+02 +6.457020137e+02 +6.457020137e+02 -3.5936e+00 +2.8248e+00 -4.8315e+00 +2.5890e+00 +1.6836e+00 -1.2238e+00 -5.0215e-01 -1.3335e+00 +7.0822e+00 +2.5374e+00 -8.0982e-01 -1.3113e+00 -1.9781e+00 -5.5012e-01 +5.1992e-01 -2.1788e+00 +6.9711e+00 -1.4857e+00 -4.9809e+00 +1.6025e+00
155 +3.282240319e+02 +3.282240319e+02 +4.211640319e+02 +4.211640319e+02 -2.3071e+00 -2.6469e-01 -6.0961e+00 +3.8654e+00 +6.3939e-01 +1.7150e+00 +3.7224e-01 -1.1614e+00 +7.8959e+00 +1.7349e+00 -3.5892e-01 -1.7308e+00 -3.0044e+00 -1.8260e-01 +2.1663e+00 -5.5020e-01 +7.4872e+00 -5.0297e+00 -6.1290e-01 +6.2234e+00
287 +2.496389920e+02 +2.496389920e+02 +3.425789920e+02 +3.425789920e+02 -2.6588e+00 -1.5537e+00 -6.5322e+00 +2.9252e+00 +1.1801e+00 +2.4717e+00 +7.2944e-01 -1.0434e+00 +8.7422e+00 -9.9154e-02 -2.2949e+00 -7.6107e-01 -1.7993e+00 +1.8808e+00 +3.5525e+00 +6.0298e-01 +8.6284e+00 -4.6767e+00 +2.4860e-01 +4.9157e+00
314 +1.533239380e+02 +1.533239380e+02 +2.462639380e+02 +2.462639380e+02 -1.0095e+00 -1.2898e+00 -6.6886e+00 +2.8852e+00 +1.0296e+00 +3.1608e+00 +2.7349e+00 -1.3867e+00 +7.4532e+00 -8.1898e-01 -1.9572e+00 -1.5369e+00 -1.7631e-01 +6.4205e-01 +4.7864e+00 +8.3011e-01 +6.1400e+00 -3.9286e+00 -5.1528e-01 +5.4258e+00
446 +9.996972163e+01 +9.996972163e+01 +1.929097216e+02 +1.929097216e+02 -5.1817e-01 -2.0092e+00 -4.9306e+00 +2.6942e+00 +9.0662e-01 +3.0351e+00 +5.0107e+00 -2.0985e+00 +5.7811e+00 +4.1577e-01 -1.0559e+00 -1.6674e+00 +7.1272e-01 +1.7114e+00 +3.6093e+00 +2.9506e-01 +5.8828e+00 -4.3800e+00 -1.2501e+00 +4.5295e+00
554 +6.262027391e+01 +6.262027391e+01 +1.555602739e+02 +1.555602739e+02 -1.2811e+00 -2.1620e+00 -4.1988e+00 +3.3483e+00 +1.4156e+00 +3.5779e+00 +3.5017e+00 -3.5354e+00 +5.5895e+00 +4.7680e-01 -1.8570e-01 -1.1660e+00 +2.2648e-01 +2.1488e+00 +2.4382e+00 -3.9003e-01 +5.2104e+00 -3.1498e+00 -1.2827e+00 +3.7919e+00
5462 +3.934871727e+01 +3.934871727e+01 +1.322887173e+02 +1.322887173e+02 -1.3601e+00 -1.8435e+00 -3.8339e+00 +3.8323e+00 +2.3475e+00 +4.6820e+00 +4.0701e+00 -2.8895e+00 +4.3088e+00 +9.1389e-01 -2.9855e-01 -1.9689e+00 -5.5963e-01 +2.2031e+00 +2.7910e+00 -1.0481e-01 +4.5942e+00 -3.4156e+00 -1.2583e+00 +3.4092e+00
13617 +2.511413623e+01 +2.511413623e+01 +1.180541362e+02 +1.180541362e+02 -1.3663e+00 -1.4903e+00 -2.8398e+00 +3.6193e+00 +2.6469e+00 +4.4941e+00 +3.9527e+00 -3.4426e+00 +3.6465e+00 +9.0464e-01 +2.6360e-02 -2.5237e+00 -8.4452e-01 +2.5147e+00 +2.4604e+00 +8.0671e-01 +4.3371e+00 -3.3613e+00 -7.9217e-01 +2.9146e+00
23522 +1.518216669e+01 +1.518216669e+01 +1.081221667e+02 +1.081221667e+02 -1.0552e+00 -6.2302e-01 -2.5784e+00 +3.5198e+00 +2.5157e+00 +4.5316e+00 +3.4471e+00 -2.9688e+00 +3.2991e+00 +1.6522e+00 -1.5714e-01 -2.8524e+00 -5.4828e-01 +2.5621e+00 +1.8715e+00 +9.9227e-01 +4.4091e+00 -3.2742e+00 -1.2634e-01 +2.7669e+00
