% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.832320542e+06 +9.832320542e+06 +9.832265602e+06 +9.832265602e+06 -4.2848e+00 +3.7014e+00 +2.4897e+00 +1.9883e-01 +8.3455e-01 -3.4658e+00 -2.2655e+00 +4.5326e+00 -2.2805e+00 +3.4241e+00 -1.9729e+00 -1.6647e+00 -2.6891e+00 -2.3082e-03 -3.1147e+00 +3.7351e-01 +3.1111e+00 +2.3158e+00 +7.1317e-01 -3.2933e-01
80 +6.122683208e+06 +6.122683208e+06 +6.122628268e+06 +6.122628268e+06 -6.3311e+00 +8.5940e+00 -2.9476e+00 -2.9996e+00 -4.4534e-01 +1.0081e+01 -6.8033e+00 -9.9898e-01 +1.4006e+00 -3.7393e+00 -7.2084e+00 -2.4347e+00 +2.9382e+00 -2.2396e+00 -2.1725e+00 -1.0176e+01 +3.7408e+00 -4.2104e-01 -4.0884e+00 +1.5058e+00
131 +2.919093736e+06 +2.919093736e+06 +2.919038796e+06 +2.919038796e+06 -5.4840e+00 +4.1019e+00 -4.0789e+00 -5.4883e-01 -1.1688e-01 +1.3321e+01 -9.1519e+00 -5.1848e-01 -2.5829e-01 -2.7534e-01 -7.0438e+00 -7.7773e+00 +1.0576e+00 +4.3519e-01 -4.8834e+00 -5.7222e+00 +3.6182e+00 -8.8709e+00 -1.3971e+01 +4.5146e+00
157 +2.390893670e+06 +2.390893670e+06 +2.390838730e+06 +2.390838730e+06 -7.1694e+00 +2.4711e+00 -4.0062e+00 +2.0548e+00 -1.5826e+00 +1.3922e+01 -1.0676e+01 -1.9011e+00 +1.2158e+00 +1.2956e-01 -7.8365e+00 -8.8201e+00 +2.5443e-01 -1.3136e+00 -8.0410e+00 -3.5567e+00 +4.7836e+00 -1.1377e+01 -1.2808e+01 +5.5087e+00
245 +1.505542133e+06 +1.505542133e+06 +1.505487193e+06 +1.505487193e+06 -7.0712e+00 +1.8218e+00 -5.6585e+00 +2.8442e-01 -1.2263e+00 +1.2613e+01 -1.2047e+01 -7.0490e-01 +1.1975e+00 +1.8637e+00 -3.8418e+00 -7.2774e+00 +7.0391e-01 -5.5551e+00 -7.1922e+00 -6.9376e+00 +5.8999e+00 -1.2130e+01 -1.2364e+01 +7.0967e+00
255 +7.377950266e+05 +7.377950266e+05 +7.377400866e+05 +7.377400866e+05 -7.5386e+00 +1.8985e+00 -5.4839e+00 +2.7378e+00 -4.3479e-01 +1.2490e+01 -1.1799e+01 -5.7647e-01 -3.3063e-01 +1.1263e+00 -3.9252e+00 -7.4531e+00 -9.7084e-02 -5.9672e+00 -6.1054e+00 -7.7692e+00 +6.0881e+00 -1.1943e+01 -1.2790e+01 +8.5680e+00
288 +4.662513212e+05 +4.662513212e+05 +4.661963812e+05 +4.661963812e+05 -7.5161e+00 +2.2923e-01 -5.0539e+00 +3.4289e+00 +1.5528e+00 +1.2596e+01 -1.2473e+01 +5.9026e-01 -5.2459e-01 -1.0878e+00 -2.6852e+00 -5.7012e+00 -7.0770e-01 -4.4952e+00 -5.7887e+00 -7.1680e+00 +6.8760e+00 -1.1654e+01 -1.2597e+01 +9.3178e+00
367 +3.524990773e+05 +3.524990773e+05 +3.524441373e+05 +3.524441373e+05 -8.2833e+00 +8.2601e-02 -4.7686e+00 +3.5764e+00 +2.3519e+00 +1.1233e+01 -1.1957e+01 -2.3733e-01 +1.5843e-01 -8.1679e-01 -1.5831e+00 -5.6864e+00 -6.8839e-01 -5.1942e+00 -5.6242e+00 -7.2110e+00 +6.7868e+00 -1.2449e+01 -1.2150e+01 +9.0962e+00
462 +2.441700926e+05 +2.441700926e+05 +2.441151526e+05 +2.441151526e+05 -8.9437e+00 +8.5516e-01 -4.4285e+00 +4.3385e+00 +1.8039e+00 +1.1712e+01 -1.1149e+01 +1.8186e-01 +2.8402e-01 -1.0827e+00 -1.3732e+00 -5.1980e+00 -7.1268e-01 -6.5331e+00 -5.7805e+00 -8.3836e+00 +6.3458e+00 -1.2940e+01 -1.2576e+01 +7.7311e+00
671 +1.548250512e+05 +1.548250512e+05 +1.547701112e+05 +1.547701112e+05 -8.8503e+00 +6.9389e-01 -3.9171e+00 +3.9763e+00 +2.3345e+00 +1.0546e+01 -1.0687e+01 +6.0476e-01 +9.2168e-01 -1.2119e+00 -1.4257e+00 -5.1479e+00 -7.9732e-01 -7.1975e+00 -6.5683e+00 -6.9658e+00 +6.4177e+00 -1.2548e+01 -1.2009e+01 +7.0667e+00
1283 +9.994171214e+04 +9.994171214e+04 +9.988677214e+04 +9.988677214e+04 -8.9481e+00 +1.6251e+00 -3.3850e+00 +3.9468e+00 +2.4473e+00 +1.0970e+01 -1.0656e+01 +1.2700e+00 +9.1335e-01 -1.0392e+00 -1.0499e+00 -5.3047e+00 -5.2472e-01 -8.3966e+00 -6.2829e+00 -6.2950e+00 +6.5104e+00 -1.2596e+01 -1.1119e+01 +6.1647e+00
