% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.141965815e+02 +1.141965815e+02 +9.725658149e+01 +9.725658149e+01 -3.6935e+00 -7.1732e-01 +4.7140e+00 -4.0707e+00 +2.8028e+00 -2.1092e-02 -1.3335e+00 +4.6698e+00 -3.6306e+00 +4.4019e+00 -4.1944e+00 +3.0755e+00 +1.9305e+00 -4.5882e+00 +4.4819e+00 -1.7582e+00 -4.3335e+00 +3.1659e+00 -3.1521e+00 +1.4580e+00
64 +8.403333341e+01 +8.403333341e+01 +6.709333341e+01 +6.709333341e+01 -4.0348e-01 -5.3937e+00 +3.4188e+00 -5.1294e+00 +6.5469e+00 +1.0564e+00 +2.7302e-01 +5.8084e+00 -2.9767e+00 +3.0203e+00 -3.0926e+00 +1.1633e+00 -1.4257e+00 -2.2378e+00 +3.5731e+00 -4.7163e+00 -3.3204e+00 +2.4094e+00 -2.8225e+00 +2.2386e+00
72 +5.078274241e+01 +5.078274241e+01 +3.384274241e+01 +3.384274241e+01 +1.6948e+00 -4.1713e+00 +1.5593e+00 -1.5747e+00 +5.0306e+00 +2.4261e+00 -4.2082e-01 +4.5602e+00 -2.5910e+00 +9.6494e-01 -4.5138e-01 +1.7479e+00 +3.2813e+00 +1.9067e+00 +4.8388e+00 +1.1222e+00 -5.1583e+00 +5.1045e+00 -3.1765e+00 -9.2728e-01
124 +3.002885979e+01 +3.002885979e+01 +1.308885979e+01 +1.308885979e+01 -1.7466e+00 -5.7580e+00 +3.2713e+00 -2.6075e+00 +4.3814e+00 +1.2829e+00 -2.2776e+00 +4.1279e+00 -2.7126e+00 -1.0515e+00 +2.6051e+00 +1.7055e+00 +2.5267e+00 -2.1814e-01 +2.1717e+00 +2.2568e+00 -1.8922e+00 +3.7709e+00 -2.2475e+00 -3.3859e+00
160 +2.031392286e+01 +2.031392286e+01 +3.373922857e+00 +3.373922857e+00 +1.3851e+00 -4.5069e+00 +1.1517e+00 -4.2640e+00 +4.0945e+00 +2.5599e+00 -1.0290e+00 +4.2617e+00 -3.5248e+00 -1.0968e+00 +1.5737e+00 +2.7871e+00 +1.4101e+00 -7.9054e-02 +2.1602e+00 +2.8498e+00 -3.6412e+00 +3.6279e+00 -1.9771e-01 -2.0956e+00
220 +1.478813174e+01 +1.478813174e+01 -2.151868264e+00 -2.151868264e+00 +7.9235e-01 -4.4599e-01 +1.3928e+00 -3.2870e+00 +2.3617e+00 +1.9387e+00 -2.8102e+00 +3.3466e+00 -3.5022e+00 -2.5581e-01 +3.2211e+00 -1.8155e+00 +1.3527e+00 -1.9005e+00 +2.8755e+00 +4.7942e+00 +4.6018e-01 +3.2373e+00 -2.0973e+00 +7.9178e-01
615 +9.932824293e+00 +9.932824293e+00 -7.007175707e+00 -7.007175707e+00 +6.3059e-01 -5.7650e-01 +1.5586e+00 -3.3400e+00 +2.1826e+00 +1.7474e+00 -2.7113e+00 +3.2938e+00 -3.2875e+00 -5.4157e-02 +3.2825e+00 -2.1591e+00 +1.3321e+00 -1.4943e+00 +3.3327e+00 +4.6088e+00 +6.5714e-01 +2.9289e+00 -2.3159e+00 +8.9608e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.113372572e+02 +1.113372572e+02 +1.301472572e+02 +1.301472572e+02 -2.4464e-03 +3.8637e+00 +1.0445e+00 -2.4774e+00 +2.0637e+00 +2.3444e+00 -1.3422e+00 -4.0436e+00 -3.6342e+00 +2.3121e+00 +3.8582e+00 -2.7452e+00 +3.9177e+00 -9.9481e-01 +4.3834e+00 -2.6151e+00 +3.7343e+00 +1.0503e+00 -4.0573e+00 -3.3882e+00
77 +9.976105008e+01 +9.976105008e+01 +1.185710501e+02 +1.185710501e+02 -7.7681e-01 -2.5003e+00 -4.7041e-01 +3.0227e-01 +2.8016e+00 -1.3680e+00 -3.8950e+00 -2.7517e+00 -2.2799e+00 +2.7842e+00 +4.6693e+00 +2.6402e+00 +4.1857e+00 +1.4691e+00 +1.0329e+00 -1.5576e+00 +1.5507e+00 +6.1545e+00 -5.4639e+00 -6.2994e+00
