% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+02 +1.581765120e+02 +1.412365120e+02 +1.412365120e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +9.667030269e+01 +9.667030269e+01 +7.973030269e+01 +7.973030269e+01 +4.3488e+00 +4.5921e+00 +1.0970e+00 -3.1826e-02 +3.1599e+00 -2.1808e+00 +3.2474e+00 +1.8463e+00 +4.0865e+00 -3.0209e+00 -3.5279e+00 -1.1860e+00 -3.6536e+00 +4.5336e+00 +2.9415e+00 +1.9337e+00 +1.4580e+00 +3.0807e+00 -9.8418e-01 +8.3331e-02
13 +7.228713911e+01 +7.228713911e+01 +5.534713911e+01 +5.534713911e+01 +5.4224e-01 +2.5379e+00 +3.5532e+00 -1.7001e+00 +1.0954e+00 +5.3907e-01 +2.8544e+00 -1.7060e+00 -1.7877e+00 -3.5643e+00 +3.6082e+00 -3.2679e+00 -4.4902e+00 +4.9760e+00 +3.1684e+00 -1.5721e+00 +3.9475e+00 -2.1928e+00 -3.6613e+00 -2.9956e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+01 +5.562307111e+01 +7.443307111e+01 +7.443307111e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.178320511e+02 +2.178320511e+02 +4.909820511e+02 +4.909820511e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +9.174888875e+01 +9.174888875e+01 +3.648988888e+02 +3.648988888e+02 -2.9080e+00 +2.8754e+00 +2.3937e+00 +3.9673e+00 -1.5080e+00 -1.2114e+00 -1.6977e+00 +1.0276e+00 -1.5250e+00 -1.5745e+00 -2.5031e+00 +1.6635e+00 -3.1649e+00 +2.5051e+00 -1.7976e+00 -4.6393e+00 +4.1776e+00 -4.8709e+00 +4.4369e+00 -2.0411e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.493569195e+01 +4.493569195e+01 +8.211569195e+01 +8.211569195e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.545306338e+01 +5.545306338e+01 -9.244693662e+01 -9.244693662e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +5.412186899e+01 +5.412186899e+01 -9.377813101e+01 -9.377813101e+01 +1.7674e+00 -1.6076e+00 -4.1314e+00 +2.6547e-01 -6.6717e-01 +7.6959e-01 -2.8658e+00 -1.9752e+00 -2.2955e+00 +2.2526e+00 -4.1150e+00 +3.6825e-01 +1.3890e+00 +8.5525e-01 -6.5894e-01 -1.4242e+00 -4.2005e+00 -5.8802e-01 -3.5092e+00 +2.1944e+00
% function evaluation | noise-free fitness - Fopt (2.173800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.429854136e+01 +6.429854136e+01 +2.816785414e+02 +2.816785414e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
15 +4.913479887e+01 +4.913479887e+01 +2.665147989e+02 +2.665147989e+02 +1.3154e+00 -1.2333e+00 +1.1332e+00 +2.1384e+00 -4.4206e+00 -4.5713e+00 +8.4046e-01 -2.8114e+00 -1.7279e-01 -3.2694e+00 -5.1309e-01 -4.6939e+00 -1.0673e+00 -3.4777e+00 +2.3180e+00 -3.1120e+00 +3.7397e+00 +2.0036e+00 +3.2381e+00 -9.9726e-01
