% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.357246449e+01 +7.357246449e+01 +1.449224645e+02 +1.449224645e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.839414617e+01 +3.839414617e+01 +1.097441462e+02 +1.097441462e+02 +3.4083e-02 +6.3087e-01 +1.4256e-01 +3.7917e-01 +7.6669e-01 +2.9407e-01 +7.3661e-01 +8.9937e-01 +7.0670e-01 +1.4341e-02 +4.7225e-01 +2.4866e-01 +9.5722e-01 +2.0316e-01 +6.5620e-01 +9.9433e-01 +8.8461e-01 +2.2347e-01 +7.6838e-01 +4.8014e-01
353 +3.670669987e+01 +3.670669987e+01 +1.080566999e+02 +1.080566999e+02 +2.5877e-01 +2.2252e-01 +4.8660e-01 +5.2518e-01 +7.0617e-02 +9.6310e-01 +5.6187e-02 +4.2478e-01 +3.9939e-01 +7.7927e-01 +3.0753e-01 +5.3240e-01 +6.2077e-01 +6.6298e-01 +6.5761e-02 +9.8578e-01 +2.7756e-01 +2.5464e-01 +9.6855e-01 +2.0105e-01
1833 +3.151263558e+01 +3.151263558e+01 +1.028626356e+02 +1.028626356e+02 +2.5877e-01 +2.2252e-01 +4.8660e-01 +5.2518e-01 +7.0617e-02 +9.6310e-01 +5.6187e-02 +4.2478e-01 +3.9939e-01 +7.7927e-01 +3.0753e-01 +5.3240e-01 +6.2077e-01 +6.6298e-01 +6.5761e-02 +9.8578e-01 +2.7756e-01 +2.4299e-02 +8.6108e-01 +7.8533e-01
4721 +2.754475097e+01 +2.754475097e+01 +9.889475097e+01 +9.889475097e+01 +1.3921e-01 +1.6716e-01 +6.1546e-01 +3.9882e-01 +1.5190e-01 +7.1420e-01 +3.2169e-01 +9.8418e-01 +5.1461e-01 +6.5873e-01 +1.6498e-01 +6.4098e-01 +4.4112e-01 +9.7002e-01 +1.8315e-01 +3.2577e-01 +8.0016e-01 +7.5381e-01 +9.2934e-01 +9.1648e-03
7399 +2.705420294e+01 +2.705420294e+01 +9.840420294e+01 +9.840420294e+01 +5.2545e-01 +2.9788e-01 +4.7217e-02 +5.4322e-01 +4.9145e-01 +7.3605e-01 +4.8071e-01 +8.0941e-01 +4.1873e-01 +5.7769e-01 +1.9360e-01 +6.8877e-01 +6.7145e-01 +5.7762e-01 +3.0653e-03 +6.0189e-01 +5.2858e-01 +2.4954e-01 +9.0274e-01 +2.5911e-01
26629 +2.668975221e+01 +2.668975221e+01 +9.803975221e+01 +9.803975221e+01 +5.3230e-01 +2.9788e-01 +4.7217e-02 +5.4322e-01 +4.9145e-01 +7.3605e-01 +4.8071e-01 +8.0941e-01 +4.1873e-01 +5.7769e-01 +1.9360e-01 +6.8877e-01 +6.7145e-01 +5.7762e-01 +3.0653e-03 +6.0189e-01 +5.2858e-01 +2.4954e-01 +9.0274e-01 +2.5911e-01
30461 +2.551691690e+01 +2.551691690e+01 +9.686691690e+01 +9.686691690e+01 +1.4352e-02 +5.6820e-01 +5.4772e-02 +9.4702e-02 +1.7318e-02 +6.7428e-01 +4.9379e-01 +7.5047e-01 +4.0029e-01 +5.3940e-01 +8.3110e-02 +7.4787e-01 +9.9270e-01 +4.7578e-01 +3.0653e-03 +7.0572e-01 +5.2858e-01 +8.2107e-02 +9.9798e-01 +3.7452e-01
51342 +2.315065356e+01 +2.315065356e+01 +9.450065356e+01 +9.450065356e+01 +1.4352e-02 +5.6820e-01 +5.4772e-02 +9.4702e-02 +1.7318e-02 +6.7428e-01 +4.9379e-01 +7.5047e-01 +4.0029e-01 +5.3940e-01 +8.3110e-02 +7.4787e-01 +9.9270e-01 +4.7578e-01 +3.0653e-03 +7.0572e-01 +5.1680e-01 +2.5947e-01 +9.5390e-01 +9.1506e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.508868155e+01 +6.508868155e+01 -2.901313185e+02 -2.901313185e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +5.155879444e+01 +5.155879444e+01 -3.036612056e+02 -3.036612056e+02 +8.6831e-01 +3.4504e-01 +8.2895e-01 +3.3794e-01 +5.6800e-02 +4.1992e-01 +9.1888e-01 +9.3224e-01 +1.8442e-01 +9.7335e-01 +3.4355e-01 +4.3494e-02 +3.8519e-01 +8.3861e-01 +3.0561e-01 +3.0543e-01 +8.3186e-01 +9.0519e-01 +7.9823e-01 +2.8699e-01
17 +4.994181981e+01 +4.994181981e+01 -3.052781802e+02 -3.052781802e+02 +3.9325e-01 +6.8875e-01 +6.6281e-01 +1.9291e-01 +7.8503e-02 +8.5065e-01 +3.9855e-01 +7.0862e-01 +5.4638e-01 +8.3527e-01 +9.0911e-02 +3.2249e-01 +7.8045e-01 +4.2886e-01 +3.0479e-01 +6.1836e-01 +1.3383e-01 +6.7523e-01 +2.9366e-01 +7.6243e-01
23 +3.801616066e+01 +3.801616066e+01 -3.172038393e+02 -3.172038393e+02 +6.1677e-01 +4.2722e-01 +4.0014e-01 +1.0627e-01 +4.3599e-01 +1.9269e-01 +5.3594e-01 +7.6839e-01 +7.1784e-01 +3.4687e-01 +5.8198e-01 +7.9776e-01 +8.1276e-01 +9.6824e-01 +5.4639e-02 +9.6088e-01 +5.3071e-01 +1.1764e-01 +5.3511e-01 +8.6390e-01
102 +2.930530019e+01 +2.930530019e+01 -3.259146998e+02 -3.259146998e+02 +9.1543e-01 +5.6882e-01 +7.7282e-01 +4.2382e-01 +1.4526e-01 +3.7344e-01 +3.0704e-02 +1.8376e-01 +9.4319e-01 +7.4683e-01 +9.8270e-01 +1.3840e-01 +9.6467e-01 +6.7241e-01 +1.6633e-01 +9.1181e-01 +7.3795e-01 +4.0710e-01 +3.7144e-01 +2.5948e-01
1487 +2.483930906e+01 +2.483930906e+01 -3.303806909e+02 -3.303806909e+02 +7.5532e-01 +4.2642e-01 +2.8534e-01 +2.3304e-01 +3.1161e-01 +3.2277e-01 +7.7300e-01 +9.8295e-01 +5.3845e-01 +2.7952e-01 +2.6731e-01 +6.7382e-01 +7.1202e-01 +9.9277e-01 +1.7355e-01 +9.8057e-01 +9.5545e-01 +6.9124e-01 +3.6165e-01 +9.1537e-02
64639 +2.393905193e+01 +2.393905193e+01 -3.312809481e+02 -3.312809481e+02 +8.8499e-01 +8.6497e-01 +2.8534e-01 +6.2875e-01 +3.1161e-01 +4.5291e-01 +8.4421e-01 +9.9719e-01 +9.6959e-01 +9.4185e-02 +2.6731e-01 +6.7382e-01 +5.0386e-01 +9.9277e-01 +1.7355e-01 +9.8057e-01 +6.7428e-01 +2.1935e-01 +6.1647e-01 +8.1409e-02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.985921835e+01 +6.985921835e+01 +1.690292183e+02 +1.690292183e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +4.222282825e+01 +4.222282825e+01 +1.413928282e+02 +1.413928282e+02 +9.6840e-01 +8.7906e-01 +2.7436e-01 +8.7079e-01 +5.9424e-01 +6.3322e-01 +2.7430e-03 +2.6365e-01 +2.8009e-01 +7.0094e-01 +6.2351e-01 +1.4020e-01 +1.2404e-02 +4.2949e-01 +8.1480e-01 +1.0838e-01 +2.7930e-01 +4.1940e-01 +5.6886e-01 +2.7854e-01
160 +3.824358957e+01 +3.824358957e+01 +1.374135896e+02 +1.374135896e+02 +7.1610e-02 +2.5936e-02 +4.3476e-02 +2.5567e-01 +8.2445e-01 +9.1294e-01 +6.8423e-01 +3.4732e-01 +8.1942e-01 +9.1060e-01 +8.0612e-01 +9.7369e-01 +8.4120e-02 +3.5527e-01 +3.9795e-01 +3.7696e-01 +7.4230e-01 +3.8703e-01 +9.8127e-01 +6.7676e-01
