% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.773964217e+03 +1.773964217e+03 +1.803934217e+03 +1.803934217e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
135 +1.732786445e+03 +1.732786445e+03 +1.762756445e+03 +1.762756445e+03 +4.4187e-02 +6.7925e-01 +2.3147e-01 +4.2716e-02 +8.9690e-01 +8.4148e-01 +5.3225e-02 +7.9967e-02 +4.4581e-01 +6.4449e-01 +4.1244e-01 +5.0502e-01 +6.8613e-01 +8.9516e-01 +2.7416e-02 +3.0920e-01 +3.6685e-01 +6.1440e-01 +3.2714e-01 +5.6799e-02
6378 +1.677262077e+03 +1.677262077e+03 +1.707232077e+03 +1.707232077e+03 +6.6516e-01 +3.2383e-01 +6.1084e-02 +1.4022e-01 +7.0875e-01 +4.4007e-01 +2.0917e-01 +3.9602e-01 +2.8297e-01 +8.3853e-01 +8.7238e-01 +3.4683e-02 +6.0318e-01 +8.3485e-01 +1.8757e-01 +6.0212e-01 +6.2492e-02 +2.3473e-01 +7.8498e-01 +3.8672e-01
15968 +1.641538406e+03 +1.641538406e+03 +1.671508406e+03 +1.671508406e+03 +5.8697e-01 +5.8778e-01 +6.1084e-02 +3.4174e-02 +9.1337e-01 +8.1459e-01 +1.7290e-01 +1.6461e-01 +2.6298e-02 +3.2890e-01 +1.7168e-01 +6.6225e-02 +8.8137e-01 +8.6670e-01 +9.3908e-01 +3.5699e-01 +6.4213e-02 +5.3913e-02 +8.8197e-01 +5.9999e-01
38965 +1.612880296e+03 +1.612880296e+03 +1.642850296e+03 +1.642850296e+03 +2.4766e-01 +2.1774e-01 +7.1241e-02 +4.2716e-02 +9.1337e-01 +8.1459e-01 +1.7290e-01 +4.7541e-02 +2.6298e-02 +1.9143e-01 +9.9242e-01 +5.8871e-02 +7.5106e-01 +8.0281e-01 +2.8244e-01 +7.7026e-01 +6.4213e-02 +5.3913e-02 +8.8197e-01 +5.9999e-01
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.449644894e+03 +2.449644894e+03 +2.397934894e+03 +2.397934894e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.367261557e+03 +2.367261557e+03 +2.315551557e+03 +2.315551557e+03 +6.3752e-01 +6.9585e-01 +3.4743e-01 +2.2197e-01 +9.3908e-01 +8.6082e-02 +3.9077e-01 +8.5480e-01 +4.5615e-01 +6.7216e-01 +5.7959e-03 +7.1952e-01 +3.2545e-01 +2.6292e-01 +3.6053e-01 +4.4168e-01 +8.2172e-01 +7.4865e-01 +9.2107e-01 +9.5385e-01
4 +2.292074240e+03 +2.292074240e+03 +2.240364240e+03 +2.240364240e+03 +8.9510e-01 +8.2215e-01 +4.0140e-02 +7.2544e-01 +6.3247e-01 +9.3335e-01 +9.6293e-02 +6.3263e-01 +2.3437e-01 +8.5383e-01 +9.7097e-01 +9.8421e-01 +7.3666e-01 +3.0344e-01 +4.9005e-01 +9.8066e-01 +6.7276e-01 +5.4085e-01 +3.8888e-01 +6.2711e-01
81 +2.273271411e+03 +2.273271411e+03 +2.221561411e+03 +2.221561411e+03 +4.5208e-01 +5.1870e-01 +8.9067e-01 +2.6282e-02 +6.5412e-01 +8.0445e-01 +1.8785e-01 +1.2080e-01 +5.1518e-02 +3.1598e-01 +7.3719e-01 +4.3510e-01 +6.3287e-01 +1.2630e-02 +4.8466e-01 +7.5330e-01 +4.4334e-02 +3.7473e-01 +5.6129e-01 +7.5649e-01
