% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.756574751e+03 +1.756574751e+03 +1.849514751e+03 +1.849514751e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.397076238e+03 +1.397076238e+03 +1.490016238e+03 +1.490016238e+03 +2.5209e-01 +9.2252e-01 +9.6423e-01 +4.1492e-01 +6.0769e-01 +4.1164e-01 +8.3431e-01 +1.7096e-01 +8.8182e-01 +6.7652e-01 +8.4743e-02 +2.9680e-01 +8.0035e-01 +8.6108e-01 +6.0469e-01 +4.5967e-01 +6.6256e-01 +1.6790e-01 +6.5861e-01 +4.4111e-01
9 +1.336513069e+03 +1.336513069e+03 +1.429453069e+03 +1.429453069e+03 +5.4775e-01 +3.6509e-01 +3.6964e-01 +6.5563e-01 +9.3493e-01 +8.3416e-01 +7.2566e-01 +1.6014e-01 +2.8009e-01 +2.2731e-01 +8.1627e-01 +5.1517e-02 +7.5053e-02 +6.9327e-01 +9.6935e-01 +7.0065e-01 +9.8709e-01 +5.7116e-01 +7.9140e-01 +3.8224e-01
53 +1.314051582e+03 +1.314051582e+03 +1.406991582e+03 +1.406991582e+03 +6.8506e-01 +8.2238e-03 +1.1066e-01 +7.6853e-01 +3.3644e-01 +6.1906e-01 +2.9092e-03 +2.8948e-01 +9.7674e-01 +8.8060e-01 +1.0776e-01 +7.0406e-02 +4.9070e-01 +3.4353e-01 +3.3145e-01 +4.0463e-01 +1.3768e-01 +4.9347e-01 +5.0337e-01 +8.8284e-02
140 +1.281831232e+03 +1.281831232e+03 +1.374771232e+03 +1.374771232e+03 +3.1949e-01 +7.2441e-01 +3.4893e-01 +9.6890e-01 +1.8726e-01 +8.9001e-01 +8.7518e-01 +3.0330e-01 +3.9833e-01 +4.3102e-01 +1.3606e-01 +2.8042e-01 +6.8217e-01 +5.6084e-01 +5.8902e-02 +4.6899e-01 +9.9869e-01 +2.3412e-01 +3.1745e-01 +3.9199e-01
943 +1.258174751e+03 +1.258174751e+03 +1.351114751e+03 +1.351114751e+03 +3.8700e-01 +2.0953e-01 +6.5921e-02 +9.8234e-01 +8.8550e-01 +5.9098e-01 +1.3047e-01 +1.5665e-01 +6.8726e-01 +8.8299e-01 +1.3151e-02 +4.8214e-01 +8.5368e-01 +5.9345e-01 +5.9168e-01 +8.8785e-02 +9.5438e-01 +5.1356e-01 +7.8857e-01 +4.6983e-01
6582 +1.187430065e+03 +1.187430065e+03 +1.280370065e+03 +1.280370065e+03 +9.2207e-01 +8.2661e-01 +5.5648e-01 +9.7006e-01 +2.6596e-01 +9.9619e-01 +2.7462e-01 +5.6471e-01 +7.2651e-01 +2.6372e-01 +6.6931e-01 +1.2403e-02 +9.5966e-01 +1.0869e-01 +3.9278e-01 +1.4883e-01 +7.8924e-01 +2.2877e-01 +8.0571e-01 +1.9155e-01
8561 +1.169688619e+03 +1.169688619e+03 +1.262628619e+03 +1.262628619e+03 +3.4402e-02 +7.1277e-01 +3.3509e-02 +5.1889e-01 +8.9030e-01 +9.9967e-01 +8.9010e-01 +3.5730e-01 +7.8506e-01 +3.1898e-01 +2.2302e-01 +1.2610e-01 +8.4281e-02 +1.7135e-01 +3.9271e-02 +1.8154e-01 +8.4969e-01 +7.1460e-02 +8.2774e-01 +8.4267e-01
15834 +1.144431915e+03 +1.144431915e+03 +1.237371915e+03 +1.237371915e+03 +3.4402e-02 +7.1277e-01 +3.3509e-02 +5.1889e-01 +8.9030e-01 +9.9967e-01 +8.9010e-01 +3.5730e-01 +7.8506e-01 +3.1898e-01 +2.2302e-01 +1.2610e-01 +8.4281e-02 +1.7135e-01 +3.9271e-02 +1.8154e-01 +8.4969e-01 +7.4090e-01 +1.9225e-01 +8.4446e-01
73150 +1.116733905e+03 +1.116733905e+03 +1.209673905e+03 +1.209673905e+03 +1.9952e-01 +2.7231e-01 +2.4364e-01 +9.9827e-01 +3.1807e-01 +9.9967e-01 +5.1996e-01 +1.1257e-02 +9.6645e-01 +4.7701e-01 +2.2076e-03 +9.0814e-02 +1.3542e-01 +5.2071e-01 +2.1612e-01 +3.3313e-01 +8.4969e-01 +7.4090e-01 +1.9225e-01 +1.0177e-01
91615 +1.085494745e+03 +1.085494745e+03 +1.178434745e+03 +1.178434745e+03 +4.4893e-01 +7.3671e-01 +7.0939e-02 +9.8185e-01 +3.0478e-01 +9.8396e-01 +6.9805e-02 +3.3786e-01 +8.4585e-01 +9.7286e-01 +2.7858e-02 +4.9186e-02 +4.8483e-01 +2.0049e-01 +1.8809e-01 +8.8449e-02 +9.9881e-01 +4.5428e-01 +1.9225e-01 +3.1086e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.653243133e+03 +2.653243133e+03 +2.688593133e+03 +2.688593133e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +2.257164554e+03 +2.257164554e+03 +2.292514554e+03 +2.292514554e+03 +9.2872e-02 +1.1864e-01 +8.1102e-01 +3.9352e-01 +9.3726e-01 +4.7522e-01 +6.9498e-01 +5.3156e-01 +5.0851e-01 +5.4309e-01 +4.4049e-01 +1.9306e-01 +9.7281e-01 +1.8554e-01 +8.1473e-01 +7.4648e-01 +5.7840e-01 +8.5251e-01 +2.2021e-01 +9.1459e-01
4 +2.214135930e+03 +2.214135930e+03 +2.249485930e+03 +2.249485930e+03 +6.0583e-01 +9.5728e-01 +9.7690e-01 +6.9540e-01 +3.2183e-01 +8.4724e-01 +2.3564e-01 +9.4177e-01 +1.5505e-01 +5.3828e-01 +6.7016e-02 +2.9535e-01 +6.4277e-01 +1.9353e-01 +8.1176e-01 +9.3840e-01 +1.1142e-01 +3.8270e-01 +9.9931e-01 +3.6451e-01
6 +2.106436824e+03 +2.106436824e+03 +2.141786824e+03 +2.141786824e+03 +8.0794e-01 +3.6291e-01 +7.9984e-01 +7.6384e-01 +3.1089e-01 +8.4412e-01 +9.6695e-01 +4.5043e-01 +4.5398e-01 +8.3772e-01 +3.6941e-01 +4.8558e-01 +9.3006e-01 +6.7559e-01 +3.4093e-01 +5.5552e-01 +1.8902e-01 +1.9084e-01 +5.3326e-01 +4.6687e-01
7 +1.959644090e+03 +1.959644090e+03 +1.994994090e+03 +1.994994090e+03 +5.2941e-01 +5.3714e-02 +8.1525e-01 +6.2794e-01 +5.2547e-01 +3.0754e-01 +9.4708e-01 +1.2107e-01 +1.3621e-01 +5.5429e-01 +9.9648e-01 +1.5978e-01 +9.7279e-01 +6.5957e-01 +1.0074e-01 +7.4136e-01 +4.8046e-01 +1.4475e-01 +5.6490e-01 +2.0560e-01
8 +1.848556453e+03 +1.848556453e+03 +1.883906453e+03 +1.883906453e+03 +5.5165e-01 +6.7280e-01 +6.4665e-01 +8.4805e-01 +9.4202e-01 +4.7499e-02 +8.8569e-01 +6.9933e-01 +1.3847e-01 +6.7281e-01 +6.1849e-01 +5.4425e-01 +5.9662e-01 +8.7879e-01 +1.9998e-01 +1.5496e-01 +6.5874e-01 +1.6866e-01 +9.7695e-01 +8.8533e-01
207 +1.782472895e+03 +1.782472895e+03 +1.817822895e+03 +1.817822895e+03 +5.1091e-01 +1.3979e-01 +7.8865e-01 +8.3186e-01 +8.6553e-02 +4.3327e-01 +1.1560e-01 +7.3716e-01 +4.4501e-01 +7.5086e-01 +9.9829e-01 +1.8268e-01 +9.5369e-01 +5.4057e-01 +5.4342e-02 +1.0522e-01 +9.4694e-01 +3.6147e-01 +8.1635e-01 +9.0079e-01
866 +1.726455112e+03 +1.726455112e+03 +1.761805112e+03 +1.761805112e+03 +9.4825e-01 +4.2073e-01 +8.0747e-01 +9.8054e-01 +8.6782e-01 +9.0620e-01 +8.8777e-01 +6.1109e-01 +4.3742e-01 +7.8428e-01 +4.6784e-01 +4.3349e-03 +8.8989e-01 +8.1966e-01 +2.1056e-01 +8.8477e-01 +9.2875e-01 +1.5479e-01 +4.9605e-01 +2.9124e-01
13285 +1.667598570e+03 +1.667598570e+03 +1.702948570e+03 +1.702948570e+03 +3.8487e-02 +1.7391e-01 +4.7732e-01 +9.9838e-01 +4.2492e-01 +2.1184e-01 +8.2907e-01 +7.8894e-01 +7.2736e-01 +2.0005e-01 +7.0264e-01 +4.4755e-01 +9.3402e-01 +8.1966e-01 +2.1056e-01 +8.0575e-01 +9.0370e-01 +5.5487e-01 +8.7010e-01 +4.1237e-01
