% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +5.411931783e+06 +5.411931783e+06 +5.411721903e+06 +5.411721903e+06 -2.9421e+00 -2.1966e+00 +1.5988e+00 -1.1076e+00 -9.3210e-01 -1.1611e+00 +4.3163e+00 +3.8925e+00 -3.8591e-02 +4.2758e+00 -3.5186e+00 -4.3131e+00 +4.2877e+00 +1.6350e+00 -1.1083e+00 +3.7061e+00 -2.6283e+00 +1.4481e+00 -3.7630e+00 +1.6959e+00
19 +3.544054158e+06 +3.544054158e+06 +3.543844278e+06 +3.543844278e+06 +1.5758e+00 +4.8242e+00 -3.4546e+00 +2.2655e+00 -4.7903e+00 -1.3040e+00 -1.1376e+00 -7.8168e-02 -9.0783e-01 +1.2655e+00 +3.3793e+00 -3.8885e+00 -4.7528e+00 +4.6333e+00 -9.0403e-02 -6.1500e-01 -3.3058e+00 +2.4787e+00 -5.5393e-01 +2.5300e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.959149731e+06 +8.959149731e+06 +8.959057641e+06 +8.959057641e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +5.017247745e+06 +5.017247745e+06 +5.017155655e+06 +5.017155655e+06 +1.8761e-01 +1.7884e+00 -3.2007e+00 -3.0922e+00 -2.3133e+00 +4.6771e+00 -1.7816e+00 +3.1630e-02 +1.7699e+00 -4.6877e+00 -4.8618e+00 +1.3947e+00 +4.9724e+00 +5.4637e-01 +6.6185e-01 -2.5340e+00 -1.1704e+00 +3.9224e+00 -5.5299e-01 -1.8811e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.191113545e+07 +1.191113545e+07 +1.191104756e+07 +1.191104756e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.041029174e+07 +1.041029174e+07 +1.041020385e+07 +1.041020385e+07 -2.2651e+00 -4.7613e+00 +1.8526e+00 +4.6413e-01 +1.3931e+00 +3.6811e+00 -1.4129e+00 -2.4629e+00 +3.6820e-01 +3.8522e+00 +3.1089e+00 +3.2953e+00 -3.8033e+00 +3.5511e+00 +3.1680e+00 +2.3669e+00 +4.2127e+00 +2.6681e+00 +2.4185e+00 +3.9963e+00
8 +7.909450311e+06 +7.909450311e+06 +7.909362421e+06 +7.909362421e+06 -3.3240e+00 -2.2765e+00 +1.4906e+00 +2.2446e+00 -1.8266e+00 -2.7354e+00 +1.4383e+00 -1.5285e+00 -6.0914e-01 +3.9940e+00 +2.8778e+00 -2.8347e+00 +3.9004e+00 +9.4614e-02 +4.9039e+00 -2.5632e+00 -4.4863e+00 +2.2323e-01 -1.7933e-02 +4.7439e+00
9 +5.357784286e+06 +5.357784286e+06 +5.357696396e+06 +5.357696396e+06 +3.3656e+00 -1.9823e+00 +1.4498e+00 +3.0331e+00 +3.7176e+00 +3.2939e+00 -4.3938e+00 +4.7320e+00 -3.7137e+00 -1.8887e+00 -6.6952e-02 -2.8929e+00 +7.6859e-01 +2.1696e-01 -4.1621e+00 -1.0015e+00 -7.5552e-01 +1.1067e+00 +6.7007e-01 +4.7824e+00
25 +4.704051188e+06 +4.704051188e+06 +4.703963298e+06 +4.703963298e+06 +2.6544e+00 -1.4684e+00 +1.5726e+00 -3.4286e+00 -3.6206e+00 +8.2656e-01 +4.5177e+00 +2.2888e+00 -3.1157e+00 +3.6114e+00 -1.4239e+00 +1.7330e+00 -1.8505e+00 -2.2297e-01 +2.3899e+00 -1.3898e+00 -4.6977e+00 +4.7263e+00 -2.5996e-01 +1.8649e+00
26 +3.520833476e+06 +3.520833476e+06 +3.520745586e+06 +3.520745586e+06 -2.6459e+00 +3.9597e+00 +7.2946e-01 +4.1716e+00 -2.9440e+00 +1.8620e+00 -3.8112e+00 -4.4216e+00 -2.6954e+00 -1.8863e+00 -4.6531e+00 -4.7085e+00 +4.6780e+00 -6.7324e-01 +3.8618e+00 +2.0684e+00 -3.4789e+00 +2.5739e+00 +4.3143e-01 +3.1800e+00
30 +3.417518703e+06 +3.417518703e+06 +3.417430813e+06 +3.417430813e+06 -1.8741e+00 +2.5622e+00 +6.8976e-01 +4.7836e+00 +3.6440e+00 +3.5201e+00 +3.3008e+00 +1.2407e+00 -9.8224e-01 +4.7645e+00 -1.6653e+00 +2.6914e+00 -6.3303e-01 +4.9813e+00 +3.3342e+00 -1.1978e+00 -3.1972e+00 +1.3874e+00 -1.8657e+00 +2.2176e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.207873542e+06 +7.207873542e+06 +7.208193732e+06 +7.208193732e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.872956529e+06 +3.872956529e+06 +3.873276719e+06 +3.873276719e+06 +2.7377e+00 +5.2288e-01 -4.7645e-01 -4.2687e-01 -1.0309e+00 -2.2814e+00 +6.4465e-02 +2.7883e+00 -2.2500e+00 +2.8812e+00 +9.9178e-01 -3.4449e+00 -1.2973e+00 +4.0070e-01 -2.5099e+00 -4.8253e-01 -2.8821e-01 -1.1936e+00 +1.8820e+00 +1.3282e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.003073598e+07 +2.003073598e+07 +2.003063174e+07 +2.003063174e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.268748900e+07 +1.268748900e+07 +1.268738476e+07 +1.268738476e+07 -4.0411e+00 +2.0789e+00 -4.0460e+00 -2.7772e+00 +4.8485e+00 -3.8298e+00 +1.0865e+00 +4.5254e+00 +2.0414e+00 -9.4382e-02 +2.1142e+00 +3.1841e+00 -4.1605e+00 +3.9182e+00 +1.0678e-01 -1.7252e+00 +2.3137e-02 +3.7085e+00 +1.4572e+00 -3.8174e+00
5 +6.804196881e+06 +6.804196881e+06 +6.804092641e+06 +6.804092641e+06 +4.1907e-02 -2.7877e+00 -4.9169e+00 -2.1189e+00 +3.6397e+00 +4.3577e+00 -2.7050e+00 -2.0280e+00 +2.1512e+00 +2.0492e+00 +4.2945e+00 -4.1511e-01 +3.7840e-01 +3.5464e+00 +6.2309e-01 +2.7616e+00 +4.7503e+00 +3.5397e-01 -5.7279e-01 -4.9668e+00
% function evaluation | noise-free fitness - Fopt (-4.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.249392723e+06 +3.249392723e+06 +3.249344813e+06 +3.249344813e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
26 +2.829169297e+06 +2.829169297e+06 +2.829121387e+06 +2.829121387e+06 -9.9092e-01 -4.3430e-02 +2.7773e+00 -4.5966e+00 +3.4954e+00 -1.9600e+00 -2.1098e+00 -4.2615e+00 -1.6455e+00 +3.7367e+00 +6.9426e-01 +6.9157e-01 +2.6074e+00 -3.0678e+00 -1.5867e+00 -1.3133e+00 -3.4229e+00 -9.2750e-01 -1.0099e+00 -2.9245e-01
% function evaluation | noise-free fitness - Fopt (-9.688000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.636487744e+07 +1.636487744e+07 +1.636478056e+07 +1.636478056e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.081962551e+07 +1.081962551e+07 +1.081952863e+07 +1.081952863e+07 +3.1309e+00 -2.6191e+00 +2.1675e+00 +3.5456e+00 -1.6557e+00 -4.7311e+00 +4.6363e+00 -4.5986e+00 -4.7910e+00 +4.4123e+00 -8.5917e-01 -1.9169e+00 -1.4790e+00 -6.2804e-01 -1.1037e+00 -9.0543e-01 +3.3418e+00 -6.0626e-01 +1.8327e+00 -1.8910e+00
11 +6.968441379e+06 +6.968441379e+06 +6.968344499e+06 +6.968344499e+06 +2.6567e+00 -1.2071e+00 +2.7548e-01 -2.6909e+00 +7.1890e-01 -2.1154e+00 -3.2442e+00 +1.3658e+00 -1.2950e+00 -4.3533e+00 +1.6848e-01 +4.9765e+00 -1.2975e+00 +1.0076e+00 -8.4076e-01 -2.9856e+00 -2.6778e+00 -4.1811e+00 -1.6360e-01 -3.9402e+00
24 +4.879172666e+06 +4.879172666e+06 +4.879075786e+06 +4.879075786e+06 -5.9145e-01 -3.3368e+00 +4.8094e+00 +3.1716e+00 -3.9075e+00 -2.8293e+00 -1.5472e+00 +3.4395e+00 -3.9741e+00 +4.8807e+00 -2.8219e+00 -4.1517e+00 +2.2248e-01 +3.8341e+00 +2.2106e+00 -6.4818e-01 -1.0713e+00 +1.8304e+00 +2.0743e+00 -4.7358e+00
37 +2.662909535e+06 +2.662909535e+06 +2.662812655e+06 +2.662812655e+06 -4.1537e+00 -3.6539e+00 +4.1870e-02 +4.8552e+00 -2.4293e+00 -5.5132e-01 -3.8969e+00 +4.2643e+00 +3.4569e+00 +4.6873e+00 +4.9134e+00 +3.6036e+00 +3.2407e-01 -3.8326e+00 -2.1541e+00 -1.8874e+00 -1.3397e+00 -3.5628e-01 -1.6642e+00 -4.0444e+00
% function evaluation | noise-free fitness - Fopt (-3.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.415957468e+07 +2.415957468e+07 +2.415925948e+07 +2.415925948e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +3.413252333e+06 +3.413252333e+06 +3.412937133e+06 +3.412937133e+06 +1.3783e+00 +3.7943e+00 -2.3296e+00 +4.7811e+00 +3.7863e+00 +2.4637e+00 -1.5759e+00 -3.5833e+00 -9.0371e-01 -1.2242e+00 -7.9087e-03 +4.0746e+00 +3.5814e+00 -1.2848e+00 +2.0715e-01 -2.6534e+00 -4.1795e+00 +3.0681e-01 -3.2574e+00 -3.7198e+00
% function evaluation | noise-free fitness - Fopt (1.811000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.158047389e+07 +1.158047389e+07 +1.158049200e+07 +1.158049200e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
