1: crossover='0.9', mutation='0.1', n_generations='100'
37: crossover='0.09546444525408204', mutation='0.26082663096834113', n_generations='249'
38: crossover='0.8995099039147096', mutation='0.956988283430661', n_generations='86'
39: crossover='0.5182514175088357', mutation='0.42345799338828993', n_generations='116'
40: crossover='0.899613439229197', mutation='0.07963610952149525', n_generations='93'
41: crossover='0.5659623892681132', mutation='0.711017019370852', n_generations='140'
42: crossover='0.8997198239858315', mutation='0.5032240902863148', n_generations='168'
43: crossover='0.8652435829394831', mutation='0.4020859086141415', n_generations='183'
44: crossover='0.8997746588160654', mutation='0.6038225129013026', n_generations='188'
45: crossover='0.39637995672625426', mutation='0.0809194703896855', n_generations='212'
46: crossover='0.899863367227045', mutation='0.9343696415620962', n_generations='244'
47: crossover='0.13946179224880362', mutation='0.8159094978237473', n_generations='158'
48: crossover='0.8999423870578608', mutation='0.09253256587504166', n_generations='198'
49: crossover='0.8715902510553001', mutation='0.7696804480443138', n_generations='116'
50: crossover='0.22825704834705096', mutation='0.7099850104008316', n_generations='188'
51: crossover='0.33862282901884644', mutation='0.7970915125742384', n_generations='105'
52: crossover='0.5061438067365805', mutation='0.10541149492789303', n_generations='83'
53: crossover='0.2560974078935351', mutation='0.44302438223998564', n_generations='86'
54: crossover='0.8999576643651332', mutation='0.7983319901812019', n_generations='239'
55: crossover='0.19202416408730105', mutation='0.7813244265257077', n_generations='60'
56: crossover='0.6820649722801152', mutation='0.10263839137196296', n_generations='73'
57: crossover='0.2621456306167377', mutation='0.022406441807655497', n_generations='157'
58: crossover='0.8999759617794476', mutation='0.30980438832651513', n_generations='245'
59: crossover='0.09145006399137023', mutation='0.7676914219094866', n_generations='154'
60: crossover='0.6276380180078778', mutation='0.09589664761000338', n_generations='106'
61: crossover='0.020277699542987637', mutation='0.05993146069233002', n_generations='52'
62: crossover='0.5251449891838474', mutation='0.09989045545689867', n_generations='119'
63: crossover='0.6710907240427945', mutation='0.3279377827298985', n_generations='156'
64: crossover='0.24333599413539786', mutation='0.46187365958598703', n_generations='248'
65: crossover='0.5716993779202865', mutation='0.26294655816916745', n_generations='58'
66: crossover='0.34843121254854625', mutation='0.10149210632954064', n_generations='53'
67: crossover='0.9923513083355628', mutation='0.27731153528381147', n_generations='189'
68: crossover='0.5268863694164737', mutation='0.1735964433482049', n_generations='158'
69: crossover='0.4905509223039116', mutation='0.39438349238975834', n_generations='178'
70: crossover='0.2621761480674366', mutation='0.10007371519274855', n_generations='209'
71: crossover='0.365683172172225', mutation='0.09821287592367478', n_generations='222'
72: crossover='0.31967345661693924', mutation='0.1', n_generations='63'
73: crossover='0.3667540474334655', mutation='0.8706192703429215', n_generations='218'
74: crossover='0.10673177882427132', mutation='0.14780347494155888', n_generations='79'
75: crossover='0.7026112948970458', mutation='0.9666932755657612', n_generations='72'
76: crossover='0.30200469925653484', mutation='0.5864393236877398', n_generations='109'
77: crossover='0.7045008159805497', mutation='0.9382543334003269', n_generations='81'
78: crossover='0.297289964517081', mutation='0.3707809882947659', n_generations='249'
79: crossover='0.2679105246633705', mutation='0.38857837762718095', n_generations='152'
80: crossover='0.8999804560890847', mutation='0.44268883432124273', n_generations='57'
81: crossover='0.30909286556504756', mutation='0.26973867435698473', n_generations='236'
82: crossover='0.1739066690559542', mutation='0.26094151051651815', n_generations='223'
83: crossover='0.19941532177915944', mutation='0.9055136547385275', n_generations='210'
84: crossover='0.14851218470471994', mutation='0.22524225234695805', n_generations='249'
85: crossover='0.5024691797475872', mutation='0.647830579182445', n_generations='52'
86: crossover='0.2621761480674366', mutation='0.09988457594906613', n_generations='249'
87: crossover='0.34925033055184695', mutation='0.7202156242537184', n_generations='171'
88: crossover='0.10350401304789841', mutation='0.1106512292654451', n_generations='82'
89: crossover='0.16890809807782003', mutation='0.8160637414411852', n_generations='83'
90: crossover='0.10673177882427132', mutation='0.14780347494155888', n_generations='146'
91: crossover='0.21327017722374997', mutation='0.9321858037311793', n_generations='55'
92: crossover='0.3504954327099078', mutation='0.15801397474555356', n_generations='181'
93: crossover='0.6275091135683709', mutation='0.3036888901413456', n_generations='71'
94: crossover='0.3555920159816881', mutation='0.3837248127643491', n_generations='217'
95: crossover='0.510816730040614', mutation='0.43563132694485474', n_generations='235'
96: crossover='0.8999844751595909', mutation='0.8691892525871737', n_generations='71'
97: crossover='0.7747768443651536', mutation='0.7230366430038092', n_generations='156'
98: crossover='0.7993659439098755', mutation='0.6038225129013026', n_generations='188'
99: crossover='0.9720748561314414', mutation='0.32066344725816587', n_generations='100'
100: crossover='0.3572437082650938', mutation='0.7979888821912734', n_generations='249'
101: crossover='0.97890450375369', mutation='0.35918821548807145', n_generations='208'
102: crossover='0.9651348200278875', mutation='0.03769682939747976', n_generations='234'
103: crossover='0.47132014579241144', mutation='0.9429614332376356', n_generations='219'
104: crossover='0.9032508616613499', mutation='0.11074087971858082', n_generations='82'
105: crossover='0.860723423636309', mutation='0.44667643400491563', n_generations='111'
106: crossover='0.8997746588160654', mutation='0.23478877749080257', n_generations='224'
107: crossover='0.9284947323191244', mutation='0.6802957228034991', n_generations='246'
108: crossover='0.8998246831103428', mutation='0.3449113927437405', n_generations='233'
109: crossover='0.8670522497442711', mutation='0.6588535816418067', n_generations='80'
110: crossover='0.8999804560890847', mutation='0.030660600906023294', n_generations='152'
111: crossover='0.9017460035586226', mutation='0.4955472072665389', n_generations='53'
112: crossover='0.8997346620510851', mutation='0.28581221158077674', n_generations='74'
113: crossover='0.17242164086285927', mutation='0.5537860413624285', n_generations='65'
114: crossover='0.7057788762010758', mutation='0.1', n_generations='59'
115: crossover='0.7713247057746933', mutation='0.1324717531566153', n_generations='241'
116: crossover='0.8953952714975403', mutation='0.11715859629290531', n_generations='239'
117: crossover='0.2502003544287166', mutation='0.08453407308892769', n_generations='52'
118: crossover='0.40314222969102176', mutation='0.3853263875949655', n_generations='78'
119: crossover='0.5898036576629233', mutation='0.16419660601491215', n_generations='191'
120: crossover='0.8638299432834138', mutation='0.3653597306710942', n_generations='60'
121: crossover='0.8999423870578608', mutation='0.11859411437261115', n_generations='198'
122: crossover='0.9873379573362989', mutation='0.3099361721988205', n_generations='222'
123: crossover='0.29359588677579473', mutation='0.1227329798374629', n_generations='242'
124: crossover='0.10558992122679844', mutation='0.37800581868880145', n_generations='171'
125: crossover='0.8997746588160654', mutation='0.23478877749080257', n_generations='218'
126: crossover='0.625696929031249', mutation='0.258129054027453', n_generations='250'
127: crossover='0.5486672342511043', mutation='0.12184547634021137', n_generations='157'
128: crossover='0.2001816549427986', mutation='0.9524512864710314', n_generations='176'
129: crossover='0.37873735227581407', mutation='0.11844894495799951', n_generations='236'
130: crossover='0.5936924692573818', mutation='0.41235427658853474', n_generations='228'
131: crossover='0.35266920050524453', mutation='0.12920343373549598', n_generations='225'
132: crossover='0.9990323109967753', mutation='0.3546383037981371', n_generations='72'
133: crossover='0.3532651384668395', mutation='0.19772310174888397', n_generations='231'
134: crossover='0.43198614886636855', mutation='0.2258889383152013', n_generations='206'
135: crossover='0.6843420439777684', mutation='0.046099879266145116', n_generations='230'
136: crossover='0.8419769927904707', mutation='0.3718884462938905', n_generations='209'
137: crossover='0.817182605189876', mutation='0.10322259858438931', n_generations='226'
138: crossover='0.9445962014253079', mutation='0.5016498197785784', n_generations='83'
139: crossover='0.4255535752150882', mutation='0.04504128792719353', n_generations='229'
140: crossover='0.5978208320226389', mutation='0.39279079708549014', n_generations='100'
141: crossover='0.5942803453285198', mutation='0.7331153520158125', n_generations='123'
142: crossover='0.6367713414009195', mutation='0.4013279678226741', n_generations='71'
143: crossover='0.5926034358866432', mutation='0.16372995668271795', n_generations='240'
144: crossover='0.6960614412397698', mutation='0.9035415882678633', n_generations='207'
145: crossover='0.817020040414573', mutation='0.10975807076168498', n_generations='227'
146: crossover='0.9639763504373728', mutation='0.28594161626036385', n_generations='246'
147: crossover='0.5935901171629209', mutation='0.7310537192371255', n_generations='168'
148: crossover='0.511060034074255', mutation='0.4813819182286675', n_generations='54'
149: crossover='0.5264534340924645', mutation='0.3747080790582341', n_generations='228'
150: crossover='0.2569048240580575', mutation='0.5533229757377097', n_generations='232'
151: crossover='0.5937973999929458', mutation='0.21622379547017856', n_generations='241'
152: crossover='0.26267887057294237', mutation='0.33498076209397376', n_generations='244'
153: crossover='0.5937352591705751', mutation='0.17744996140590386', n_generations='136'
154: crossover='0.8493591986487734', mutation='0.8015673641214853', n_generations='196'
155: crossover='0.6836050130646926', mutation='0.7891715293112508', n_generations='165'
156: crossover='0.7433616852583458', mutation='0.9509580078717638', n_generations='230'
157: crossover='0.9477812340187459', mutation='0.7703100949378857', n_generations='220'
158: crossover='0.3491065243800727', mutation='0.1', n_generations='150'
159: crossover='0.3938638585434707', mutation='0.6732988580592757', n_generations='101'
160: crossover='0.7702466769346776', mutation='0.13014600079727456', n_generations='229'
161: crossover='0.5583448762043932', mutation='0.48037947850703777', n_generations='224'
162: crossover='0.8477884918327272', mutation='0.40703311539186693', n_generations='230'
163: crossover='0.3312673816858641', mutation='0.8798521505547084', n_generations='157'
164: crossover='0.5936294284402175', mutation='0.4074192106231874', n_generations='110'
165: crossover='0.22180291208934766', mutation='0.5644485476080034', n_generations='168'
166: crossover='0.27212822605047127', mutation='0.43949495361499413', n_generations='229'
167: crossover='0.15106872390631831', mutation='0.7580338221824093', n_generations='144'
168: crossover='0.21316820945084503', mutation='0.4141766285554944', n_generations='234'
169: crossover='0.47798047903594343', mutation='0.708564191067504', n_generations='141'
170: crossover='0.648429530250885', mutation='0.4121768122839964', n_generations='233'
171: crossover='0.331880453168821', mutation='0.49060615741338465', n_generations='158'
172: crossover='0.5936294284402175', mutation='0.2135492030322446', n_generations='94'
173: crossover='0.18032226039571742', mutation='0.6050288177801428', n_generations='220'
174: crossover='0.5936294284402175', mutation='0.8132747174141151', n_generations='94'
175: crossover='0.21945973551259068', mutation='0.004343539170452049', n_generations='71'
176: crossover='0.3216020982443657', mutation='0.9073249894442422', n_generations='100'
177: crossover='0.2734460280338925', mutation='0.9230612637558617', n_generations='155'
178: crossover='0.5936294284402175', mutation='0.731873067047268', n_generations='94'
179: crossover='0.8020217143224034', mutation='0.6194463206755636', n_generations='102'
180: crossover='0.4530346817534616', mutation='0.10322259858438931', n_generations='228'
181: crossover='0.4082796884384462', mutation='0.9076385384757538', n_generations='213'
182: crossover='0.36147843278050773', mutation='0.41347496961824626', n_generations='245'
183: crossover='0.3626560345124604', mutation='0.3626752862629169', n_generations='84'
184: crossover='0.7920227042071841', mutation='0.4124141380406753', n_generations='241'
185: crossover='0.622100044703265', mutation='0.9341414643647483', n_generations='69'
186: crossover='0.9053980340211663', mutation='0.5836274527700135', n_generations='228'
187: crossover='0.187181077581268', mutation='0.21914880766749334', n_generations='116'
188: crossover='0.740521625539941', mutation='0.21155389697419957', n_generations='228'
189: crossover='0.19620243166574736', mutation='0.8701579498584229', n_generations='164'
190: crossover='0.5936445137736445', mutation='0.9664791247561769', n_generations='226'
191: crossover='0.10372268804367601', mutation='0.2583362766950511', n_generations='179'
192: crossover='0.5936835750732365', mutation='0.23192268231258018', n_generations='62'
193: crossover='0.00731724001539491', mutation='0.6914217164149544', n_generations='135'
194: crossover='0.5937142043811665', mutation='0.8702800026129697', n_generations='61'
195: crossover='0.3019326362783187', mutation='0.17829628471281045', n_generations='217'
196: crossover='0.49285986369913637', mutation='0.5235110005372436', n_generations='157'
197: crossover='0.6271544491446703', mutation='0.23337421369102168', n_generations='228'
198: crossover='0.5553490009695063', mutation='0.42931331088487124', n_generations='83'
199: crossover='0.27522936781892393', mutation='0.8477813487249544', n_generations='232'
200: crossover='0.8953865046217089', mutation='0.5666527967156448', n_generations='125'
201: crossover='0.17168233102934094', mutation='0.7525859186763357', n_generations='77'
202: crossover='0.75754429958655', mutation='0.6415219980861827', n_generations='95'
203: crossover='0.7321120083121265', mutation='0.09893499753508939', n_generations='176'
204: crossover='0.6682692046418682', mutation='0.11794414584845836', n_generations='64'
205: crossover='0.5936948236665173', mutation='0.4856226442371834', n_generations='143'
206: crossover='0.08383602388487832', mutation='0.11967768058956074', n_generations='66'
207: crossover='0.26799936380864314', mutation='0.41235427658853474', n_generations='241'
208: crossover='0.4529563361583876', mutation='0.9641268355171201', n_generations='203'
209: crossover='0.3591093687693373', mutation='0.7374719782845417', n_generations='217'
210: crossover='0.5936947512668435', mutation='0.9031491906296937', n_generations='247'
211: crossover='0.37680349019517123', mutation='0.33940311367275444', n_generations='200'
212: crossover='0.9401953946758755', mutation='0.7946941155689349', n_generations='129'
213: crossover='0.5998656852668146', mutation='0.4527248704784129', n_generations='134'
214: crossover='0.6395093293696953', mutation='0.16854843826952906', n_generations='228'
215: crossover='0.23191790742786045', mutation='0.5642048965096816', n_generations='121'
216: crossover='0.5936924692573818', mutation='0.41235427658853474', n_generations='205'
217: crossover='0.12451791513932375', mutation='0.7894561789730848', n_generations='124'
218: crossover='0.5936924692573818', mutation='0.41235427658853474', n_generations='229'
219: crossover='0.09493694117892937', mutation='0.47902514725553746', n_generations='73'
220: crossover='0.7057788762010758', mutation='0.1', n_generations='183'
221: crossover='0.20459653321317972', mutation='0.8633875136721043', n_generations='75'
222: crossover='0.624445938324574', mutation='0.47685977453326434', n_generations='109'
223: crossover='0.8842674828780964', mutation='0.3095654867604548', n_generations='134'
224: crossover='0.5936924692573818', mutation='0.5441996931417612', n_generations='229'
225: crossover='0.8388573416744873', mutation='0.7739565250645991', n_generations='180'
226: crossover='0.8366756593332255', mutation='0.2093208072787177', n_generations='228'
227: crossover='0.36999279371426985', mutation='0.9656725282442405', n_generations='59'
228: crossover='0.23472722034382865', mutation='0.4160317797801939', n_generations='228'
229: crossover='0.49849895147164647', mutation='0.1745348753214151', n_generations='130'
230: crossover='0.6234722418784474', mutation='0.23812110626071648', n_generations='200'
231: crossover='0.20874087441692357', mutation='0.35014244710738107', n_generations='197'
232: crossover='0.8427246068806066', mutation='0.7097821458912795', n_generations='228'
233: crossover='0.36128780784787307', mutation='0.17362156705735', n_generations='177'
234: crossover='0.5754002954459331', mutation='0.4999059594752754', n_generations='107'
235: crossover='0.6259693199848662', mutation='0.6936947459395425', n_generations='205'
236: crossover='0.4463151706839529', mutation='0.619663735958319', n_generations='228'
237: crossover='0.06288624052825731', mutation='0.3936265318891137', n_generations='130'
238: crossover='0.8156419829267044', mutation='0.9127010378825201', n_generations='228'
239: crossover='0.43777810160947495', mutation='0.8917794127584638', n_generations='236'
240: crossover='0.6231879466531104', mutation='0.30801042445118487', n_generations='66'
241: crossover='0.39877304364170296', mutation='0.3470153428332007', n_generations='105'
242: crossover='0.22373936042877685', mutation='0.11740465394316402', n_generations='209'
243: crossover='0.43505104344851386', mutation='0.42713928920307853', n_generations='189'
244: crossover='0.1843712493347247', mutation='0.3747080790582341', n_generations='228'
245: crossover='0.9588911324988972', mutation='0.40829919249789715', n_generations='57'
246: crossover='0.18856829969394528', mutation='0.4160317797801939', n_generations='228'
247: crossover='0.5956517428872025', mutation='0.9469885243009017', n_generations='51'
248: crossover='0.26799936380864314', mutation='0.41235427658853474', n_generations='237'
249: crossover='0.3698844775151343', mutation='0.9784577440765387', n_generations='177'
250: crossover='0.6228923169568883', mutation='0.24003231571502337', n_generations='84'
251: crossover='0.10645669290982884', mutation='0.9692007774174026', n_generations='129'
252: crossover='0.23475576852521995', mutation='0.4160317797801939', n_generations='228'
