% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.560030808e+01 +8.560030808e+01 +1.263803081e+02 +1.263803081e+02 -1.7295e+00 +6.6106e-01 -2.9267e+00 +4.4734e+00 -4.8369e+00 -4.7391e+00 -1.1761e+00 +2.1319e+00 -2.0061e+00 -2.3474e+00 -3.6544e+00 -9.0560e-01 +4.9938e-01 +4.2252e+00 +1.8814e+00 +8.0422e-01 +3.5203e+00 -2.0449e+00 -7.5869e-01 -2.2911e+00
298 +5.932084571e+01 +5.932084571e+01 +1.001008457e+02 +1.001008457e+02 -1.9608e+00 -2.1219e+00 -1.8124e-01 -2.3222e+00 -4.9321e+00 +5.6160e-01 -7.8179e-01 -1.7121e+00 +1.2038e+00 -3.5426e+00 -3.7697e-01 -2.6324e+00 +4.7363e+00 +4.0644e+00 +2.1022e+00 +3.5465e+00 +1.0957e+00 +1.1766e+00 -1.7084e+00 +5.2122e-01
326 +3.402171837e+01 +3.402171837e+01 +7.480171837e+01 +7.480171837e+01 -2.2469e+00 -3.0109e+00 -5.7061e-01 -8.8426e-01 -3.7360e+00 -2.5966e+00 -8.7314e-01 -2.1389e+00 +1.0318e+00 -3.5260e+00 +8.2250e-01 -8.9162e-01 +3.4972e+00 +2.7231e+00 +1.6676e+00 +1.5470e+00 +1.5010e+00 +8.7482e-01 -1.1559e+00 +5.8296e-01
391 +1.889991245e+01 +1.889991245e+01 +5.967991245e+01 +5.967991245e+01 -2.6957e+00 -2.9483e+00 -5.9989e-01 -7.4505e-01 -4.7483e+00 -2.2610e+00 -2.1960e+00 -1.4562e+00 +1.8836e+00 -3.6306e+00 +5.7693e-01 -1.1785e+00 +4.2225e+00 +3.6525e+00 +1.3920e+00 +6.0694e-01 +1.9550e+00 +5.0994e-01 +4.8791e-01 +1.7997e+00
406 +1.571302014e+01 +1.571302014e+01 +5.649302014e+01 +5.649302014e+01 -3.4187e+00 -2.4512e+00 -1.4241e-01 -1.0288e+00 -4.7777e+00 -2.7348e+00 -2.0434e+00 -1.4431e+00 +2.1480e+00 -2.7310e+00 +7.5735e-01 -1.5804e+00 +3.8978e+00 +3.7065e+00 +1.3577e+00 +1.9286e-01 +2.3729e+00 +7.9930e-01 +2.8834e-01 +1.7923e+00
445 +9.168974115e+00 +9.168974115e+00 +4.994897411e+01 +4.994897411e+01 -2.9252e+00 -2.7504e+00 -3.8729e-01 -1.3362e+00 -4.0607e+00 -1.3689e+00 -3.0569e+00 -6.9762e-01 +2.1771e+00 -3.2490e+00 +6.7464e-01 -2.6286e+00 +3.1008e+00 +5.2098e+00 +1.7674e+00 +2.8837e-02 +1.4267e+00 +1.4866e+00 +1.1181e+00 +2.2231e+00
520 +5.831082366e+00 +5.831082366e+00 +4.661108237e+01 +4.661108237e+01 -2.4632e+00 -3.0342e+00 +9.4048e-01 -1.1542e+00 -3.5688e+00 -1.3059e+00 -2.9148e+00 -1.1650e+00 +2.3377e+00 -2.8303e+00 +1.0251e+00 -2.4608e+00 +2.8918e+00 +4.9943e+00 +1.1975e+00 -4.2672e-01 +1.5688e+00 +1.0650e+00 +3.3002e-01 +1.1176e+00
545 +3.621207172e+00 +3.621207172e+00 +4.440120717e+01 +4.440120717e+01 -2.4872e+00 -3.0212e+00 +1.8021e+00 -1.0313e+00 -3.9985e+00 -1.0270e+00 -2.8935e+00 -1.0682e+00 +2.6798e+00 -3.2459e+00 +8.3900e-01 -1.8473e+00 +2.5970e+00 +4.9060e+00 +1.3746e+00 -4.0408e-01 +2.0079e+00 +1.2261e+00 +8.2916e-01 +1.3768e+00
576 +2.145814424e+00 +2.145814424e+00 +4.292581442e+01 +4.292581442e+01 -2.3560e+00 -2.8176e+00 +2.0944e+00 -1.2655e+00 -4.2619e+00 -8.9442e-01 -3.1901e+00 -1.3667e+00 +2.6514e+00 -3.3674e+00 +9.4421e-01 -1.6613e+00 +2.9380e+00 +4.4846e+00 +1.1086e+00 -4.4123e-01 +2.4199e+00 +6.9237e-01 +6.4240e-01 +1.4724e+00
626 +1.459734274e+00 +1.459734274e+00 +4.223973427e+01 +4.223973427e+01 -2.3032e+00 -2.5708e+00 +2.4602e+00 -1.6225e+00 -4.0495e+00 -3.4105e-01 -3.2634e+00 -1.5956e+00 +2.9432e+00 -3.4646e+00 +1.0637e+00 -1.2804e+00 +2.4556e+00 +4.2705e+00 +6.5958e-01 -9.4152e-01 +2.5498e+00 +2.2032e-01 +1.2865e+00 +1.4306e+00
