% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288577618e+08 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +3.306062134e+08 +3.306062134e+08 +3.306055923e+08 +3.306055923e+08 -8.3100e-01 +2.5197e+00 +4.4544e+00 -3.5896e+00 +2.9872e+00 -4.9671e+00 +4.8474e+00 -2.6007e-01 -7.2415e-01 -2.0059e-01 +1.0962e+00 +3.7342e+00 +4.9699e+00 +4.0749e+00 +4.0276e+00 -3.1007e+00 +2.8006e+00 +4.8892e+00 +1.9855e+00 +4.3587e+00
18 +2.323819665e+08 +2.323819665e+08 +2.323813454e+08 +2.323813454e+08 -3.8916e+00 +2.8576e+00 -4.5124e+00 -4.0184e+00 -2.5501e+00 +1.2900e-01 -2.8396e+00 +4.3699e-01 -7.9826e-01 -2.7971e+00 -3.6920e+00 -1.7825e+00 -1.6998e+00 +1.8137e+00 +3.0822e-01 -3.8267e+00 +1.1949e+00 +4.9437e+00 +2.2286e+00 -1.5260e+00
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.098664382e+08 +6.098664382e+08 +6.098661834e+08 +6.098661834e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.859133070e+08 +2.859133070e+08 +2.859133636e+08 +2.859133636e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.629154048e+08 +1.629154048e+08 +1.629153867e+08 +1.629153867e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.102553206e+07 +9.102553206e+07 +9.102556983e+07 +9.102556983e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.687000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.365336977e+08 +4.365336977e+08 +4.365337145e+08 +4.365337145e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +2.969261664e+08 +2.969261664e+08 +2.969261833e+08 +2.969261833e+08 -2.8888e+00 -3.7830e+00 -3.3550e+00 +4.9535e+00 +3.3320e+00 +4.2829e+00 -4.8315e+00 -3.5648e+00 -4.6191e+00 -3.6309e+00 +1.3806e+00 +3.3325e+00 -3.0404e+00 +1.5443e+00 +2.0683e+00 +5.6010e-01 -4.7773e+00 -4.2986e-02 -3.8306e+00 -6.6509e-01
31 +2.356909365e+08 +2.356909365e+08 +2.356909534e+08 +2.356909534e+08 -3.6477e+00 -2.4606e+00 -4.7119e+00 -8.1740e-01 +2.9430e+00 -1.8466e+00 +2.7642e+00 -2.9761e+00 +2.2900e+00 -1.5322e+00 -9.7909e-01 -5.0233e-01 -2.1334e+00 +4.3365e+00 -3.0642e+00 -2.2127e+00 -1.3192e-01 -3.2208e+00 +2.8810e-01 -3.2846e+00
% function evaluation | noise-free fitness - Fopt (1.456400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.511444088e+08 +1.511444088e+08 +1.511445545e+08 +1.511445545e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.709700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
