% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.865375255e+02 +3.865375255e+02 +3.773275255e+02 +3.773275255e+02 -2.8693e+00 -3.7441e+00 -4.5717e+00 -1.3474e+00 +2.9577e+00 +1.4961e+00 +1.6231e+00 -5.7285e-01 -1.8117e+00 -3.8724e+00 +3.9812e+00 -4.1895e+00 -4.6369e-01 +3.5211e+00 -1.7352e+00 -1.3069e+00 +3.6060e+00 -2.1588e+00 +4.4277e+00 +1.6925e+00
3 +3.325859177e+02 +3.325859177e+02 +3.233759177e+02 +3.233759177e+02 +1.0354e+00 +1.2429e+00 +1.9935e+00 +4.6946e+00 +2.5678e+00 +4.7868e+00 +4.7410e+00 -2.4917e+00 -1.7576e+00 -3.3544e+00 +2.9180e+00 +3.5076e+00 +5.6301e-01 +2.6023e+00 -1.4657e+00 -3.1311e+00 +9.0615e-01 +4.4062e+00 +3.3255e+00 +1.0437e+00
4 +3.139742371e+02 +3.139742371e+02 +3.047642371e+02 +3.047642371e+02 +3.4906e+00 +3.3664e+00 -4.6443e+00 -3.7239e+00 +2.3778e-01 -3.0581e+00 +1.5275e+00 -7.4210e-01 +3.7750e+00 -1.2038e-01 -4.2515e-01 +4.2298e-01 +4.0631e+00 -3.0006e+00 -2.5305e+00 +4.5659e+00 +4.8945e+00 -2.1375e+00 -4.7910e+00 +3.5441e+00
14 +2.868335675e+02 +2.868335675e+02 +2.776235675e+02 +2.776235675e+02 +1.7005e+00 -3.0227e+00 -2.7209e+00 +2.8615e+00 +1.7445e+00 +8.3863e-01 +3.3143e+00 -3.0167e+00 -3.8900e+00 -3.3316e+00 -4.6405e+00 +1.6463e+00 -1.3327e+00 -1.0241e+00 -4.9403e+00 -7.5087e-01 +3.0550e+00 +3.1492e+00 -4.4436e+00 -2.5466e-02
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.418006827e+02 +3.418006827e+02 +9.977906827e+02 +9.977906827e+02 +2.6874e+00 -4.6222e+00 -2.8030e+00 -4.2369e+00 -2.7061e+00 -4.6657e+00 -2.7160e+00 +1.7569e+00 +1.3695e-01 +2.4415e-01 -1.5417e+00 -2.6641e+00 +3.7807e+00 -2.8762e+00 -2.1428e+00 -2.8829e+00 +4.9161e-01 +1.4089e+00 +3.5685e+00 +2.8014e+00
6 +3.105918550e+02 +3.105918550e+02 +9.665818550e+02 +9.665818550e+02 -3.6435e+00 +3.5130e+00 -4.2486e+00 +1.6733e+00 -2.5265e+00 -4.4385e+00 -2.9661e+00 +1.8701e+00 -2.1218e+00 +4.4661e+00 +3.8251e+00 -1.8250e+00 -1.7273e+00 +4.2393e+00 +3.3361e+00 -1.6788e-02 -9.7129e-02 -4.2469e+00 +2.5274e+00 +2.0891e+00
30 +2.745293308e+02 +2.745293308e+02 +9.305193308e+02 +9.305193308e+02 -7.0773e-01 +4.4992e+00 -3.6258e+00 -2.9460e+00 -2.7734e+00 -4.7735e+00 +1.8388e+00 +3.8217e+00 -4.9783e+00 -2.1923e+00 -2.7526e+00 -2.4006e+00 +1.3067e+00 -2.3326e+00 +1.0702e+00 +1.8476e+00 +2.4602e+00 -2.0416e+00 +4.5658e+00 +3.7027e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +4.659861284e+02 +4.659861284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.832474680e+02 +3.832474680e+02 +4.499574680e+02 +4.499574680e+02 -3.5796e+00 -2.2754e+00 -2.6289e+00 -3.2413e+00 +2.5194e-01 +5.8270e-01 +4.7818e+00 -7.6094e-01 -3.7742e-01 +4.3352e+00 -3.0001e+00 -3.7767e+00 +4.8565e+00 -7.8351e-01 +4.7200e+00 -3.3560e+00 -1.8141e+00 -4.4517e+00 +1.9526e+00 +4.4192e+00
3 +3.209260008e+02 +3.209260008e+02 +3.876360008e+02 +3.876360008e+02 +1.7727e+00 +4.8052e+00 -3.5634e+00 +3.2971e+00 +2.1539e+00 -2.1998e-01 -3.5989e+00 -3.5492e+00 -2.4117e+00 -2.7219e+00 -1.9311e+00 -2.1434e+00 -2.5698e+00 +8.0523e-01 -3.0081e+00 +5.4114e-01 -3.7371e+00 -2.5791e+00 -3.6935e+00 +1.0683e+00
4 +3.092312114e+02 +3.092312114e+02 +3.759412114e+02 +3.759412114e+02 +3.7856e+00 -1.8964e+00 +1.8116e+00 +1.5646e+00 -4.3272e+00 -4.6927e+00 -3.4032e+00 -2.0630e+00 -2.3670e+00 -7.9916e-01 -1.5813e+00 +1.8871e+00 -2.1857e+00 +2.1917e+00 +3.2905e+00 +4.6855e+00 -2.0450e+00 +4.3151e+00 -4.3727e+00 -2.0037e+00
8 +2.994514771e+02 +2.994514771e+02 +3.661614771e+02 +3.661614771e+02 -2.0286e+00 +3.1115e+00 +2.7746e+00 +3.3433e-01 +1.9863e+00 -4.3911e+00 -3.3679e+00 -1.7064e+00 -2.4549e+00 +7.8697e-01 -3.2799e+00 -1.6784e+00 -3.1013e+00 -1.2242e+00 +4.6419e+00 +3.6371e+00 -4.8690e+00 -4.9173e-01 +1.9902e+00 -4.7506e+00
38 +2.497685201e+02 +2.497685201e+02 +3.164785201e+02 +3.164785201e+02 +1.5988e+00 -1.2034e+00 -3.3036e+00 -4.1087e-01 +3.0401e+00 +3.7660e-02 -4.5431e+00 -2.3678e+00 +3.3925e+00 -1.0361e+00 -4.5210e+00 -3.2350e+00 +3.1069e+00 +8.3653e-01 +3.2684e+00 -1.3925e+00 +2.1594e+00 -2.9037e+00 -1.9918e+00 -4.4559e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.340946128e+03 +1.340946128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
