% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.116288241e+03 +7.116288241e+03 +6.654198241e+03 +6.654198241e+03 +5.2496e-01 +2.4405e+00 -1.0832e+00 +3.9071e+00 +1.2893e+00 +4.1774e+00 +3.5780e+00 +2.6869e-01 -4.5515e+00 +4.6806e+00 +6.3898e-01 -1.9865e+00 -1.4427e+00 -4.2866e+00 -2.9391e+00 +2.1407e+00 +2.6936e+00 +3.5127e+00 +4.2020e+00 +2.8219e+00
21 +4.961057810e+03 +4.961057810e+03 +4.498967810e+03 +4.498967810e+03 -2.0208e+00 -1.5249e-01 +3.3020e+00 +2.1328e-01 -2.7614e+00 -3.5941e+00 +1.4084e+00 +2.9022e-02 +4.1995e-01 +7.6976e+00 +1.6627e+00 +2.3219e+00 -2.5390e+00 -3.0385e-01 -1.4212e+00 +5.5863e+00 +2.2550e+00 -3.1367e+00 +2.9403e+00 +4.4933e+00
91 +3.278577911e+03 +3.278577911e+03 +2.816487911e+03 +2.816487911e+03 -4.5916e-01 -2.5832e+00 +2.6366e-01 +2.6273e+00 -9.9588e-01 +5.6301e+00 +1.0723e+00 -7.2033e+00 +1.6096e+00 +6.7255e+00 +2.8491e+00 -2.4280e+00 -3.9093e-01 -2.2928e+00 -3.2743e+00 +7.0929e+00 +8.8015e-01 -1.3319e+00 +6.0439e-01 +5.2577e+00
106 +1.300659086e+03 +1.300659086e+03 +8.385690860e+02 +8.385690860e+02 +2.4101e+00 +3.9614e+00 +2.2909e+00 +5.0498e+00 -4.9602e+00 +1.3861e+00 +2.8998e+00 -2.4190e+00 +7.9759e-01 +4.3114e+00 +2.2901e+00 -4.9448e+00 -4.6412e+00 -4.9099e-01 -4.6664e+00 -3.1997e-01 -4.1639e-01 -3.3423e+00 -3.2119e-01 +4.3734e+00
201 +9.934602122e+02 +9.934602122e+02 +5.313702122e+02 +5.313702122e+02 +2.7764e+00 +2.6303e+00 +9.0575e-01 +4.5503e+00 -4.0534e+00 +3.0763e+00 +1.8513e+00 -5.2334e-01 -2.5991e-01 +3.0081e+00 +2.7003e+00 -4.4735e+00 -4.0179e+00 -1.6107e+00 -4.5718e+00 -1.3615e+00 +3.3812e-01 -2.6307e+00 +5.3422e-01 +4.5202e+00
270 +6.288050287e+02 +6.288050287e+02 +1.667150287e+02 +1.667150287e+02 +1.5886e-01 -6.4267e-01 -1.8672e+00 +2.9547e+00 +2.2804e+00 +3.4019e+00 +1.8286e+00 -2.5654e-01 -1.6101e+00 +1.0808e+00 +1.9785e+00 -3.8412e+00 -2.2704e+00 -3.1755e+00 +7.5726e-02 +9.8149e-01 -1.2469e-01 -1.3587e+00 +1.6504e+00 +3.2694e+00
376 +3.930423582e+02 +3.930423582e+02 -6.904764177e+01 -6.904764177e+01 +1.3231e+00 -3.6402e-01 -2.0037e+00 +2.6292e+00 +2.3192e+00 +3.3740e+00 +2.5298e+00 +1.9125e+00 +2.1134e-01 +1.5940e+00 +1.0444e+00 -3.1693e+00 -1.2167e+00 -3.6919e+00 +1.0773e+00 +6.7388e-01 -4.2147e-01 +2.9163e+00 +2.0404e+00 +1.9313e+00
549 +2.123047158e+02 +2.123047158e+02 -2.497852842e+02 -2.497852842e+02 +1.7791e+00 -4.0253e-01 -2.0603e+00 +2.9329e+00 +2.4687e+00 +4.2737e+00 +1.6879e+00 +2.6107e+00 +8.1205e-01 +8.4965e-01 +2.6534e+00 -3.8426e+00 -3.7751e-01 -2.9421e+00 +9.7274e-01 -1.9002e+00 +4.2061e-01 +2.9215e+00 +1.5970e+00 +2.5733e+00
1009 +1.566402601e+02 +1.566402601e+02 -3.054497399e+02 -3.054497399e+02 +1.9105e+00 -3.8051e-01 -2.1137e+00 +3.0728e+00 +2.4590e+00 +4.3090e+00 +1.7522e+00 +2.5788e+00 +1.0696e+00 +8.5013e-01 +2.6800e+00 -3.7635e+00 -3.6381e-01 -2.9675e+00 +9.3060e-01 -1.9226e+00 +3.1689e-01 +2.9417e+00 +1.5668e+00 +2.4200e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
