% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.128259773e+05 +5.128259773e+05 +5.129022473e+05 +5.129022473e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +8.444738456e+04 +8.444738456e+04 +8.452365456e+04 +8.452365456e+04 +2.5817e-01 +1.1119e-01 +2.7337e-01 +9.6149e-01 +9.1062e-01 +2.1634e-01 +2.4018e-01 +5.5918e-02 +2.6779e-01 +2.7358e-01 +9.6858e-01 +1.6533e-01 +7.1705e-01 +1.0000e+00 +6.0904e-01 +2.6011e-01 +6.8065e-01 +7.9903e-01 +1.4463e-01 +4.8005e-01
8 +6.641872603e+04 +6.641872603e+04 +6.649499603e+04 +6.649499603e+04 +9.9727e-01 +8.0847e-01 +3.0322e-01 +3.5223e-01 +4.9970e-01 +5.4398e-02 +1.5183e-01 +7.3416e-01 +6.7702e-01 +9.1828e-01 +3.8527e-01 +8.9728e-01 +1.5570e-01 +8.0061e-01 +8.6401e-01 +4.8672e-01 +3.7530e-01 +5.3583e-01 +3.9310e-01 +5.6713e-01
9 +1.823243879e+04 +1.823243879e+04 +1.830870879e+04 +1.830870879e+04 +9.4809e-01 +3.2571e-01 +8.5556e-02 +1.6039e-01 +8.8882e-01 +5.7290e-01 +6.3172e-01 +9.8319e-01 +5.3202e-01 +9.7676e-02 +7.6335e-01 +8.5067e-01 +1.0722e-01 +6.4099e-01 +7.7629e-01 +1.6014e-01 +3.0931e-01 +9.2022e-01 +7.1485e-01 +9.0200e-01
15 +3.682791659e+03 +3.682791659e+03 +3.759061659e+03 +3.759061659e+03 +1.5760e-01 +1.9750e-01 +2.5205e-01 +1.4136e-01 +2.9125e-01 +4.7739e-01 +1.5813e-01 +1.9589e-01 +6.3022e-01 +6.4545e-01 +1.4204e-01 +4.5816e-01 +6.3950e-01 +6.6784e-01 +1.9747e-01 +5.5059e-01 +7.0887e-01 +9.1784e-01 +8.1822e-01 +3.5746e-01
35 +2.258352235e+02 +2.258352235e+02 +3.021052235e+02 +3.021052235e+02 +2.9374e-01 +7.4518e-01 +1.0974e-01 +5.9219e-01 +5.5566e-02 +7.0969e-01 +9.0910e-01 +7.1905e-02 +8.6805e-01 +7.9312e-01 +9.6160e-01 +5.9518e-01 +4.2671e-01 +6.1520e-01 +2.7468e-01 +4.1844e-01 +2.7481e-01 +9.6031e-02 +5.6657e-01 +6.6900e-01
181 +1.492596759e+02 +1.492596759e+02 +2.255296759e+02 +2.255296759e+02 +7.5674e-01 +1.1530e-01 +3.3105e-01 +6.7279e-01 +6.0378e-01 +7.3194e-01 +4.6967e-01 +6.5475e-02 +4.0497e-01 +1.5979e-01 +4.2652e-01 +8.0193e-01 +9.9371e-01 +5.6643e-01 +9.1742e-01 +6.6569e-01 +1.4269e-01 +3.7267e-01 +5.9567e-01 +3.2615e-01
381 +1.291993998e+02 +1.291993998e+02 +2.054693998e+02 +2.054693998e+02 +9.9241e-01 +3.5822e-01 +1.2532e-01 +5.6846e-01 +3.9758e-01 +8.6887e-01 +7.8173e-01 +4.6699e-01 +4.5680e-01 +6.6200e-02 +6.1695e-01 +5.1560e-01 +6.4273e-01 +5.3185e-01 +6.1465e-01 +7.6638e-01 +9.7487e-01 +6.1922e-02 +6.5538e-01 +2.6449e-01
911 +9.712372007e+01 +9.712372007e+01 +1.733937201e+02 +1.733937201e+02 +6.8374e-01 +8.7232e-02 +2.0104e-02 +8.5758e-01 +6.7048e-01 +8.9144e-01 +2.4656e-01 +3.2963e-01 +4.5318e-01 +7.8341e-01 +8.5844e-01 +7.5187e-01 +2.0164e-01 +8.7021e-01 +6.9476e-01 +6.4044e-01 +2.8946e-02 +4.2876e-01 +3.9890e-01 +2.8995e-02
2628 +9.021177795e+01 +9.021177795e+01 +1.664817780e+02 +1.664817780e+02 +8.4568e-01 +9.1414e-02 +2.0471e-01 +1.6870e-01 +1.0162e-01 +1.5621e-01 +4.0440e-02 +5.5242e-01 +9.8714e-01 +6.6742e-01 +7.6522e-01 +3.6938e-01 +1.0784e-01 +8.8971e-01 +6.5964e-01 +2.9583e-01 +8.4919e-01 +6.8131e-02 +5.9987e-03 +9.8556e-01
