1: crossover='0.9', mutation='0.1', n_generations='100'
87: crossover='0.6389644011277438', mutation='0.12991849757046303', n_generations='157'
88: crossover='0.3053477122101794', mutation='0.4982578855075517', n_generations='104'
89: crossover='0.9822047468694304', mutation='0.33362860539681494', n_generations='155'
90: crossover='0.3054946456885099', mutation='0.7372777323775135', n_generations='169'
91: crossover='0.7686033692724461', mutation='0.2680623144451211', n_generations='165'
92: crossover='0.30537770818979093', mutation='0.03892268019479364', n_generations='125'
93: crossover='0.14592452757633945', mutation='0.6708804546577967', n_generations='70'
94: crossover='0.4308519716236141', mutation='0.015794308440515215', n_generations='135'
95: crossover='0.6108438457298487', mutation='0.9561223570079612', n_generations='228'
96: crossover='0.29420264831994325', mutation='0.014606629668649118', n_generations='210'
97: crossover='0.9086560147047179', mutation='0.4517636455653047', n_generations='73'
98: crossover='0.1048650224891513', mutation='0.019556890356615342', n_generations='198'
99: crossover='0.5860449210404707', mutation='0.23407965984074586', n_generations='91'
100: crossover='0.11504016785459992', mutation='0.01620724791526751', n_generations='189'
101: crossover='0.09866854234210287', mutation='0.8473942290328489', n_generations='201'
102: crossover='0.029706160593148567', mutation='0.016920328848731514', n_generations='202'
103: crossover='0.9855547174577122', mutation='0.9319186983079789', n_generations='216'
104: crossover='0.24102533737578025', mutation='0.016859017335922433', n_generations='185'
105: crossover='0.36281537983083056', mutation='0.3988987919630371', n_generations='211'
106: crossover='0.31001532064157467', mutation='0.01659529888404032', n_generations='159'
107: crossover='0.2683201535260865', mutation='0.20787830486039593', n_generations='107'
108: crossover='0.08335727391526071', mutation='0.016740517646305908', n_generations='240'
109: crossover='0.41320305982600447', mutation='0.6393013284893336', n_generations='119'
110: crossover='0.3939762545160178', mutation='0.13534871086518852', n_generations='212'
111: crossover='0.2704267645416697', mutation='0.01645480697031898', n_generations='223'
112: crossover='0.1460164680420447', mutation='0.47084101710421167', n_generations='123'
113: crossover='0.19730369659643632', mutation='0.1658591255756019', n_generations='189'
114: crossover='0.5958367415236814', mutation='0.36987248651236304', n_generations='116'
115: crossover='0.5107577732847634', mutation='0.016348226906991892', n_generations='210'
116: crossover='0.08047612053171227', mutation='0.19721326567410957', n_generations='62'
117: crossover='0.26744684359339166', mutation='0.016270382329656274', n_generations='180'
118: crossover='0.35610257629979514', mutation='0.19490907098891386', n_generations='246'
119: crossover='0.9317176560315371', mutation='0.01621147352908825', n_generations='203'
120: crossover='0.18560655641708756', mutation='0.36205575334111506', n_generations='69'
121: crossover='0.37604560591763525', mutation='0.6720427264006809', n_generations='123'
122: crossover='0.8269868586190365', mutation='0.5839937630262197', n_generations='154'
123: crossover='0.30537686217216486', mutation='0.9360253503422302', n_generations='213'
124: crossover='0.827130158239522', mutation='0.22559507378330956', n_generations='143'
125: crossover='0.5338039331718504', mutation='0.006343434390292169', n_generations='151'
126: crossover='0.8509554497812798', mutation='0.7298130659382424', n_generations='93'
127: crossover='0.7755265653296282', mutation='0.011600181641141627', n_generations='77'
128: crossover='0.5729916831765002', mutation='0.7061313625766772', n_generations='77'
129: crossover='0.741683489837622', mutation='0.2202042389483143', n_generations='132'
130: crossover='0.6224977029465708', mutation='0.7248065351126796', n_generations='129'
131: crossover='0.05119379751630626', mutation='0.016224705300370013', n_generations='246'
132: crossover='0.6573123691033956', mutation='0.9123204808574288', n_generations='75'
133: crossover='0.5857182886874018', mutation='0.015455809583214686', n_generations='215'
134: crossover='0.2978050105989113', mutation='0.25300188973650384', n_generations='209'
135: crossover='0.8727797046211001', mutation='0.9094313620383764', n_generations='93'
136: crossover='0.5351649800592969', mutation='0.8554497872155163', n_generations='72'
137: crossover='0.567258564748808', mutation='0.9511400026804798', n_generations='242'
138: crossover='0.30544272969255026', mutation='0.7704553250484694', n_generations='89'
139: crossover='0.776854053788599', mutation='0.3208907591151017', n_generations='218'
140: crossover='0.7556409692206675', mutation='0.010697125562765253', n_generations='85'
141: crossover='0.34182522190910236', mutation='0.011158966047564611', n_generations='87'
142: crossover='0.3062642882398784', mutation='0.015794308440515215', n_generations='114'
143: crossover='0.13355642584573857', mutation='0.426797758548641', n_generations='95'
144: crossover='0.5286210430387227', mutation='0.8761378142209145', n_generations='60'
145: crossover='0.8293639279819562', mutation='0.19539274835091247', n_generations='157'
146: crossover='0.9211269605407149', mutation='0.007416090270358944', n_generations='112'
147: crossover='0.9770916957057924', mutation='0.9026980570147929', n_generations='169'
148: crossover='0.837394749835533', mutation='0.0011127464778609708', n_generations='60'
149: crossover='0.6822697979411312', mutation='0.8910294578325941', n_generations='247'
150: crossover='0.3055284347499715', mutation='0.010794643217982736', n_generations='71'
151: crossover='0.025650824109595627', mutation='0.44550008802677465', n_generations='191'
152: crossover='0.7366249597816091', mutation='0.01165472964244696', n_generations='130'
153: crossover='0.07430691210786633', mutation='0.876724650456669', n_generations='219'
154: crossover='0.44946013371819726', mutation='0.007052473173248086', n_generations='118'
155: crossover='0.13686783954944293', mutation='0.876395818917689', n_generations='115'
156: crossover='0.6051084484040222', mutation='0.012080294891766874', n_generations='213'
157: crossover='0.3461205931284427', mutation='0.8211964011181555', n_generations='87'
158: crossover='0.763288415547863', mutation='0.006690096591304484', n_generations='66'
159: crossover='0.43633838726770546', mutation='0.6563676954197303', n_generations='248'
160: crossover='0.5854131965955977', mutation='0.006496480596812737', n_generations='111'
161: crossover='0.05560574649933381', mutation='0.7403900111362981', n_generations='250'
162: crossover='0.5388495320154478', mutation='0.014606629668649118', n_generations='210'
163: crossover='0.10723465531799048', mutation='0.5837056216251064', n_generations='83'
164: crossover='0.02972334230328555', mutation='0.016213221291479396', n_generations='87'
165: crossover='0.17738789227496543', mutation='0.19649323222002513', n_generations='153'
166: crossover='0.3999771150522312', mutation='0.015054323774193024', n_generations='230'
167: crossover='0.7994005713950588', mutation='0.47494967559808354', n_generations='221'
168: crossover='0.3389199642945324', mutation='0.015455809583214686', n_generations='121'
169: crossover='0.008503053878275879', mutation='0.1661420498965288', n_generations='175'
170: crossover='0.3223816181370775', mutation='0.012080294891766874', n_generations='213'
171: crossover='0.48398635062866313', mutation='0.6300662426378753', n_generations='226'
172: crossover='0.3125601772021951', mutation='0.009937849257461773', n_generations='168'
173: crossover='0.703619229807762', mutation='0.06853244156856986', n_generations='95'
174: crossover='0.5339050744379871', mutation='0.8060163695234728', n_generations='104'
175: crossover='0.3251885967289794', mutation='0.9755043659964812', n_generations='122'
176: crossover='0.10796843489227803', mutation='0.1618036985090059', n_generations='243'
177: crossover='0.8483907751749301', mutation='0.015261421178322965', n_generations='128'
178: crossover='0.9086475500682474', mutation='0.4584669066653647', n_generations='87'
179: crossover='0.29329381470850624', mutation='0.3105540781652457', n_generations='127'
180: crossover='0.6429915476306087', mutation='0.5714665527321809', n_generations='115'
181: crossover='0.3125117763802602', mutation='0.2828357346871653', n_generations='237'
182: crossover='0.9715169648447091', mutation='0.37126042301444995', n_generations='217'
183: crossover='0.3132432502342586', mutation='0.8970639790295897', n_generations='150'
184: crossover='0.45502868938948393', mutation='0.9124405182539245', n_generations='152'
185: crossover='0.722432743203148', mutation='0.01600781896029424', n_generations='100'
186: crossover='0.48279241764822367', mutation='0.02055034821586066', n_generations='146'
187: crossover='0.485752809346094', mutation='0.016171147394798635', n_generations='235'
188: crossover='0.651097459742914', mutation='0.5180741966891744', n_generations='167'
189: crossover='0.7408082448172731', mutation='0.107025527809534', n_generations='148'
190: crossover='0.9150070572657769', mutation='0.01067088768865787', n_generations='122'
191: crossover='0.5890984170113428', mutation='0.20469480045808375', n_generations='75'
192: crossover='0.5049168204630845', mutation='0.010599564934456795', n_generations='67'
193: crossover='0.358361545497233', mutation='0.5212234461255979', n_generations='138'
194: crossover='0.29442952154567004', mutation='0.6381295826444722', n_generations='133'
195: crossover='0.6708393308094668', mutation='0.7200173799133436', n_generations='92'
196: crossover='0.048024709048636205', mutation='0.2815276929338302', n_generations='137'
197: crossover='0.2985962459427314', mutation='0.013881246530726421', n_generations='187'
198: crossover='0.9426738771593118', mutation='0.75015669788165', n_generations='106'
199: crossover='0.3012589395206915', mutation='0.013962001261073054', n_generations='223'
200: crossover='0.8698226962490408', mutation='0.9853185969689598', n_generations='241'
201: crossover='0.3125601772021951', mutation='0.03868874228784559', n_generations='168'
202: crossover='0.8877383276715602', mutation='0.008486490972168026', n_generations='79'
203: crossover='0.29412302929726186', mutation='0.434323832262814', n_generations='240'
204: crossover='0.3830548684353502', mutation='0.6618232815412874', n_generations='93'
205: crossover='0.5490616409814574', mutation='6.063301476035843E-4', n_generations='77'
206: crossover='0.2528325072449429', mutation='0.8312462979960117', n_generations='104'
207: crossover='0.6669503535624802', mutation='0.008076233222216178', n_generations='123'
208: crossover='0.4071501830920907', mutation='0.18841843185876472', n_generations='158'
209: crossover='0.781138553135326', mutation='7.210010852044535E-4', n_generations='212'
210: crossover='0.7691552459906346', mutation='0.6010385034539873', n_generations='198'
211: crossover='0.5313096433128649', mutation='0.5932992976523868', n_generations='100'
212: crossover='0.3222733052963255', mutation='0.850413950931263', n_generations='204'
213: crossover='0.5318367126140948', mutation='0.7538260320800203', n_generations='152'
214: crossover='0.9669451880198927', mutation='0.9741113730718312', n_generations='181'
215: crossover='0.9940528559278026', mutation='0.010116057042414472', n_generations='106'
216: crossover='0.7605010787234624', mutation='0.763805756818803', n_generations='233'
217: crossover='0.36771948783266395', mutation='0.009094272154460792', n_generations='111'
218: crossover='0.33723045989788514', mutation='0.10349667974113708', n_generations='81'
219: crossover='0.5338039331718504', mutation='0.2265941329792991', n_generations='151'
220: crossover='0.5812303706741621', mutation='0.12580838275952555', n_generations='81'
221: crossover='0.5828101227197031', mutation='0.01618616144670393', n_generations='203'
222: crossover='0.1856122381862274', mutation='0.2966799136842837', n_generations='127'
223: crossover='0.49160204331724355', mutation='0.012163709079022533', n_generations='151'
224: crossover='0.042199091912592634', mutation='0.7586317975630544', n_generations='250'
225: crossover='0.3126830426108096', mutation='0.5415425759665684', n_generations='96'
226: crossover='0.7426858296657128', mutation='0.7608923193333773', n_generations='199'
227: crossover='0.3339249548262961', mutation='0.010407971440140273', n_generations='188'
228: crossover='0.14253617941015262', mutation='0.6429872298292029', n_generations='140'
229: crossover='0.3214361137043957', mutation='0.010794643217982736', n_generations='71'
230: crossover='0.6397308635407111', mutation='0.5131142053057248', n_generations='204'
231: crossover='0.4156321530354713', mutation='0.008069279312406086', n_generations='144'
232: crossover='0.5042636201697146', mutation='0.31596290982076947', n_generations='140'
233: crossover='0.1157940089074947', mutation='0.812783704482055', n_generations='94'
234: crossover='0.4286882735651095', mutation='0.006696930098270326', n_generations='236'
235: crossover='0.5443030490628342', mutation='0.9066276565389008', n_generations='236'
236: crossover='0.6171636907559812', mutation='0.7944020245835219', n_generations='132'
237: crossover='0.8126798229362696', mutation='0.01384853576983991', n_generations='161'
238: crossover='0.6202281653265164', mutation='0.2563860240711564', n_generations='244'
239: crossover='0.32882870601169567', mutation='0.008772765961935436', n_generations='87'
240: crossover='0.4995064307167234', mutation='0.27806728495384936', n_generations='242'
241: crossover='0.04130137599736783', mutation='0.3494235633512225', n_generations='225'
242: crossover='0.9297626500696539', mutation='0.00869916675956528', n_generations='155'
243: crossover='0.34592679232229195', mutation='0.8669277170880552', n_generations='103'
244: crossover='0.6317947623052461', mutation='0.016198830063701486', n_generations='225'
245: crossover='0.13574604075880103', mutation='0.31628896405551454', n_generations='60'
246: crossover='0.3215235070022786', mutation='0.007627106099937664', n_generations='178'
247: crossover='0.9559618923899902', mutation='0.11693634353990168', n_generations='123'
248: crossover='0.9545343849456496', mutation='0.011224791576156856', n_generations='148'
249: crossover='0.9058211502950582', mutation='0.8344462024945289', n_generations='221'
