1: crossover='0.9', mutation='0.1', n_generations='100'
87: crossover='0.6389644011277438', mutation='0.12991849757046303', n_generations='157'
88: crossover='0.3053477122101794', mutation='0.4982578855075517', n_generations='104'
89: crossover='0.9822047468694304', mutation='0.33362860539681494', n_generations='155'
90: crossover='0.3054946456885099', mutation='0.7372777323775135', n_generations='169'
91: crossover='0.7686033692724461', mutation='0.2680623144451211', n_generations='165'
92: crossover='0.30537770818979093', mutation='0.03892268019479364', n_generations='125'
93: crossover='0.14592452757633945', mutation='0.6708804546577967', n_generations='70'
94: crossover='0.4308519716236141', mutation='0.015794308440515215', n_generations='135'
95: crossover='0.6108438457298487', mutation='0.9561223570079612', n_generations='228'
96: crossover='0.29420264831994325', mutation='0.014606629668649118', n_generations='210'
97: crossover='0.9086560147047179', mutation='0.4517636455653047', n_generations='73'
98: crossover='0.1048650224891513', mutation='0.019556890356615342', n_generations='198'
99: crossover='0.5860449210404707', mutation='0.23407965984074586', n_generations='91'
100: crossover='0.11504016785459992', mutation='0.01620724791526751', n_generations='189'
101: crossover='0.09866854234210287', mutation='0.8473942290328489', n_generations='201'
102: crossover='0.029706160593148567', mutation='0.016920328848731514', n_generations='202'
103: crossover='0.9855547174577122', mutation='0.9319186983079789', n_generations='216'
104: crossover='0.24102533737578025', mutation='0.016859017335922433', n_generations='185'
105: crossover='0.36281537983083056', mutation='0.3988987919630371', n_generations='211'
106: crossover='0.31001532064157467', mutation='0.01659529888404032', n_generations='159'
107: crossover='0.2683201535260865', mutation='0.20787830486039593', n_generations='107'
108: crossover='0.08335727391526071', mutation='0.016740517646305908', n_generations='240'
109: crossover='0.41320305982600447', mutation='0.6393013284893336', n_generations='119'
110: crossover='0.3939762545160178', mutation='0.13534871086518852', n_generations='212'
111: crossover='0.2704267645416697', mutation='0.01645480697031898', n_generations='223'
112: crossover='0.1460164680420447', mutation='0.47084101710421167', n_generations='123'
113: crossover='0.19730369659643632', mutation='0.1658591255756019', n_generations='189'
114: crossover='0.5958367415236814', mutation='0.36987248651236304', n_generations='116'
115: crossover='0.5107577732847634', mutation='0.016348226906991892', n_generations='210'
116: crossover='0.08047612053171227', mutation='0.19721326567410957', n_generations='62'
117: crossover='0.26744684359339166', mutation='0.016270382329656274', n_generations='180'
118: crossover='0.35610257629979514', mutation='0.19490907098891386', n_generations='246'
119: crossover='0.9317176560315371', mutation='0.01621147352908825', n_generations='203'
120: crossover='0.18560655641708756', mutation='0.36205575334111506', n_generations='69'
121: crossover='0.37604560591763525', mutation='0.6720427264006809', n_generations='123'
122: crossover='0.8269868586190365', mutation='0.5839937630262197', n_generations='154'
123: crossover='0.30537686217216486', mutation='0.9360253503422302', n_generations='213'
124: crossover='0.827130158239522', mutation='0.22559507378330956', n_generations='143'
125: crossover='0.5338039331718504', mutation='0.006343434390292169', n_generations='151'
126: crossover='0.8509554497812798', mutation='0.7298130659382424', n_generations='93'
127: crossover='0.7755265653296282', mutation='0.011600181641141627', n_generations='77'
128: crossover='0.5729916831765002', mutation='0.7061313625766772', n_generations='77'
129: crossover='0.741683489837622', mutation='0.2202042389483143', n_generations='132'
130: crossover='0.6224977029465708', mutation='0.7248065351126796', n_generations='129'
131: crossover='0.05119379751630626', mutation='0.016224705300370013', n_generations='246'
132: crossover='0.6573123691033956', mutation='0.9123204808574288', n_generations='75'
133: crossover='0.5857182886874018', mutation='0.015455809583214686', n_generations='215'
134: crossover='0.2978050105989113', mutation='0.25300188973650384', n_generations='209'
135: crossover='0.8727797046211001', mutation='0.9094313620383764', n_generations='93'
136: crossover='0.5351649800592969', mutation='0.8554497872155163', n_generations='72'
137: crossover='0.567258564748808', mutation='0.9511400026804798', n_generations='242'
138: crossover='0.30544272969255026', mutation='0.7704553250484694', n_generations='89'
139: crossover='0.776854053788599', mutation='0.3208907591151017', n_generations='218'
140: crossover='0.7556409692206675', mutation='0.010697125562765253', n_generations='85'
141: crossover='0.34182522190910236', mutation='0.011158966047564611', n_generations='87'
142: crossover='0.3062642882398784', mutation='0.015794308440515215', n_generations='114'
143: crossover='0.13355642584573857', mutation='0.426797758548641', n_generations='95'
144: crossover='0.5286210430387227', mutation='0.8761378142209145', n_generations='60'
145: crossover='0.8293639279819562', mutation='0.19539274835091247', n_generations='157'
146: crossover='0.9211269605407149', mutation='0.007416090270358944', n_generations='112'
147: crossover='0.9770916957057924', mutation='0.9026980570147929', n_generations='169'
148: crossover='0.837394749835533', mutation='0.0011127464778609708', n_generations='60'
149: crossover='0.6822697979411312', mutation='0.8910294578325941', n_generations='247'
150: crossover='0.3055284347499715', mutation='0.010794643217982736', n_generations='71'
151: crossover='0.025650824109595627', mutation='0.44550008802677465', n_generations='191'
152: crossover='0.7366249597816091', mutation='0.01165472964244696', n_generations='130'
153: crossover='0.07430691210786633', mutation='0.876724650456669', n_generations='219'
154: crossover='0.44946013371819726', mutation='0.007052473173248086', n_generations='118'
155: crossover='0.13686783954944293', mutation='0.876395818917689', n_generations='115'
156: crossover='0.6051084484040222', mutation='0.012080294891766874', n_generations='213'
157: crossover='0.3461205931284427', mutation='0.8211964011181555', n_generations='87'
158: crossover='0.763288415547863', mutation='0.006690096591304484', n_generations='66'
159: crossover='0.43633838726770546', mutation='0.6563676954197303', n_generations='248'
160: crossover='0.5854131965955977', mutation='0.006496480596812737', n_generations='111'
161: crossover='0.05560574649933381', mutation='0.7403900111362981', n_generations='250'
162: crossover='0.5388495320154478', mutation='0.014606629668649118', n_generations='210'
163: crossover='0.10723465531799048', mutation='0.5837056216251064', n_generations='83'
164: crossover='0.02972334230328555', mutation='0.016213221291479396', n_generations='87'
165: crossover='0.17738789227496543', mutation='0.19649323222002513', n_generations='153'
166: crossover='0.3999771150522312', mutation='0.015054323774193024', n_generations='230'
167: crossover='0.7994005713950588', mutation='0.47494967559808354', n_generations='221'
168: crossover='0.3389199642945324', mutation='0.015455809583214686', n_generations='121'
169: crossover='0.008503053878275879', mutation='0.1661420498965288', n_generations='175'
170: crossover='0.3223816181370775', mutation='0.012080294891766874', n_generations='213'
171: crossover='0.48398635062866313', mutation='0.6300662426378753', n_generations='226'
172: crossover='0.3125601772021951', mutation='0.009937849257461773', n_generations='168'
173: crossover='0.703619229807762', mutation='0.06853244156856986', n_generations='95'
174: crossover='0.5339050744379871', mutation='0.8060163695234728', n_generations='104'
175: crossover='0.3251885967289794', mutation='0.9755043659964812', n_generations='122'
176: crossover='0.10796843489227803', mutation='0.1618036985090059', n_generations='243'
177: crossover='0.8483907751749301', mutation='0.015261421178322965', n_generations='128'
178: crossover='0.9086475500682474', mutation='0.4584669066653647', n_generations='87'
179: crossover='0.29329381470850624', mutation='0.3105540781652457', n_generations='127'
180: crossover='0.6429915476306087', mutation='0.5714665527321809', n_generations='115'
181: crossover='0.3125117763802602', mutation='0.2828357346871653', n_generations='237'
182: crossover='0.9715169648447091', mutation='0.37126042301444995', n_generations='217'
183: crossover='0.3132432502342586', mutation='0.8970639790295897', n_generations='150'
184: crossover='0.45502868938948393', mutation='0.9124405182539245', n_generations='152'
185: crossover='0.722432743203148', mutation='0.01600781896029424', n_generations='100'
186: crossover='0.48279241764822367', mutation='0.02055034821586066', n_generations='146'
187: crossover='0.485752809346094', mutation='0.016171147394798635', n_generations='235'
188: crossover='0.651097459742914', mutation='0.5180741966891744', n_generations='167'
189: crossover='0.7408082448172731', mutation='0.107025527809534', n_generations='148'
190: crossover='0.9150070572657769', mutation='0.01067088768865787', n_generations='122'
191: crossover='0.5890984170113428', mutation='0.20469480045808375', n_generations='75'
192: crossover='0.5049168204630845', mutation='0.010599564934456795', n_generations='67'
193: crossover='0.358361545497233', mutation='0.5212234461255979', n_generations='138'
194: crossover='0.29442952154567004', mutation='0.6381295826444722', n_generations='133'
195: crossover='0.6708393308094668', mutation='0.7200173799133436', n_generations='92'
196: crossover='0.048024709048636205', mutation='0.2815276929338302', n_generations='137'
197: crossover='0.2985962459427314', mutation='0.013881246530726421', n_generations='187'
198: crossover='0.9426738771593118', mutation='0.75015669788165', n_generations='106'
199: crossover='0.3012589395206915', mutation='0.013962001261073054', n_generations='223'
200: crossover='0.8698226962490408', mutation='0.9853185969689598', n_generations='241'
201: crossover='0.3125601772021951', mutation='0.03868874228784559', n_generations='168'
202: crossover='0.8877383276715602', mutation='0.008486490972168026', n_generations='79'
203: crossover='0.29412302929726186', mutation='0.434323832262814', n_generations='240'
204: crossover='0.3830548684353502', mutation='0.6618232815412874', n_generations='93'
205: crossover='0.5490616409814574', mutation='6.063301476035843E-4', n_generations='77'
206: crossover='0.2528325072449429', mutation='0.8312462979960117', n_generations='104'
207: crossover='0.6669503535624802', mutation='0.008076233222216178', n_generations='123'
208: crossover='0.4071501830920907', mutation='0.18841843185876472', n_generations='158'
209: crossover='0.781138553135326', mutation='7.210010852044535E-4', n_generations='212'
210: crossover='0.7691552459906346', mutation='0.6010385034539873', n_generations='198'
211: crossover='0.5313096433128649', mutation='0.5932992976523868', n_generations='100'
212: crossover='0.3222733052963255', mutation='0.850413950931263', n_generations='204'
213: crossover='0.5318367126140948', mutation='0.7538260320800203', n_generations='152'
214: crossover='0.9669451880198927', mutation='0.9741113730718312', n_generations='181'
215: crossover='0.9940528559278026', mutation='0.010116057042414472', n_generations='106'
216: crossover='0.7605010787234624', mutation='0.763805756818803', n_generations='233'
217: crossover='0.36771948783266395', mutation='0.009094272154460792', n_generations='111'
218: crossover='0.33723045989788514', mutation='0.10349667974113708', n_generations='81'
219: crossover='0.5338039331718504', mutation='0.2265941329792991', n_generations='151'
220: crossover='0.5812303706741621', mutation='0.12580838275952555', n_generations='81'
221: crossover='0.5828101227197031', mutation='0.01618616144670393', n_generations='203'
222: crossover='0.1856122381862274', mutation='0.2966799136842837', n_generations='127'
223: crossover='0.49160204331724355', mutation='0.012163709079022533', n_generations='151'
224: crossover='0.042199091912592634', mutation='0.7586317975630544', n_generations='250'
225: crossover='0.3126830426108096', mutation='0.5415425759665684', n_generations='96'
226: crossover='0.7426858296657128', mutation='0.7608923193333773', n_generations='199'
227: crossover='0.3339249548262961', mutation='0.010407971440140273', n_generations='188'
228: crossover='0.14253617941015262', mutation='0.6429872298292029', n_generations='140'
229: crossover='0.3214361137043957', mutation='0.010794643217982736', n_generations='71'
230: crossover='0.6397308635407111', mutation='0.5131142053057248', n_generations='204'
231: crossover='0.4156321530354713', mutation='0.008069279312406086', n_generations='144'
232: crossover='0.5042636201697146', mutation='0.31596290982076947', n_generations='140'
233: crossover='0.1157940089074947', mutation='0.812783704482055', n_generations='94'
234: crossover='0.4286882735651095', mutation='0.006696930098270326', n_generations='236'
235: crossover='0.5443030490628342', mutation='0.9066276565389008', n_generations='236'
236: crossover='0.6171636907559812', mutation='0.7944020245835219', n_generations='132'
237: crossover='0.8126798229362696', mutation='0.01384853576983991', n_generations='161'
238: crossover='0.6202281653265164', mutation='0.2563860240711564', n_generations='244'
239: crossover='0.32882870601169567', mutation='0.008772765961935436', n_generations='87'
240: crossover='0.4995064307167234', mutation='0.27806728495384936', n_generations='242'
241: crossover='0.04130137599736783', mutation='0.3494235633512225', n_generations='225'
242: crossover='0.9297626500696539', mutation='0.00869916675956528', n_generations='155'
243: crossover='0.34592679232229195', mutation='0.8669277170880552', n_generations='103'
244: crossover='0.6317947623052461', mutation='0.016198830063701486', n_generations='225'
245: crossover='0.13574604075880103', mutation='0.31628896405551454', n_generations='60'
246: crossover='0.3215235070022786', mutation='0.007627106099937664', n_generations='178'
247: crossover='0.9559618923899902', mutation='0.11693634353990168', n_generations='123'
248: crossover='0.9545343849456496', mutation='0.011224791576156856', n_generations='148'
249: crossover='0.9058211502950582', mutation='0.8344462024945289', n_generations='221'
250: crossover='0.37926950011110316', mutation='0.0011873146038245963', n_generations='121'
251: crossover='0.09063476440335017', mutation='0.15515083708180688', n_generations='204'
252: crossover='0.32097976035067144', mutation='0.015794308440515215', n_generations='125'
253: crossover='0.9544154087938451', mutation='0.8774785326504032', n_generations='158'
254: crossover='0.4160243021181832', mutation='0.01620724791526751', n_generations='189'
255: crossover='0.16290200658632037', mutation='0.11000688509220868', n_generations='95'
256: crossover='0.5338039331718504', mutation='0.014589555861138253', n_generations='151'
257: crossover='0.894781080451822', mutation='0.6193070036770114', n_generations='70'
258: crossover='0.03504999213923887', mutation='0.19642840527118455', n_generations='189'
259: crossover='0.30717432187115246', mutation='0.7709303245913938', n_generations='193'
260: crossover='0.9981407205001827', mutation='0.016208509754120026', n_generations='250'
261: crossover='0.7693686593572534', mutation='0.5203115866766946', n_generations='209'
262: crossover='0.6891828489265378', mutation='0.6628735331954154', n_generations='188'
263: crossover='0.3186927657540616', mutation='0.005051179001114181', n_generations='139'
264: crossover='0.8155951701997505', mutation='0.9562666055967538', n_generations='218'
265: crossover='0.6853088596665811', mutation='0.5584893363918775', n_generations='105'
266: crossover='0.4983327287553686', mutation='0.6616162994704129', n_generations='86'
267: crossover='0.05402100414776356', mutation='0.9147111026349988', n_generations='201'
268: crossover='0.46559936932389867', mutation='0.3320185016747741', n_generations='132'
269: crossover='0.31453909675791275', mutation='0.010407971440140273', n_generations='125'
270: crossover='0.0017080882490907445', mutation='0.6044324897176718', n_generations='151'
271: crossover='0.5692114140461957', mutation='0.392995300822651', n_generations='160'
272: crossover='0.4118894971408199', mutation='0.006657642421979526', n_generations='234'
273: crossover='0.3864380486582081', mutation='0.7380195659671538', n_generations='219'
274: crossover='0.06780700709994703', mutation='0.11855415548965331', n_generations='95'
275: crossover='0.7431302814238975', mutation='0.709905237526612', n_generations='77'
276: crossover='0.2564061563497074', mutation='0.5869562830609747', n_generations='163'
277: crossover='0.1653335565702364', mutation='0.6284809917280274', n_generations='193'
278: crossover='0.9118573336601834', mutation='0.06582320044341572', n_generations='167'
279: crossover='0.0402668732301692', mutation='0.771446073917399', n_generations='210'
280: crossover='0.7503461001208742', mutation='0.13193065811674065', n_generations='151'
281: crossover='0.8257176823550674', mutation='0.7682927565508754', n_generations='165'
282: crossover='0.39363155611493683', mutation='0.6202524228570921', n_generations='80'
283: crossover='0.7533411557748501', mutation='0.5300490620725592', n_generations='174'
284: crossover='0.49411634088015044', mutation='0.8679429078279565', n_generations='154'
285: crossover='0.12158501034457703', mutation='0.9177821438188959', n_generations='222'
286: crossover='0.7545411888090557', mutation='0.9825602136130284', n_generations='106'
287: crossover='0.7201019303061039', mutation='0.36279894905425614', n_generations='210'
288: crossover='0.24851555387901847', mutation='0.49432781413005067', n_generations='134'
289: crossover='0.43497989216826294', mutation='0.006491821659012631', n_generations='144'
290: crossover='0.5778494718875272', mutation='0.9355584136773601', n_generations='226'
291: crossover='0.3075981720373523', mutation='0.009437019366960842', n_generations='101'
292: crossover='0.7974195503225094', mutation='0.918690512225048', n_generations='184'
293: crossover='0.8154094972200616', mutation='0.8270242224457827', n_generations='141'
294: crossover='0.9447743191803996', mutation='0.6689726213671693', n_generations='91'
295: crossover='0.7068266707102193', mutation='0.009977549021402132', n_generations='149'
296: crossover='0.831451284025169', mutation='0.7538966799845486', n_generations='122'
297: crossover='0.5163851538034772', mutation='0.8555613893200962', n_generations='183'
298: crossover='0.37206439223680304', mutation='0.01620724791526751', n_generations='189'
299: crossover='0.04404203318559263', mutation='0.07683257273136523', n_generations='185'
300: crossover='0.2973712038896268', mutation='0.010407971440140273', n_generations='116'
301: crossover='0.05778726720293015', mutation='0.481003382426077', n_generations='128'
302: crossover='0.2609751610270501', mutation='0.012452377734714748', n_generations='110'
303: crossover='0.9159050711752162', mutation='0.8712413308373518', n_generations='188'
304: crossover='0.2952452567768128', mutation='0.014715972447651215', n_generations='66'
305: crossover='0.03512164255521677', mutation='0.822853228880545', n_generations='106'
306: crossover='0.8112025860835325', mutation='0.6633507582304818', n_generations='239'
307: crossover='0.2958666189418492', mutation='0.8286442842219061', n_generations='175'
308: crossover='0.24041371307998277', mutation='0.013881246530726421', n_generations='114'
309: crossover='0.9859360902234788', mutation='0.8587498813184694', n_generations='228'
310: crossover='0.05770668104052479', mutation='0.015929203974071937', n_generations='87'
311: crossover='0.37769323572566593', mutation='0.9091649630836987', n_generations='187'
312: crossover='0.20819308387779395', mutation='0.013881246530726421', n_generations='114'
313: crossover='0.7865231795064455', mutation='0.19731047097891752', n_generations='233'
314: crossover='0.17765256419633224', mutation='0.015682885403175417', n_generations='111'
315: crossover='0.3812735983551129', mutation='0.38308472449278075', n_generations='188'
316: crossover='0.16068280318395367', mutation='0.014057737764681666', n_generations='81'
317: crossover='0.2515518753380376', mutation='0.8500828316841825', n_generations='230'
318: crossover='0.5787489256153571', mutation='0.01598324407836793', n_generations='68'
319: crossover='0.8590935560691051', mutation='0.7627039705791474', n_generations='190'
320: crossover='0.2727659750324125', mutation='0.009430790509843301', n_generations='122'
321: crossover='0.5520823748228667', mutation='0.6655023727101198', n_generations='152'
322: crossover='0.14660535859453716', mutation='0.003655786330658106', n_generations='111'
323: crossover='0.14974898325478903', mutation='0.7320127348638886', n_generations='199'
324: crossover='0.3810825270318128', mutation='0.0069654274940719185', n_generations='128'
325: crossover='0.14329420303288776', mutation='0.7449735182091916', n_generations='116'
326: crossover='0.13991601029913592', mutation='0.002716211533905444', n_generations='80'
327: crossover='0.6233681493632826', mutation='0.8656741172396208', n_generations='110'
328: crossover='0.38359514010605444', mutation='0.006596549728771439', n_generations='160'
329: crossover='0.8420941480666512', mutation='0.8953336365403031', n_generations='62'
330: crossover='0.14830887103173707', mutation='0.013749432714994736', n_generations='96'
331: crossover='0.29032663199174435', mutation='0.3724223971837225', n_generations='143'
332: crossover='0.47081063542710355', mutation='0.008449908736107403', n_generations='168'
333: crossover='0.627079258967482', mutation='0.5644817916255463', n_generations='214'
334: crossover='0.39681076880077604', mutation='0.00841496468285019', n_generations='76'
335: crossover='0.7866170930373434', mutation='0.5469272401668752', n_generations='174'
336: crossover='0.13899969424586045', mutation='0.004187175773888163', n_generations='50'
337: crossover='0.3319898363623003', mutation='0.888364605680135', n_generations='67'
338: crossover='0.46265178442008664', mutation='0.014784459839010335', n_generations='168'
339: crossover='0.6709414161777437', mutation='0.5073757702820079', n_generations='178'
340: crossover='0.5251241406111331', mutation='0.005128705373719011', n_generations='53'
341: crossover='0.09380908940688537', mutation='0.36017014327214525', n_generations='216'
342: crossover='0.44437854886577904', mutation='0.008449908736107403', n_generations='181'
343: crossover='0.2842083782392797', mutation='0.41108884056970374', n_generations='140'
344: crossover='0.46092091964773174', mutation='0.009977549021402132', n_generations='149'
345: crossover='0.7074721055024898', mutation='0.7022532947870544', n_generations='190'
346: crossover='0.1235614152366985', mutation='0.009074226257194451', n_generations='96'
347: crossover='0.25513838194956184', mutation='0.11547036615194584', n_generations='121'
348: crossover='0.4654656420445203', mutation='0.016171147394798635', n_generations='235'
349: crossover='0.9620856769275691', mutation='0.9857089595492674', n_generations='166'
350: crossover='0.6042343220910993', mutation='0.006005914689364955', n_generations='59'
351: crossover='0.9474025950536237', mutation='0.5787647541971055', n_generations='138'
352: crossover='0.45868872114175374', mutation='0.014589555861138253', n_generations='164'
353: crossover='0.2536549227807915', mutation='0.050342493353424556', n_generations='182'
354: crossover='0.31453909675791275', mutation='0.010407971440140273', n_generations='161'
355: crossover='0.5053256480122966', mutation='0.7540304267266177', n_generations='124'
356: crossover='0.1227965667592612', mutation='0.013867467773081232', n_generations='83'
357: crossover='0.3256994381062466', mutation='0.25221727389777526', n_generations='209'
358: crossover='0.46604962405419903', mutation='0.01598324407836793', n_generations='68'
359: crossover='0.34012372341676866', mutation='0.6164454972591626', n_generations='61'
360: crossover='0.2682857399995534', mutation='0.0021202528974595403', n_generations='123'
361: crossover='0.76659084451486', mutation='0.18375133687183853', n_generations='99'
362: crossover='0.9249899111837989', mutation='0.01046272203058396', n_generations='124'
363: crossover='0.8493851619300865', mutation='0.737648638945121', n_generations='113'
364: crossover='0.48190762550066624', mutation='0.014589555861138253', n_generations='151'
365: crossover='0.048284489230049465', mutation='0.9800960121576536', n_generations='104'
366: crossover='0.4717026972447437', mutation='0.01517623416014302', n_generations='144'
367: crossover='0.2082224414855558', mutation='0.44370776591185257', n_generations='158'
368: crossover='0.12139084093511932', mutation='0.014143285106828385', n_generations='121'
369: crossover='0.2750057913767051', mutation='0.6471107675940458', n_generations='250'
370: crossover='0.9297626500696539', mutation='0.00869916675956528', n_generations='165'
371: crossover='0.8651328121839684', mutation='0.045028876266344', n_generations='187'
372: crossover='0.9309347303952957', mutation='0.004325129254806992', n_generations='124'
373: crossover='0.380984020711578', mutation='0.3138750018790797', n_generations='87'
374: crossover='0.8865175627218883', mutation='0.008622573424488134', n_generations='169'
375: crossover='0.8216175292875644', mutation='0.9482458642586867', n_generations='114'
376: crossover='0.53263501785232', mutation='0.00869916675956528', n_generations='155'
377: crossover='0.7882801443871814', mutation='0.340732468409497', n_generations='63'
378: crossover='0.4286882735651095', mutation='0.006696930098270326', n_generations='161'
379: crossover='0.8203272299778493', mutation='0.5662974441312111', n_generations='93'
380: crossover='0.35025752191394266', mutation='0.005959549642265194', n_generations='94'
381: crossover='0.7867374854891115', mutation='0.10450673693398693', n_generations='184'
382: crossover='0.11945090209545861', mutation='0.008107646110242395', n_generations='106'
383: crossover='0.17735927376542693', mutation='0.31326423890526456', n_generations='230'
384: crossover='0.5014275047905162', mutation='0.009744380679674203', n_generations='138'
385: crossover='0.4886753814613436', mutation='0.6707242661490659', n_generations='102'
386: crossover='0.4425958116467758', mutation='0.01600781896029424', n_generations='175'
387: crossover='0.20470647479708637', mutation='0.7738026049476792', n_generations='136'
388: crossover='0.4154354647609044', mutation='4.7342430849572903E-4', n_generations='124'
389: crossover='0.05683376072596835', mutation='0.8239393768639025', n_generations='192'
