% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.885484536e+01 +6.885484536e+01 +1.714648454e+02 +1.714648454e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +5.622266703e+01 +5.622266703e+01 +1.588326670e+02 +1.588326670e+02 +2.8993e-01 +1.7391e-01 +5.7799e-01 +3.9240e-01 +5.2408e-01
8 +3.928387479e+01 +3.928387479e+01 +1.418938748e+02 +1.418938748e+02 +4.6846e-01 +7.1760e-01 +7.0805e-01 +8.3147e-01 +9.8715e-01
134 +3.795377954e+01 +3.795377954e+01 +1.405637795e+02 +1.405637795e+02 +7.2258e-02 +1.9378e-01 +1.0824e-02 +4.0317e-01 +8.1274e-02
351 +3.322170058e+01 +3.322170058e+01 +1.358317006e+02 +1.358317006e+02 +6.4897e-01 +4.2704e-02 +7.7223e-01 +8.5494e-01 +4.7902e-01
2678 +3.285197252e+01 +3.285197252e+01 +1.354619725e+02 +1.354619725e+02 +2.6224e-01 +4.3179e-02 +6.5837e-01 +2.8828e-01 +8.1852e-01
9310 +2.788420454e+01 +2.788420454e+01 +1.304942045e+02 +1.304942045e+02 +8.0156e-02 +3.8833e-02 +8.2732e-01 +6.7094e-01 +4.7804e-01
23711 +2.720530004e+01 +2.720530004e+01 +1.298153000e+02 +1.298153000e+02 +8.0156e-02 +3.8833e-02 +8.2732e-01 +6.2966e-01 +4.7804e-01
31296 +2.655056979e+01 +2.655056979e+01 +1.291605698e+02 +1.291605698e+02 +1.3926e-01 +9.9991e-02 +7.5210e-01 +3.6038e-01 +9.7293e-01
92142 +2.611371095e+01 +2.611371095e+01 +1.287237110e+02 +1.287237110e+02 +2.9546e-02 +3.3116e-02 +7.9633e-01 +7.4135e-01 +9.8969e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
