% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.137942852e+09 +2.137942852e+09 +2.137942231e+09 +2.137942231e+09 +2.1751e+00 +2.7989e+00 -1.8641e+00 +3.0660e+00 -2.5803e+00 +2.0433e+00 +4.4555e+00 -1.0186e+00 +8.5812e-01 +4.8718e+00 +2.8891e+00 +4.3068e+00 -6.2301e-01 -4.1829e+00 +1.3779e+00 -4.5099e+00 +1.0620e+00 +4.1763e+00 -2.8250e+00 +4.3149e+00
11 +9.282446847e+08 +9.282446847e+08 +9.282440636e+08 +9.282440636e+08 +3.8398e+00 +2.9031e+00 -3.6767e+00 +2.7492e+00 +1.7288e-01 +1.9410e-01 +5.4687e+00 -2.5404e+00 +5.9659e+00 +3.5958e+00 +6.0068e+00 +8.6037e+00 +3.5807e+00 -9.0516e+00 +9.6641e-01 -6.5449e+00 -1.3567e+00 +1.2882e-02 -8.4718e-01 +3.6368e+00
107 +4.970077908e+08 +4.970077908e+08 +4.970071697e+08 +4.970071697e+08 -4.5173e+00 +5.9402e+00 -4.8214e+00 +2.8519e-01 +1.8351e+00 +9.7579e-01 +9.6841e+00 +1.5816e+00 +6.9105e+00 +4.5031e+00 +5.9464e+00 +4.9714e+00 +3.4253e-01 -4.8025e+00 +3.8825e+00 -1.8620e+00 -3.3022e+00 +8.5646e-01 +5.9792e+00 +6.6458e+00
153 +3.703499021e+08 +3.703499021e+08 +3.703492810e+08 +3.703492810e+08 -1.4095e+00 +7.9560e+00 -5.8697e+00 +1.4748e+00 +3.4121e-01 -3.4222e-01 +8.3015e+00 +2.4423e+00 +5.6267e+00 +3.7968e+00 +1.7576e+00 +6.3522e+00 +1.5839e+00 -7.4007e+00 +1.3127e+00 -6.3789e+00 -3.9197e+00 +5.9387e-01 +9.2079e+00 +4.0760e+00
237 +2.415443744e+08 +2.415443744e+08 +2.415437533e+08 +2.415437533e+08 +2.7528e+00 +1.1861e+01 +3.6039e-01 +1.9157e+00 +1.0194e-01 +1.4362e+00 +3.9102e+00 +1.1440e+00 +3.0642e+00 +2.1790e+00 +4.9653e+00 +5.2928e+00 +4.4619e-02 -1.6236e+00 +1.9485e+00 -8.5671e+00 +3.6562e+00 +7.2093e+00 +1.0979e+01 +1.4154e+00
294 +1.577437350e+08 +1.577437350e+08 +1.577431139e+08 +1.577431139e+08 +2.7156e+00 +8.5423e+00 -2.6595e+00 -2.1240e+00 +8.7622e-01 -2.9043e+00 +1.9872e+00 +2.4468e+00 +4.2449e+00 -1.6229e-01 +4.0472e+00 +4.9488e+00 +2.6575e+00 +2.7198e-01 +4.3783e+00 -8.1702e+00 +9.3491e-01 +2.1048e+00 +5.6887e+00 +3.8542e+00
344 +8.831526945e+07 +8.831526945e+07 +8.831464834e+07 +8.831464834e+07 +2.4854e+00 +6.4896e+00 -2.5023e+00 -2.2613e+00 +2.0028e+00 -3.5317e+00 +3.6856e+00 +1.0231e+00 +1.0388e+00 -2.3938e+00 +2.4155e+00 +2.9933e+00 +1.9084e+00 +1.4816e-01 +4.0446e+00 -5.2389e+00 +5.8625e-01 +2.3532e+00 +3.6143e+00 +2.9246e+00
378 +5.883630042e+07 +5.883630042e+07 +5.883567931e+07 +5.883567931e+07 +3.6737e-01 +3.8768e+00 -2.0032e+00 -4.4369e+00 -2.5730e+00 -1.7095e+00 +2.7232e+00 +2.4157e+00 -1.0606e-01 +8.6022e-01 +3.0624e+00 +1.2148e+00 +3.5587e+00 +1.9555e+00 +2.6744e+00 -6.2137e+00 -4.4716e-02 +1.8359e+00 +1.6270e+00 +1.7097e+00
397 +3.581952848e+07 +3.581952848e+07 +3.581890737e+07 +3.581890737e+07 +9.4182e-01 +4.8531e+00 +8.4013e-01 -3.1005e+00 +1.9226e-01 -9.2813e-01 +3.2081e+00 +9.7489e-01 +4.5806e-01 +2.6202e-01 +1.7080e+00 +2.0592e+00 +3.3062e+00 +1.3313e+00 +2.2223e+00 -6.4930e+00 -1.7675e+00 +2.6605e+00 +1.4312e+00 +4.2066e-01
497 +2.115648643e+07 +2.115648643e+07 +2.115586532e+07 +2.115586532e+07 +1.0473e+00 +3.7783e+00 +1.7579e+00 -1.4942e+00 -3.0481e+00 -8.7274e-01 +2.3382e+00 +7.1571e-01 -4.7543e-02 +1.1498e-01 -6.8825e-01 +2.3220e+00 +4.7513e+00 +1.4147e+00 +2.0231e+00 -3.4720e+00 -1.1303e+00 +3.2295e+00 +1.7733e+00 -2.4385e-01
