% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.598043941e+01 +8.598043941e+01 -9.140195606e+02 -9.140195606e+02 +3.5772e-01 -1.5650e+00 -4.1104e+00 -1.4467e+00 +6.0039e-01 -4.9733e+00 +2.1715e+00 +2.8872e+00 +4.4575e+00 +2.0090e+00 -2.2083e+00 +9.5741e-01 -9.4384e-01 +1.2788e+00 -4.4527e-01 -3.7271e+00 -1.3379e+00 -4.3391e+00 +8.3587e-01 -2.2831e-01
218 +6.277225781e+01 +6.277225781e+01 -9.372277422e+02 -9.372277422e+02 -5.3417e+00 -4.1816e+00 +3.0172e+00 -3.8946e+00 +1.3658e-01 -5.6656e+00 +5.0980e-02 -1.6491e+00 +7.5614e-01 +4.3835e+00 +2.4590e+00 -8.1905e-02 +3.4776e-01 -2.6659e+00 -1.2396e+00 -5.3867e+00 +1.2930e+00 +2.6302e+00 -4.3030e-01 -1.2891e+00
291 +3.593414174e+01 +3.593414174e+01 -9.640658583e+02 -9.640658583e+02 -2.3008e+00 -3.4811e+00 -2.5695e-01 -3.7388e+00 +5.6378e-01 -2.5838e+00 -4.1439e-02 -4.1413e+00 +3.9485e+00 +2.2629e+00 +4.4934e+00 -4.1561e-01 +1.1293e+00 -6.9039e-01 -1.5705e+00 -4.0566e+00 +2.2528e+00 +1.7973e+00 -1.2517e+00 +7.4759e-01
297 +2.328630180e+01 +2.328630180e+01 -9.767136982e+02 -9.767136982e+02 -3.1538e+00 -3.5609e+00 +5.4962e-01 -4.8113e+00 +5.8774e-01 -3.3676e+00 -1.6469e+00 -4.9377e+00 +3.2523e+00 +2.2970e+00 +5.5594e+00 -5.8116e-01 +1.7129e+00 -1.8451e+00 -1.5837e+00 -2.2865e+00 +2.3821e+00 +2.6210e-01 -2.1032e+00 -1.5855e+00
358 +1.531300724e+01 +1.531300724e+01 -9.846869928e+02 -9.846869928e+02 -3.6279e+00 -2.1564e+00 -4.7170e-01 -4.9835e+00 +6.6016e-01 -3.1554e+00 -2.0144e+00 -4.9825e+00 +2.3555e+00 +1.0083e+00 +4.2916e+00 -2.9591e-01 +2.0119e+00 +1.6110e-01 -1.3391e+00 -2.9707e+00 +1.5147e+00 -6.6887e-01 -5.4475e-01 -2.8354e+00
362 +9.700914336e+00 +9.700914336e+00 -9.902990857e+02 -9.902990857e+02 -3.5910e+00 -2.1027e+00 +1.0072e+00 -5.2252e+00 +1.5420e+00 -3.4847e+00 -1.8588e+00 -4.7835e+00 +2.8146e+00 +1.2907e+00 +4.0617e+00 -5.2600e-02 +2.0544e+00 +4.9400e-01 -1.0303e+00 -2.7490e+00 +1.4344e+00 -1.1493e-01 -3.4841e-01 -2.8686e+00
481 +6.154084862e+00 +6.154084862e+00 -9.938459151e+02 -9.938459151e+02 -3.6986e+00 -2.2982e+00 +1.4845e+00 -5.1790e+00 +1.5069e+00 -2.1905e+00 -1.4439e+00 -5.0740e+00 +2.1007e+00 +2.0640e+00 +4.1296e+00 -2.5646e+00 +1.1426e+00 -6.7154e-01 -2.1507e+00 -4.3334e+00 +2.5742e+00 -4.9953e-01 +7.7044e-01 -1.8884e+00
560 +3.621785523e+00 +3.621785523e+00 -9.963782145e+02 -9.963782145e+02 -3.9483e+00 -2.0529e+00 +1.9429e+00 -5.4730e+00 +7.9662e-01 -3.0128e+00 -1.2880e+00 -4.9391e+00 +1.9282e+00 +2.5439e+00 +3.9672e+00 -1.7168e+00 +1.7288e+00 -4.8742e-01 -1.8598e+00 -3.8329e+00 +2.8126e+00 -6.7331e-01 +4.3775e-01 -1.8594e+00
607 +2.475678948e+00 +2.475678948e+00 -9.975243211e+02 -9.975243211e+02 -4.0844e+00 -2.1980e+00 +1.6775e+00 -5.3764e+00 +1.0417e+00 -3.3693e+00 -1.0608e+00 -5.1472e+00 +1.9117e+00 +2.5026e+00 +4.1381e+00 -1.4563e+00 +1.5722e+00 -6.8245e-01 -1.3717e+00 -3.7762e+00 +2.0139e+00 +3.0824e-02 +1.6871e-01 -2.3965e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.377467273e+01 +8.377467273e+01 +1.083774673e+03 +1.083774673e+03 -1.8227e+00 +4.3973e+00 -1.4937e+00 +4.7695e+00 +2.8409e-01 +4.2481e+00 +3.1110e+00 -4.2939e+00 -4.7172e+00 +4.7420e+00 +2.7063e+00 -3.3311e+00 +1.0424e+00 -1.2034e-02 -4.5210e+00 +1.0386e+00 +4.7783e+00 +5.8195e-01 +2.6087e-02 +2.4974e+00
260 +5.930922854e+01 +5.930922854e+01 +1.059309229e+03 +1.059309229e+03 -3.1727e+00 +4.2411e+00 -5.5886e+00 +3.0540e+00 +7.8637e-01 +3.5120e+00 +2.7129e+00 -2.6968e-01 -1.3946e+00 +5.5728e+00 -2.3434e+00 -4.9341e+00 +5.2527e-01 -2.0339e+00 -5.2670e+00 +2.8145e+00 +4.3982e+00 +2.5017e+00 -3.1873e+00 +2.4356e+00
278 +3.939159248e+01 +3.939159248e+01 +1.039391592e+03 +1.039391592e+03 -2.9574e+00 +3.8288e+00 -3.6448e+00 +2.4529e+00 +4.5284e-01 +4.8429e+00 +3.3736e+00 +1.6685e+00 -2.4582e+00 +5.5736e+00 -2.1016e+00 -5.5504e+00 +8.7723e-01 -4.2025e+00 -4.0276e+00 +3.5298e+00 +7.4798e-01 +2.7582e+00 -2.8265e+00 +1.0400e+00
378 +2.465971364e+01 +2.465971364e+01 +1.024659714e+03 +1.024659714e+03 -2.4471e+00 +4.3108e+00 -3.7114e+00 +2.1744e+00 +7.5179e-01 +3.4590e+00 +2.7859e+00 +1.3192e+00 -3.9879e+00 +4.6032e+00 -2.9173e+00 -4.2472e+00 +3.6506e-01 -5.2503e+00 -4.9341e+00 +4.7031e+00 +8.9610e-01 +2.1801e+00 -3.2614e+00 +6.3221e-01
632 +1.568307547e+01 +1.568307547e+01 +1.015683075e+03 +1.015683075e+03 -1.8614e+00 +3.7201e+00 -3.2802e+00 +1.7781e+00 -1.0348e-01 +2.3241e+00 +1.9446e+00 +1.1064e+00 -3.7917e+00 +3.3591e+00 -3.8381e+00 -3.6810e+00 +6.2077e-01 -4.4403e+00 -5.2666e+00 +4.1027e+00 +1.1923e+00 +3.1340e+00 -2.5515e+00 +6.3538e-01
1168 +9.986028649e+00 +9.986028649e+00 +1.009986029e+03 +1.009986029e+03 -2.6768e+00 +4.1967e+00 -2.3654e+00 +1.4726e+00 -1.9958e+00 +2.1265e+00 +1.4406e+00 +8.2802e-01 -3.3631e+00 +2.5463e+00 -3.8907e+00 -2.8882e+00 +1.2385e+00 -4.5440e+00 -4.7704e+00 +3.3435e+00 +1.0988e+00 +3.6896e+00 -1.9302e+00 +3.1209e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.556232816e+01 +8.556232816e+01 +3.643232816e+01 +3.643232816e+01 +4.6807e+00 +2.4154e+00 -1.7107e+00 +1.8431e-01 +1.2493e+00 -2.3117e+00 +1.3611e+00 +4.9093e+00 +6.9971e-01 +4.7718e+00 +1.6453e+00 -4.6323e+00 -1.6638e+00 -1.7454e+00 +3.0909e+00 -2.3817e+00 +2.9308e+00 -1.8879e+00 -2.8265e+00 +6.4514e-02
288 +6.019835062e+01 +6.019835062e+01 +1.106835062e+01 +1.106835062e+01 -1.1092e+00 +3.3272e+00 -5.2508e+00 +3.3506e+00 +4.8601e+00 +9.6692e-01 -6.8966e-01 -3.2274e+00 -3.4104e+00 +1.4300e+00 +2.7945e+00 -3.1610e-01 -4.4047e+00 -1.3991e+00 +1.7154e+00 +5.9019e-01 +5.4599e+00 +1.0604e+00 +2.5625e+00 -8.7154e-01
318 +3.346832205e+01 +3.346832205e+01 -1.566167795e+01 -1.566167795e+01 -1.4568e+00 +4.2935e+00 -4.0076e+00 +2.0370e+00 +4.4482e+00 -1.7829e+00 +2.1714e+00 -3.0522e+00 -2.1104e+00 +2.7346e+00 +3.6246e+00 -2.5592e-01 -3.8229e+00 -1.7369e+00 +2.7127e+00 -1.7250e+00 +4.6671e+00 +3.7371e-01 +9.4116e-01 -3.5513e+00
