% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.079200279e+01 +2.079200279e+01 +1.002720028e+02 +1.002720028e+02 -3.9431e+00 -2.9419e+00
3 +7.462940838e+00 +7.462940838e+00 +8.694294084e+01 +8.694294084e+01 +1.2940e+00 +1.3688e+00
15 +5.686883834e-01 +5.686883834e-01 +8.004868838e+01 +8.004868838e+01 +6.6343e-04 -4.4609e-01
29 +3.902082286e-01 +3.902082286e-01 +7.987020823e+01 +7.987020823e+01 -3.7181e-01 -1.1487e+00
37 +9.652360774e-02 +9.652360774e-02 +7.957652361e+01 +7.957652361e+01 -2.1210e-02 -1.3032e+00
53 +3.021580103e-02 +3.021580103e-02 +7.951021580e+01 +7.951021580e+01 +3.7867e-01 -1.0369e+00
63 +8.241461188e-03 +8.241461188e-03 +7.948824146e+01 +7.948824146e+01 +2.8615e-01 -1.0724e+00
71 +3.146728500e-03 +3.146728500e-03 +7.948314673e+01 +7.948314673e+01 +2.8580e-01 -1.2022e+00
89 +1.225706974e-03 +1.225706974e-03 +7.948122571e+01 +7.948122571e+01 +2.7656e-01 -1.1311e+00
109 +2.393805823e-04 +2.393805823e-04 +7.948023938e+01 +7.948023938e+01 +2.4859e-01 -1.1717e+00
122 +4.336028577e-05 +4.336028577e-05 +7.948004336e+01 +7.948004336e+01 +2.4828e-01 -1.1616e+00
135 +1.967809867e-05 +1.967809867e-05 +7.948001968e+01 +7.948001968e+01 +2.5229e-01 -1.1524e+00
140 +4.200107782e-07 +4.200107782e-07 +7.948000042e+01 +7.948000042e+01 +2.5228e-01 -1.1564e+00
163 +3.579822021e-07 +3.579822021e-07 +7.948000036e+01 +7.948000036e+01 +2.5248e-01 -1.1563e+00
183 +7.529099832e-08 +7.529099832e-08 +7.948000008e+01 +7.948000008e+01 +2.5301e-01 -1.1570e+00
187 +4.936659082e-08 +4.936659082e-08 +7.948000005e+01 +7.948000005e+01 +2.5263e-01 -1.1567e+00
207 +2.639193042e-08 +2.639193042e-08 +7.948000003e+01 +7.948000003e+01 +2.5265e-01 -1.1569e+00
215 +1.955076812e-08 +1.955076812e-08 +7.948000002e+01 +7.948000002e+01 +2.5273e-01 -1.1569e+00
226 +5.754912991e-09 +5.754912991e-09 +7.948000001e+01 +7.948000001e+01 +2.5275e-01 -1.1569e+00
