% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.773964217e+03 +1.773964217e+03 +1.803934217e+03 +1.803934217e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
73 +1.723434561e+03 +1.723434561e+03 +1.753404561e+03 +1.753404561e+03 +3.3043e-01 +7.6718e-01 +8.8690e-02 +5.4823e-01 +4.5968e-01 +4.6724e-01 +4.2487e-01 +6.3480e-02 +9.7586e-02 +6.7402e-03 +5.3401e-01 +6.2098e-01 +8.5821e-01 +7.7654e-01 +6.3326e-01 +3.6715e-01 +2.0401e-01 +2.3337e-01 +3.3918e-01 +9.6330e-02
4409 +1.692852843e+03 +1.692852843e+03 +1.722822843e+03 +1.722822843e+03 +4.6367e-01 +9.2590e-01 +2.3809e-01 +1.7283e-01 +2.8365e-01 +6.6711e-01 +9.9929e-02 +1.6143e-01 +4.3583e-02 +3.9692e-01 +6.1628e-01 +1.7525e-02 +5.9006e-01 +9.5568e-01 +4.7136e-01 +2.9360e-01 +8.0790e-03 +4.7212e-01 +9.2210e-01 +1.5292e-01
35858 +1.659345210e+03 +1.659345210e+03 +1.689315210e+03 +1.689315210e+03 +3.2328e-01 +4.9288e-01 +9.1508e-02 +8.4079e-01 +7.1136e-01 +8.7305e-02 +8.9004e-02 +4.5546e-02 +5.1529e-01 +5.8223e-03 +1.5296e-01 +7.2952e-02 +9.9183e-01 +7.6205e-01 +1.9251e-01 +8.5915e-01 +4.5326e-02 +6.5596e-02 +9.0528e-01 +9.2428e-01
77266 +1.621562744e+03 +1.621562744e+03 +1.651532744e+03 +1.651532744e+03 +3.2873e-01 +2.5069e-02 +2.1222e-01 +5.6384e-02 +4.6573e-01 +8.2337e-01 +1.2686e-03 +7.3484e-02 +5.1529e-01 +5.8223e-03 +1.5296e-01 +7.2952e-02 +9.9183e-01 +7.6205e-01 +1.1337e-04 +8.5915e-01 +4.5326e-02 +5.0897e-04 +8.7126e-01 +1.6402e-01
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.449644894e+03 +2.449644894e+03 +2.397934894e+03 +2.397934894e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.344850814e+03 +2.344850814e+03 +2.293140814e+03 +2.293140814e+03 +5.3035e-01 +2.1218e-01 +3.0780e-01 +4.4554e-02 +4.7801e-01 +2.7234e-01 +2.3048e-01 +6.3744e-01 +5.6591e-01 +7.0956e-01 +7.2502e-01 +2.0829e-01 +1.3805e-01 +8.7982e-01 +2.3681e-01 +8.3877e-02 +1.9041e-01 +4.3595e-01 +5.7165e-01 +8.5504e-01
8 +2.304929134e+03 +2.304929134e+03 +2.253219134e+03 +2.253219134e+03 +8.1392e-01 +2.2066e-01 +1.7931e-01 +2.8915e-01 +3.3873e-01 +8.3823e-01 +5.9179e-01 +6.2353e-01 +1.8935e-01 +7.5389e-01 +7.8771e-01 +6.7176e-01 +7.2953e-01 +1.3281e-01 +1.9848e-01 +6.3647e-01 +4.0308e-01 +4.6939e-01 +7.3405e-01 +6.6023e-01
165 +2.256374350e+03 +2.256374350e+03 +2.204664350e+03 +2.204664350e+03 +5.9820e-01 +4.4013e-01 +6.3765e-01 +1.4563e-01 +3.2997e-01 +7.2596e-01 +3.7690e-01 +9.4621e-01 +6.4833e-02 +7.9106e-01 +8.3460e-01 +8.3712e-01 +7.1752e-01 +6.9381e-01 +1.6116e-01 +5.1178e-01 +5.3443e-02 +5.9360e-01 +8.3885e-01 +9.6066e-01
8402 +2.213781670e+03 +2.213781670e+03 +2.162071670e+03 +2.162071670e+03 +9.3978e-01 +4.1882e-01 +3.5109e-01 +1.3853e-01 +8.7815e-01 +7.2488e-01 +1.4073e-01 +8.4458e-01 +1.1172e-02 +4.7128e-01 +8.5825e-01 +3.7554e-01 +6.8209e-01 +9.0783e-01 +1.5035e-01 +7.9346e-01 +1.0043e-01 +9.2787e-01 +1.6467e-01 +6.9600e-01
53186 +2.157256875e+03 +2.157256875e+03 +2.105546875e+03 +2.105546875e+03 +9.5959e-01 +9.8418e-01 +1.8184e-01 +1.8689e-01 +5.2332e-01 +7.2488e-01 +3.7154e-02 +9.4846e-01 +1.1172e-02 +4.7128e-01 +9.4932e-01 +3.7554e-01 +5.4207e-01 +2.5553e-02 +1.2071e-01 +6.7027e-01 +8.1692e-01 +7.6791e-01 +9.9814e-01 +9.3235e-01
58947 +2.132523638e+03 +2.132523638e+03 +2.080813638e+03 +2.080813638e+03 +9.5959e-01 +9.8418e-01 +1.8184e-01 +1.8689e-01 +5.2332e-01 +7.2488e-01 +3.7154e-02 +9.4846e-01 +1.1172e-02 +4.7128e-01 +9.4932e-01 +3.7554e-01 +5.4207e-01 +2.5553e-02 +1.2071e-01 +7.9346e-01 +3.5071e-01 +7.5280e-01 +9.2433e-01 +9.0675e-01
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.018658347e+03 +2.018658347e+03 +1.738708347e+03 +1.738708347e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
45 +1.987056054e+03 +1.987056054e+03 +1.707106054e+03 +1.707106054e+03 +6.9982e-01 +2.5867e-01 +5.9579e-01 +4.6285e-01 +2.9989e-01 +1.5870e-01 +4.2529e-01 +1.5079e-01 +3.4177e-01 +5.4069e-01 +4.8078e-01 +4.3893e-01 +1.5519e-01 +2.3598e-01 +6.1251e-01 +9.2381e-01 +5.0920e-01 +7.5492e-01 +8.0465e-01 +9.0129e-01
1800 +1.940337805e+03 +1.940337805e+03 +1.660387805e+03 +1.660387805e+03 +9.5166e-03 +7.1667e-01 +6.5447e-01 +7.9922e-01 +2.1685e-02 +5.2310e-01 +6.5068e-01 +2.7259e-02 +7.8361e-01 +2.8811e-01 +1.2835e-01 +6.2801e-01 +2.1106e-01 +2.9810e-01 +9.2271e-01 +9.0359e-01 +5.4398e-01 +5.1302e-01 +6.8891e-01 +3.3788e-01
15009 +1.899991080e+03 +1.899991080e+03 +1.620041080e+03 +1.620041080e+03 +8.8017e-03 +1.2806e-01 +8.6614e-01 +5.1709e-01 +1.4004e-02 +1.6337e-01 +2.5364e-01 +4.9385e-01 +8.8787e-02 +5.1135e-02 +6.4510e-01 +6.0225e-02 +1.5738e-01 +6.2368e-03 +1.3484e-01 +9.7937e-01 +5.1499e-01 +7.5354e-01 +3.3789e-01 +6.2262e-01
