% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.205674855e+02 +1.205674855e+02 +1.919174855e+02 +1.919174855e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +9.318642783e+01 +9.318642783e+01 +1.645364278e+02 +1.645364278e+02 +1.4064e-01 +4.9592e-01 +5.6976e-01 +5.1908e-01 +5.5268e-01
3 +4.905468832e+01 +4.905468832e+01 +1.204046883e+02 +1.204046883e+02 +5.0463e-01 +7.5082e-01 +9.0977e-01 +8.8597e-01 +6.1045e-01
7 +2.943786800e+01 +2.943786800e+01 +1.007878680e+02 +1.007878680e+02 +3.1870e-01 +9.0309e-01 +4.1588e-01 +3.2802e-01 +3.6989e-01
44 +2.772814294e+01 +2.772814294e+01 +9.907814294e+01 +9.907814294e+01 +1.7510e-02 +9.1393e-01 +8.6509e-01 +3.7763e-02 +6.8022e-01
51 +2.020411579e+01 +2.020411579e+01 +9.155411579e+01 +9.155411579e+01 +3.9155e-01 +9.4210e-01 +5.4516e-01 +4.7401e-01 +6.0752e-01
143 +1.910826472e+01 +1.910826472e+01 +9.045826472e+01 +9.045826472e+01 +2.8948e-01 +9.3990e-01 +3.1406e-01 +9.5184e-01 +6.6623e-01
248 +1.738864506e+01 +1.738864506e+01 +8.873864506e+01 +8.873864506e+01 +4.0547e-01 +9.3594e-01 +2.1564e-01 +6.4083e-01 +9.7466e-01
297 +1.715094847e+01 +1.715094847e+01 +8.850094847e+01 +8.850094847e+01 +1.6125e-01 +9.7232e-01 +3.9566e-01 +5.7526e-01 +6.0542e-01
771 +1.614138739e+01 +1.614138739e+01 +8.749138739e+01 +8.749138739e+01 +1.6125e-01 +9.3735e-01 +4.3567e-01 +1.0769e-01 +7.5076e-01
1689 +1.266569264e+01 +1.266569264e+01 +8.401569264e+01 +8.401569264e+01 +6.2602e-02 +9.6332e-01 +7.0935e-01 +3.1124e-01 +8.8908e-01
4607 +1.131011625e+01 +1.131011625e+01 +8.266011625e+01 +8.266011625e+01 +7.3188e-02 +8.6280e-01 +7.4439e-01 +5.4181e-01 +8.4941e-01
7287 +1.004609759e+01 +1.004609759e+01 +8.139609759e+01 +8.139609759e+01 +7.3188e-02 +8.6280e-01 +7.4439e-01 +4.8911e-01 +8.6903e-01
14829 +9.203612456e+00 +9.203612456e+00 +8.055361246e+01 +8.055361246e+01 +1.7276e-01 +8.0431e-01 +7.2789e-01 +8.8597e-01 +7.5076e-01
33323 +8.281149445e+00 +8.281149445e+00 +7.963114944e+01 +7.963114944e+01 +2.1545e-02 +9.3993e-01 +7.4439e-01 +9.5330e-02 +9.2325e-01
57887 +7.781962124e+00 +7.781962124e+00 +7.913196212e+01 +7.913196212e+01 +7.3188e-02 +9.8969e-01 +3.4364e-01 +1.4175e-01 +8.2392e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.380502722e+02 +1.380502722e+02 -2.171697278e+02 -2.171697278e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.631027689e+01 +5.631027689e+01 -2.989097231e+02 -2.989097231e+02 +7.9012e-01 +3.1557e-01 +6.3809e-01 +8.5774e-02 +2.4407e-01
31 +5.241833723e+01 +5.241833723e+01 -3.028016628e+02 -3.028016628e+02 +3.7244e-01 +3.7725e-01 +3.8974e-01 +8.2341e-02 +2.2814e-01
41 +3.633806351e+01 +3.633806351e+01 -3.188819365e+02 -3.188819365e+02 +9.1781e-02 +4.7984e-01 +8.5599e-01 +7.1395e-01 +2.3343e-01
489 +2.826657867e+01 +2.826657867e+01 -3.269534213e+02 -3.269534213e+02 +8.9099e-01 +9.6727e-02 +7.8629e-01 +1.7838e-01 +9.1772e-02
1645 +2.407081537e+01 +2.407081537e+01 -3.311491846e+02 -3.311491846e+02 +2.3090e-01 +4.9031e-01 +9.3550e-01 +4.9556e-01 +2.3327e-03
15939 +2.200214590e+01 +2.200214590e+01 -3.332178541e+02 -3.332178541e+02 +4.0583e-01 +3.1516e-01 +9.5847e-01 +2.1579e-01 +4.9761e-02
19117 +2.077977589e+01 +2.077977589e+01 -3.344402241e+02 -3.344402241e+02 +3.9301e-01 +3.1516e-01 +9.5847e-01 +2.1579e-01 +4.9761e-02
30567 +1.900680592e+01 +1.900680592e+01 -3.362131941e+02 -3.362131941e+02 +3.9301e-01 +3.1516e-01 +9.3550e-01 +1.7870e-01 +7.3935e-02
65793 +1.792476948e+01 +1.792476948e+01 -3.372952305e+02 -3.372952305e+02 +3.9301e-01 +3.1516e-01 +9.7098e-01 +2.0318e-01 +7.9210e-02
90652 +1.756620910e+01 +1.756620910e+01 -3.376537909e+02 -3.376537909e+02 +3.9301e-01 +3.1516e-01 +9.7404e-01 +1.7870e-01 +4.8103e-03
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
