% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.619259175e+01 +7.619259175e+01 +1.475425918e+02 +1.475425918e+02 +9.4939e-01 +2.0809e+00 -4.8074e+00 -3.3024e+00 -2.6599e+00 -1.0315e+00 -1.8617e+00 +3.8327e+00 -1.6201e+00 -2.1348e-01 +1.4735e+00 +9.6978e-01 -4.5479e+00 +2.3180e+00 -2.5426e-01 -4.9661e+00 +4.7889e+00 +1.0246e+00 +3.0689e+00 +1.6560e+00
185 +5.903836800e+01 +5.903836800e+01 +1.303883680e+02 +1.303883680e+02 +2.8391e+00 -6.3901e-01 -6.7574e+00 -7.4569e+00 -2.3780e+00 -6.2238e+00 -4.2318e+00 +5.7976e+00 -5.8322e-01 -3.6290e+00 +3.2029e+00 +1.0032e+00 +5.6077e+00 +1.8081e+00 -5.4349e+00 +9.8431e-01 -1.8584e+00 +8.4417e+00 +4.8095e+00 +1.0371e+00
376 +3.737432499e+01 +3.737432499e+01 +1.087243250e+02 +1.087243250e+02 +3.2945e+00 -1.2841e+00 -8.5957e+00 -6.1212e+00 -2.7995e+00 -5.1299e+00 -5.2314e+00 +5.8032e+00 -2.2084e+00 -4.1325e+00 +4.3480e+00 +5.7288e-01 +6.0309e+00 +7.1542e-01 -5.4024e+00 +1.2465e-01 -2.6787e+00 +7.4223e+00 +4.0116e+00 +3.5547e-01
493 +2.263079277e+01 +2.263079277e+01 +9.398079277e+01 +9.398079277e+01 +3.0929e+00 -1.3573e+00 -8.2729e+00 -6.1935e+00 -2.8785e+00 -5.7712e+00 -4.8899e+00 +5.7895e+00 -2.5031e+00 -4.3027e+00 +3.7677e+00 +8.1218e-01 +6.1366e+00 +1.1187e+00 -5.1937e+00 +1.9439e-01 -2.6674e+00 +7.1338e+00 +4.0341e+00 +8.5146e-01
1001 +1.581520714e+01 +1.581520714e+01 +8.716520714e+01 +8.716520714e+01 +2.9101e+00 -1.2424e+00 -8.0744e+00 -6.2450e+00 -2.8823e+00 -5.7750e+00 -4.8060e+00 +5.9933e+00 -2.3796e+00 -4.4091e+00 +3.7871e+00 +9.0432e-01 +6.2551e+00 +9.5500e-01 -5.1836e+00 +2.5063e-01 -2.8571e+00 +7.2137e+00 +4.1064e+00 +7.7942e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.184073369e+02 +1.184073369e+02 -2.368126631e+02 -2.368126631e+02 +4.7949e+00 +9.6540e-01 -1.0200e+00 +2.8526e+00 -4.2394e-01 -3.2349e-01 -2.4017e+00 -2.6364e+00 -3.6838e+00 +8.2822e-01 -3.7632e-01 +3.7572e+00 +3.0470e+00 -2.9060e-01 +1.6319e+00 -8.4416e-01 +2.4856e-01 -4.6194e+00 +2.7674e-01 -3.5938e+00
4 +8.529882156e+01 +8.529882156e+01 -2.699211784e+02 -2.699211784e+02 +4.4263e+00 -2.6187e+00 -1.1119e+01 +2.5108e+00 -5.1854e+00 -1.2579e+00 +2.3172e+00 +6.8282e-01 -5.7450e+00 +1.3379e+00 -1.7984e+00 +7.3464e+00 +8.5174e-01 -6.1031e+00 +4.0271e+00 +9.5175e-01 -2.8144e+00 -1.1557e+00 -8.0331e+00 -1.1122e+01
323 +5.503969885e+01 +5.503969885e+01 -3.001803011e+02 -3.001803011e+02 +3.0434e+00 -3.2285e+00 -9.4515e+00 -1.2990e+00 -7.1743e+00 +5.2180e-01 +2.2053e+00 -8.5965e-01 -1.2232e+00 +3.8348e-01 +2.5172e+00 +8.0639e+00 +2.7642e+00 -6.2584e+00 +4.4032e-01 +1.6569e+00 -9.5643e-01 +9.5093e-01 -8.2365e+00 -5.1424e+00
370 +3.496573793e+01 +3.496573793e+01 -3.202542621e+02 -3.202542621e+02 +3.0154e+00 -3.5006e+00 -8.1437e+00 -1.6203e+00 -7.1192e+00 +5.2978e-01 +1.4302e+00 -2.6944e-01 -1.4125e+00 +7.4589e-01 +2.1263e+00 +8.5399e+00 +2.9012e+00 -6.5254e+00 +2.0929e-01 +1.4756e+00 -1.1873e+00 -1.2309e-01 -8.0171e+00 -5.4318e+00
915 +2.510674306e+01 +2.510674306e+01 -3.301132569e+02 -3.301132569e+02 +3.0686e+00 -3.3796e+00 -8.0711e+00 -2.2942e+00 -6.7362e+00 +8.2168e-01 +1.4149e+00 -4.5291e-01 -1.1023e+00 +9.8600e-01 +2.1828e+00 +8.4421e+00 +2.9302e+00 -6.0297e+00 +1.8847e-01 +2.1070e+00 -1.1647e+00 +2.1088e-01 -7.7609e+00 -5.7150e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
