% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.756574751e+03 +1.756574751e+03 +1.849514751e+03 +1.849514751e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +9.462905839e+02 +9.462905839e+02 +1.039230584e+03 +1.039230584e+03 -4.9567e+00 +4.5097e+00 -4.1546e+00 +4.2960e+00 +1.9803e+00 +7.9546e-01 +1.1659e+00 +4.6805e-01 +1.8849e+00 -2.8573e+00 +4.3705e-02 -1.8351e+00 -3.3725e+00 -2.1853e+00 +1.3255e+00 +1.2412e-01 +3.9019e+00 +2.1205e+00 -3.1787e-02 -4.3175e+00
31 +4.805933409e+02 +4.805933409e+02 +5.735333409e+02 +5.735333409e+02 +2.1658e+00 +1.4804e+00 -3.8196e+00 +4.7879e+00 +1.0920e+00 +3.4442e+00 +3.0729e-01 -1.7431e+00 -2.5468e-01 +2.6440e+00 -2.3673e+00 -2.1131e+00 -4.7650e+00 -3.1205e+00 +4.3218e+00 -3.9127e+00 +1.9044e+00 +8.2498e-01 +3.6536e+00 +2.1295e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.653243133e+03 +2.653243133e+03 +2.688593133e+03 +2.688593133e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
20 +1.616747845e+03 +1.616747845e+03 +1.652097845e+03 +1.652097845e+03 +4.5358e+00 -1.9360e+00 +3.8915e+00 -4.5810e+00 -1.7515e+00 +1.6535e-01 +1.6941e+00 +3.7485e+00 -2.9023e+00 +1.2589e+00 +3.4451e+00 -3.9602e+00 +2.7404e-01 +3.8384e+00 +3.6780e+00 -2.8847e+00 +4.8548e+00 -4.7741e+00 -6.6459e-01 -3.7121e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.959996499e+02 +7.959996499e+02 +7.998196499e+02 +7.998196499e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +4.734138096e+02 +4.734138096e+02 +4.772338096e+02 +4.772338096e+02 +2.8962e+00 +4.5931e+00 +4.7865e+00 -4.2319e+00 -2.3775e+00 +7.7953e-01 -4.4681e+00 -4.4330e+00 +4.2618e-01 -2.5703e+00 +1.4101e-01 +1.1024e+00 -2.6611e+00 -3.5176e+00 +2.6845e+00 +1.8291e+00 +3.0771e+00 -3.3497e+00 -3.8381e-01 +4.0870e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.198388697e+03 +1.198388697e+03 +1.220138697e+03 +1.220138697e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +5.615201923e+02 +5.615201923e+02 +5.832701923e+02 +5.832701923e+02 -1.9280e+00 -3.4060e+00 -1.2108e+00 +2.3388e+00 +2.6394e+00 -4.5212e+00 +2.8714e+00 -3.5995e+00 -2.6403e+00 +8.8351e-01 +2.4840e+00 -1.5264e+00 +2.8538e+00 +1.6094e+00 +1.5073e+00 -4.1390e+00 +1.9677e+00 -3.2347e+00 +2.8124e-01 +1.8898e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.307298063e+02 +8.307298063e+02 +8.955198063e+02 +8.955198063e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
19 +7.819051266e+02 +7.819051266e+02 +8.466951266e+02 +8.466951266e+02 -2.8170e+00 +4.9998e+00 -1.3612e+00 +4.3912e-01 -2.5171e+00 -1.0450e+00 +4.1813e-01 +1.1367e+00 +1.4540e+00 +1.3963e+00 +3.6410e+00 +1.1937e+00 +1.0046e+00 -9.0381e-01 -3.6604e+00 -2.5559e+00 -1.5065e+00 -6.3718e-01 -2.8484e+00 -3.8526e+00
% function evaluation | noise-free fitness - Fopt (1.861100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.191384264e+03 +1.191384264e+03 +1.377494264e+03 +1.377494264e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
17 +8.215739498e+02 +8.215739498e+02 +1.007683950e+03 +1.007683950e+03 -3.7712e+00 +2.2028e+00 +2.5673e+00 -4.7160e+00 -5.8607e-01 +1.4477e+00 -3.7886e+00 +1.5199e+00 +3.2299e+00 +2.6772e+00 -4.3931e-01 +1.6314e+00 -4.7329e+00 +1.4137e-01 +5.6832e-01 -4.2736e+00 -4.9078e+00 +1.8615e+00 +3.7784e+00 +4.3526e+00
27 +5.441418391e+02 +5.441418391e+02 +7.302518391e+02 +7.302518391e+02 -3.8220e+00 -3.4823e+00 +1.1457e+00 -3.2257e+00 -2.5023e+00 +2.5643e+00 -1.4224e+00 +3.7910e+00 +1.7024e+00 +3.7987e+00 +9.3791e-01 -3.2569e-01 -9.0891e-01 -4.1519e+00 +1.3656e+00 +2.4866e+00 -2.7279e+00 -7.1493e-01 +1.0753e+00 -2.4037e+00
% function evaluation | noise-free fitness - Fopt (-1.060600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.552012538e+02 +7.552012538e+02 +6.491412538e+02 +6.491412538e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.957000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.338600509e+02 +9.338600509e+02 +9.142900509e+02 +9.142900509e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +8.840129254e+02 +8.840129254e+02 +8.644429254e+02 +8.644429254e+02 +2.3261e+00 -3.2741e-01 -3.5199e-01 -4.0289e+00 +2.0370e+00 -4.8933e+00 -5.5196e-01 +2.2044e+00 +3.5190e+00 +3.1564e+00 +2.2988e+00 -3.8535e+00 -2.6557e-01 +3.9628e-02 +3.6850e+00 -2.4711e+00 -3.7881e+00 -1.9443e+00 +3.4103e+00 +4.1708e+00
34 +7.419843249e+02 +7.419843249e+02 +7.224143249e+02 +7.224143249e+02 +1.3817e+00 +2.0081e+00 +4.0969e+00 -2.8128e+00 +8.0514e-01 -3.0470e+00 +3.7011e+00 -1.6866e+00 +2.8246e+00 +3.9108e+00 -1.5703e+00 +2.3764e+00 +1.8873e+00 +1.2355e+00 +1.6309e+00 -3.2046e+00 -3.2990e+00 +3.5967e+00 +2.7876e+00 +3.8334e+00
% function evaluation | noise-free fitness - Fopt (3.818200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.813576504e+02 +5.813576504e+02 +9.631776504e+02 +9.631776504e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (8.130000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.778328741e+02 +9.778328741e+02 +9.859628741e+02 +9.859628741e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (8.687000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.896143389e+02 +5.896143389e+02 +6.764843389e+02 +6.764843389e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-5.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.003780445e+03 +1.003780445e+03 +9.458704446e+02 +9.458704446e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.215792362e+02 +5.215792362e+02 +4.636692362e+02 +4.636692362e+02 +4.8843e+00 +2.6022e+00 +4.7031e+00 -2.7681e+00 +1.0227e+00 +2.8214e+00 -4.0283e+00 -4.5473e+00 +4.0307e+00 +3.6348e+00 -2.3702e+00 +3.9363e+00 +2.0036e-01 +9.8707e-01 +2.3302e+00 +1.8628e+00 -8.2313e-02 +2.3874e+00 -4.8700e-01 -4.6370e+00
% function evaluation | noise-free fitness - Fopt (1.027500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.936093871e+02 +7.936093871e+02 +8.963593871e+02 +8.963593871e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +6.136424918e+02 +6.136424918e+02 +7.163924918e+02 +7.163924918e+02 -7.8356e-01 -4.9558e+00 +2.7080e+00 -1.4616e+00 +1.4368e+00 +2.9466e+00 -3.6298e+00 +1.5850e+00 -4.3598e+00 -1.3809e+00 -2.0467e+00 -2.9510e+00 +4.9713e+00 +1.5819e+00 -1.3458e+00 +2.6610e+00 -7.1906e-01 -6.8447e-01 +1.9981e+00 -3.6491e+00
% function evaluation | noise-free fitness - Fopt (-1.175400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.261756769e+03 +2.261756769e+03 +2.144216769e+03 +2.144216769e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
30 +1.913207772e+03 +1.913207772e+03 +1.795667772e+03 +1.795667772e+03 +5.4225e-02 -4.2384e+00 +7.9911e-01 +1.3418e+00 +4.6077e+00 -5.3364e-02 +1.6608e+00 -3.1111e+00 -3.9324e+00 -2.8937e+00 -1.0178e+00 +4.3064e+00 -4.6063e+00 +2.3119e+00 +3.1427e+00 +3.6818e+00 +3.9371e+00 -3.6119e+00 -4.7164e-01 -3.5694e+00
