% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.743465359e+05 +7.743465359e+05 +7.743824359e+05 +7.743824359e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +7.407230730e+05 +7.407230730e+05 +7.407589730e+05 +7.407589730e+05 +5.5846e-01 +5.7664e-01 +7.2629e-01 +3.6742e-01 +4.9360e-02 +5.8597e-01 +5.1351e-01 +4.5375e-01 +3.4816e-01 +9.1526e-01 +7.6407e-01 +3.2927e-01 +3.8685e-01 +3.2837e-01 +5.6241e-01 +4.8707e-01 +7.7689e-01 +9.8663e-01 +1.3836e-01 +2.5011e-01
52 +7.131595116e+05 +7.131595116e+05 +7.131954116e+05 +7.131954116e+05 +9.7364e-01 +5.1405e-01 +6.5535e-01 +5.8388e-01 +3.6123e-01 +4.1123e-01 +7.2390e-01 +1.5848e-01 +3.7349e-01 +6.2626e-01 +1.5896e-01 +4.7071e-01 +2.0889e-02 +5.9833e-01 +3.6014e-01 +8.2992e-01 +3.4048e-01 +8.6854e-01 +4.6634e-02 +1.0180e-01
62 +6.811383031e+05 +6.811383031e+05 +6.811742031e+05 +6.811742031e+05 +7.6651e-01 +4.3358e-01 +6.9659e-01 +9.5134e-02 +2.1282e-01 +3.1881e-02 +9.0011e-01 +1.5123e-01 +8.2506e-01 +3.4417e-01 +4.9677e-01 +1.7654e-01 +2.2028e-01 +8.6230e-02 +6.8181e-01 +5.4719e-01 +8.4636e-01 +9.7662e-01 +8.9393e-02 +1.1927e-01
403 +6.640270414e+05 +6.640270414e+05 +6.640629414e+05 +6.640629414e+05 +2.3958e-01 +8.3660e-01 +7.9471e-01 +2.3443e-01 +3.8663e-01 +4.2594e-01 +8.6804e-01 +1.2583e-01 +5.9815e-01 +1.1492e-01 +8.1498e-01 +9.2861e-02 +7.6464e-01 +8.0834e-01 +7.4825e-01 +2.6896e-01 +7.5004e-01 +8.9380e-01 +1.5917e-01 +6.4887e-02
1854 +6.592269837e+05 +6.592269837e+05 +6.592628837e+05 +6.592628837e+05 +7.2773e-01 +2.0663e-01 +6.3962e-01 +1.9140e-02 +1.5932e-01 +4.0905e-01 +9.6274e-01 +4.8270e-01 +1.6695e-01 +8.9174e-01 +3.1597e-01 +9.0209e-01 +8.5868e-03 +1.0694e-01 +7.8428e-01 +1.4922e-02 +5.1263e-01 +8.7456e-01 +1.2483e-01 +1.2340e-01
5652 +6.430209035e+05 +6.430209035e+05 +6.430568035e+05 +6.430568035e+05 +1.4450e-02 +8.9006e-01 +8.8868e-01 +7.2704e-01 +6.2871e-01 +6.9514e-02 +9.5888e-02 +1.8394e-01 +4.1537e-02 +1.5460e-01 +8.1902e-01 +7.5827e-01 +7.4214e-01 +3.7967e-01 +2.8081e-01 +1.1010e-01 +8.0065e-01 +6.6645e-01 +1.0459e-01 +1.2385e-01
8190 +6.244619307e+05 +6.244619307e+05 +6.244978307e+05 +6.244978307e+05 +3.2844e-01 +9.2317e-01 +9.6983e-01 +2.4910e-02 +1.9702e-01 +1.0639e-01 +4.9903e-01 +2.7626e-01 +1.5559e-01 +1.2470e-01 +7.3430e-02 +7.8455e-01 +4.9250e-01 +7.9905e-02 +7.2137e-01 +2.9687e-01 +4.7338e-01 +7.3497e-01 +3.5113e-01 +3.0357e-01
11332 +6.071670066e+05 +6.071670066e+05 +6.072029066e+05 +6.072029066e+05 +3.2844e-01 +9.2317e-01 +9.6983e-01 +2.4910e-02 +1.9702e-01 +1.0639e-01 +4.9903e-01 +2.7626e-01 +1.5559e-01 +1.2470e-01 +7.3430e-02 +7.8455e-01 +4.9250e-01 +7.9905e-02 +7.2137e-01 +2.9687e-01 +9.5045e-01 +6.6747e-01 +1.4612e-02 +3.0116e-01
41683 +5.969085722e+05 +5.969085722e+05 +5.969444722e+05 +5.969444722e+05 +4.7388e-01 +9.2317e-01 +9.6983e-01 +2.4910e-02 +1.9702e-01 +1.0639e-01 +4.9903e-01 +2.7626e-01 +1.5559e-01 +1.2470e-01 +7.3430e-02 +7.8455e-01 +4.9250e-01 +9.0562e-02 +9.8388e-01 +1.1010e-01 +8.5369e-01 +9.9765e-01 +6.8474e-02 +6.9433e-01
78953 +5.883871259e+05 +5.883871259e+05 +5.884230259e+05 +5.884230259e+05 +1.2758e-01 +9.9589e-01 +9.6983e-01 +2.6023e-01 +1.7318e-01 +2.1809e-02 +8.9280e-01 +1.5487e-01 +7.5747e-03 +2.5088e-01 +1.0514e-01 +7.2145e-01 +9.2127e-01 +9.8921e-01 +6.1309e-01 +2.9687e-01 +5.6124e-01 +9.9140e-01 +3.2578e-02 +3.3304e-02
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.777288378e+05 +3.777288378e+05 +3.777602078e+05 +3.777602078e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.645051282e+05 +3.645051282e+05 +3.645364982e+05 +3.645364982e+05 +4.3927e-01 +5.6564e-01 +1.6688e-02 +9.1718e-01 +1.5085e-01 +1.8599e-01 +4.4236e-01 +3.4808e-02 +3.6631e-01 +4.2002e-01 +1.7807e-01 +8.4384e-01 +2.1293e-01 +2.8575e-01 +9.4822e-01 +4.8553e-01 +7.5696e-01 +3.9505e-01 +8.9408e-01 +8.2030e-01
82 +3.530596096e+05 +3.530596096e+05 +3.530909796e+05 +3.530909796e+05 +4.7370e-01 +3.7347e-02 +9.3173e-01 +8.6373e-01 +1.1130e-01 +4.2396e-02 +4.0752e-02 +8.9964e-01 +8.3712e-02 +9.6205e-01 +5.1714e-01 +6.5628e-01 +1.9300e-01 +3.7402e-01 +7.7279e-01 +4.6376e-01 +5.9487e-01 +8.6379e-02 +2.0907e-02 +5.6845e-01
176 +3.453708193e+05 +3.453708193e+05 +3.454021893e+05 +3.454021893e+05 +5.7503e-01 +2.9210e-01 +8.2118e-03 +7.2522e-01 +2.2028e-02 +5.6991e-01 +6.3683e-01 +6.4210e-01 +1.0418e-01 +2.4264e-01 +1.0653e-01 +8.5940e-01 +6.8943e-01 +3.3724e-01 +4.4267e-02 +6.2509e-01 +5.8508e-01 +9.6478e-02 +7.3330e-01 +6.5819e-01
662 +3.361076188e+05 +3.361076188e+05 +3.361389888e+05 +3.361389888e+05 +5.7503e-01 +2.9210e-01 +1.7528e-04 +7.2522e-01 +2.2028e-02 +5.6991e-01 +6.6679e-02 +6.4210e-01 +1.0418e-01 +2.4264e-01 +1.0653e-01 +8.7817e-01 +6.8943e-01 +3.3724e-01 +4.4267e-02 +6.2509e-01 +5.8508e-01 +6.9560e-01 +4.8600e-03 +8.8201e-01
1597 +3.272322202e+05 +3.272322202e+05 +3.272635902e+05 +3.272635902e+05 +6.9998e-01 +1.4735e-01 +6.8916e-01 +9.9612e-01 +2.2160e-01 +6.4582e-01 +4.2110e-02 +3.5488e-01 +3.8573e-01 +1.3307e-01 +2.7059e-02 +8.8272e-01 +7.4614e-01 +4.0348e-01 +3.5895e-02 +8.7132e-01 +4.8272e-01 +3.2367e-02 +7.5094e-02 +5.7938e-01
3421 +3.210815510e+05 +3.210815510e+05 +3.211129210e+05 +3.211129210e+05 +9.9589e-01 +1.4735e-01 +6.8916e-01 +9.9612e-01 +2.2160e-01 +6.4582e-01 +4.2110e-02 +3.5488e-01 +3.8573e-01 +1.3307e-01 +2.7059e-02 +8.8272e-01 +7.4614e-01 +4.0348e-01 +3.5895e-02 +8.7132e-01 +4.8272e-01 +3.2367e-02 +7.5094e-02 +5.7938e-01
